municipio,provincia,codigo_ine,num_centros_salud,municipio_nombre_humano
Santoyo,Palencia,34174,1,Santoyo
Santpedor,Barcelona,8192,1,Santpedor
Santurde de Rioja,La Rioja,26140,1,Santurde de Rioja
Santurdejo,La Rioja,26141,1,Santurdejo
Santurtzi,Bizkaia,48082,2,Santurtzi
Sanxenxo,Pontevedra,36051,2,Sanxenxo
Sanzoles,Zamora,49210,1,Sanzoles
Sardón de Duero,Valladolid,47157,1,Sardón de Duero
Sardón de los Frailes,Salamanca,37301,1,Sardón de los Frailes
Sargentes de la Lora,Burgos,9361,4,Sargentes de la Lora
Sariego,Asturias,33065,1,Sariego
Sariegos,León,24163,4,Sariegos
Sariñena,Huesca,22213,5,Sariñena
Saro,Cantabria,39081,1,Saro
Sarracín,Burgos,9362,1,Sarracín
Sarral,Tarragona,43142,1,Sarral
Sarreaus,Ourense,32078,1,Sarreaus
Sarria,Lugo,27057,1,Sarria
Sarrià de Ter,Girona,17186,1,Sarrià de Ter
Sarriés/Sartze,Navarra,31222,2,Sarriés/Sartze
Sarrión,Teruel,44210,1,Sarrión
Sarroca de Bellera,Lleida,25201,0,Sarroca de Bellera
Sarroca de Lleida,Lleida,25200,1,Sarroca de Lleida
Sartaguda,Navarra,31223,1,Sartaguda
Sartajada,Toledo,45159,1,Sartajada
Sasamón,Burgos,9363,7,Sasamón
Sástago,Zaragoza,50240,1,Sástago
Saúca,Guadalajara,19251,2,Saúca
Saucedilla,Cáceres,10173,1,Saucedilla
Saucejo (El),Sevilla,41090,1,El Saucejo
Saucelle,Salamanca,37302,1,Saucelle
Sauquillo de Cabezas,Segovia,40192,1,Sauquillo de Cabezas
Saus Camallera i Llampaies,Girona,17187,1,Saus Camallera i Llampaies
Sauzal (El),Santa Cruz de Tenerife,38041,2,El Sauzal
Savallà del Comtat,Tarragona,43143,1,Savallà del Comtat
Saviñao (O),Lugo,27058,2,O Saviñao
Sax,Alicante,3123,1,Sax
Sayalonga,Málaga,29086,2,Sayalonga
Sayatón,Guadalajara,19252,1,Sayatón
Sebúlcor,Segovia,40193,1,Sebúlcor
Seca (La),Valladolid,47158,1,La Seca
Secastilla,Huesca,22214,1,Secastilla
Secuita (La),Tarragona,43144,3,La Secuita
Sedaví,Valencia,46223,1,Sedaví
Sedella,Málaga,29087,1,Sedella
Sediles,Zaragoza,50242,1,Sediles
Segart,Valencia,46224,1,Segart
Segorbe,Castellón,12104,2,Segorbe
Segovia,Segovia,40194,9,Segovia
Segura,Gipuzkoa,20070,1,Segura
Segura de la Sierra,Jaén,23081,7,Segura de la Sierra
Segura de León,Badajoz,6124,1,Segura de León
Segura de los Baños,Teruel,44211,1,Segura de los Baños
Segura de Toro,Cáceres,10174,1,Segura de Toro
Segurilla,Toledo,45160,1,Segurilla
Seira,Huesca,22215,1,Seira
Selas,Guadalajara,19254,1,Selas
Selaya,Cantabria,39082,1,Selaya
Sella,Alicante,3124,1,Sella
Sellent,Valencia,46225,1,Sellent
Selva,Illes Balears,7058,4,Selva
Selva de Mar (La),Girona,17188,1,La Selva de Mar
Selva del Camp (La),Tarragona,43145,1,La Selva del Camp
Semillas,Guadalajara,19901,1,Semillas
Sempere,Valencia,46226,1,Sempere
Sena,Huesca,22217,1,Sena
Sena de Luna,León,24164,7,Sena de Luna
Senan,Tarragona,43146,0,Senan
Sencelles,Illes Balears,7047,2,Sencelles
Senés,Almería,4082,1,Senés
Senés de Alcubierre,Huesca,22218,1,Senés de Alcubierre
Sénia (La),Tarragona,43044,1,La Sénia
Senija,Alicante,3125,1,Senija
Seno,Teruel,44212,1,Seno
Senterada,Lleida,25202,1,Senterada
Sentiu de Sió (La),Lleida,25035,1,La Sentiu de Sió
Sentmenat,Barcelona,8267,1,Sentmenat
Senyera,Valencia,46227,1,Senyera
Sepulcro-Hilario,Salamanca,37304,1,Sepulcro-Hilario
Sepúlveda,Segovia,40195,10,Sepúlveda
Sequera de Fresno,Segovia,40196,1,Sequera de Fresno
Sequera de Haza (La),Burgos,9365,1,La Sequera de Haza
Sequeros,Salamanca,37305,1,Sequeros
Serinyà,Girona,17190,1,Serinyà
Serna (La),Palencia,34175,1,La Serna
Serna del Monte (La),Madrid,28138,1,La Serna del Monte
Serón,Almería,4083,1,Serón
Serón de Nágima,Soria,42171,1,Serón de Nágima
Seròs,Lleida,25204,1,Seròs
Serra,Valencia,46228,1,Serra
Serra de Daró,Girona,17191,1,Serra de Daró
Serrada,Valladolid,47159,1,Serrada
Serrada (La),Ávila,5232,1,La Serrada
Serradilla,Cáceres,10175,1,Serradilla
Serradilla del Arroyo,Salamanca,37306,2,Serradilla del Arroyo
Serradilla del Llano,Salamanca,37307,1,Serradilla del Llano
Serranillos,Ávila,5233,1,Serranillos
Serranillos del Valle,Madrid,28140,1,Serranillos del Valle
Serratella (la),Castellón,12103,1,La Serratella
Serrato,Málaga,29904,0,Serrato
Serrejón,Cáceres,10176,1,Serrejón
Sesa,Huesca,22220,1,Sesa
Seseña,Toledo,45161,3,Seseña
Sesma,Navarra,31224,1,Sesma
Sestao,Bizkaia,48084,3,Sestao
Sestrica,Zaragoza,50243,2,Sestrica
Sesué,Huesca,22221,0,Sesué
Setcases,Girona,17192,1,Setcases
Setenil de las Bodegas,Cádiz,11034,1,Setenil de las Bodegas
Setiles,Guadalajara,19255,1,Setiles
Seu d'Urgell (La),Lleida,25203,2,La Seu d'Urgell
Seva,Barcelona,8269,2,Seva
Sevilla,Sevilla,41091,35,Sevilla
Sevilla la Nueva,Madrid,28141,1,Sevilla la Nueva
Sevilleja de la Jara,Toledo,45162,5,Sevilleja de la Jara
Sidamon,Lleida,25205,1,Sidamon
Sienes,Guadalajara,19256,1,Sienes
Siero,Asturias,33066,8,Siero
Sierpe (La),Salamanca,37309,1,La Sierpe
Sierra de Fuentes,Cáceres,10177,1,Sierra de Fuentes
Sierra de Luna,Zaragoza,50244,1,Sierra de Luna
Sierra de Yeguas,Málaga,29088,2,Sierra de Yeguas
Sierra Engarcerán,Castellón,12105,3,Sierra Engarcerán
Sierro,Almería,4084,1,Sierro
Siétamo,Huesca,22222,2,Siétamo
Siete Aguas,Valencia,46229,1,Siete Aguas
Siete Iglesias de Trabancos,Valladolid,47160,1,Siete Iglesias de Trabancos
Sieteiglesias de Tormes,Salamanca,37310,1,Sieteiglesias de Tormes
Sigeres,Ávila,5234,1,Sigeres
Sigüenza,Guadalajara,19257,22,Sigüenza
Sigüés,Zaragoza,50245,2,Sigüés
Siles,Jaén,23082,1,Siles
Silla,Valencia,46230,1,Silla
Silleda,Pontevedra,36052,2,Silleda
Silos (Los),Santa Cruz de Tenerife,38042,1,Los Silos
Sils,Girona,17193,1,Sils
Simancas,Valladolid,47161,2,Simancas
Simat de la Valldigna,Valencia,46231,1,Simat de la Valldigna
Sinarcas,Valencia,46232,1,Sinarcas
Sineu,Illes Balears,7060,1,Sineu
Singra,Teruel,44213,1,Singra
Sinlabajos,Ávila,5235,1,Sinlabajos
Siruela,Badajoz,6125,1,Siruela
Sisamón,Zaragoza,50246,1,Sisamón
Sisante,Cuenca,16198,1,Sisante
Sitges,Barcelona,8270,2,Sitges
Siurana,Girona,17052,1,Siurana
Soba,Cantabria,39083,2,Soba
Sober,Lugo,27059,1,Sober
Sobradiel,Zaragoza,50247,1,Sobradiel
Sobradillo,Salamanca,37311,1,Sobradillo
Sobrado,A Coruña,15080,1,Sobrado
Sobrado,León,24165,4,Sobrado
Sobremunt,Barcelona,8271,0,Sobremunt
Sobrescobio,Asturias,33067,1,Sobrescobio
Socovos,Albacete,2072,2,Socovos
Socuéllamos,Ciudad Real,13078,1,Socuéllamos
Sojuela,La Rioja,26143,1,Sojuela
Solana (La),Ciudad Real,13079,1,La Solana
Solana de Ávila,Ávila,5236,5,Solana de Ávila
Solana de los Barros,Badajoz,6126,3,Solana de los Barros
Solana de Rioalmar,Ávila,5237,1,Solana de Rioalmar
Solana del Pino,Ciudad Real,13080,1,Solana del Pino
Solanillos del Extremo,Guadalajara,19258,1,Solanillos del Extremo
Solarana,Burgos,9366,1,Solarana
Solera de Gabaldón,Cuenca,16199,1,Solera de Gabaldón
Soleràs (El),Lleida,25206,1,El Soleràs
Soliedra,Soria,42172,2,Soliedra
Solivella,Tarragona,43147,1,Solivella
Sollana,Valencia,46233,2,Sollana
Sóller,Illes Balears,7061,2,Sóller
Solórzano,Cantabria,39084,2,Solórzano
Solosancho,Ávila,5238,4,Solosancho
Solsona,Lleida,25207,1,Solsona
Somiedo,Asturias,33068,2,Somiedo
Somolinos,Guadalajara,19259,1,Somolinos
Somontín,Almería,4085,1,Somontín
Somosierra,Madrid,28143,1,Somosierra
Somozas (As),A Coruña,15081,1,As Somozas
Son Servera,Illes Balears,7062,2,Son Servera
Sondika,Bizkaia,48904,1,Sondika
Soneja,Castellón,12106,1,Soneja
Sonseca,Toledo,45163,1,Sonseca
Sopeira,Huesca,22223,2,Sopeira
Sopela,Bizkaia,48085,1,Sopela
Soportújar,Granada,18176,1,Soportújar
Sopuerta,Bizkaia,48086,2,Sopuerta
Sora,Barcelona,8272,0,Sora
Soraluze-Placencia de las Armas,Gipuzkoa,20065,1,Soraluze-Placencia de las Armas
Sorbas,Almería,4086,5,Sorbas
Sordillos,Burgos,9368,1,Sordillos
Soria,Soria,42173,5,Soria
Soriguera,Lleida,25208,0,Soriguera
Sorihuela,Salamanca,37312,1,Sorihuela
Sorihuela del Guadalimar,Jaén,23084,1,Sorihuela del Guadalimar
Sorlada,Navarra,31225,1,Sorlada
Sort,Lleida,25209,1,Sort
Sorvilán,Granada,18177,3,Sorvilán
Sorzano,La Rioja,26144,1,Sorzano
Sos del Rey Católico,Zaragoza,50248,2,Sos del Rey Católico
Soses,Lleida,25210,1,Soses
Sot de Chera,Valencia,46234,1,Sot de Chera
Sot de Ferrer,Castellón,12107,1,Sot de Ferrer
Sotalbo,Ávila,5239,1,Sotalbo
Sotés,La Rioja,26145,1,Sotés
Sotillo,Segovia,40198,1,Sotillo
Sotillo (El),Guadalajara,19260,1,El Sotillo
Sotillo de la Adrada,Ávila,5240,1,Sotillo de la Adrada
Sotillo de la Ribera,Burgos,9369,2,Sotillo de la Ribera
Sotillo de las Palomas,Toledo,45164,1,Sotillo de las Palomas
Sotillo del Rincón,Soria,42174,2,Sotillo del Rincón
Soto de Cerrato,Palencia,34177,1,Soto de Cerrato
Soto de la Vega,León,24166,6,Soto de la Vega
Soto del Barco,Asturias,33069,2,Soto del Barco
Soto del Real,Madrid,28144,1,Soto del Real
Soto en Cameros,La Rioja,26146,1,Soto en Cameros
Soto y Amío,León,24167,3,Soto y Amío
Sotobañado y Priorato,Palencia,34176,2,Sotobañado y Priorato
Sotodosos,Guadalajara,19261,1,Sotodosos
Sotonera (La),Huesca,22904,6,La Sotonera
Sotorribas,Cuenca,16909,8,Sotorribas
Sotosalbos,Segovia,40199,1,Sotosalbos
Sotoserrano,Salamanca,37313,1,Sotoserrano
Sotragero,Burgos,9372,1,Sotragero
Sotresgudo,Burgos,9373,9,Sotresgudo
Soutomaior,Pontevedra,36053,2,Soutomaior
Suances,Cantabria,39085,1,Suances
Subirats,Barcelona,8273,3,Subirats
Sudanell,Lleida,25211,1,Sudanell
Sueca,Valencia,46235,6,Sueca
Suellacabras,Soria,42175,1,Suellacabras
Sueras/Suera,Castellón,12108,1,Sueras/Suera
Suflí,Almería,4087,1,Suflí
Sukarrieta,Bizkaia,48076,1,Sukarrieta
Sumacàrcer,Valencia,46236,1,Sumacàrcer
Sunbilla,Navarra,31226,1,Sunbilla
Sunyer,Lleida,25212,1,Sunyer
Súria,Barcelona,8274,1,Súria
Susinos del Páramo,Burgos,9374,1,Susinos del Páramo
Susqueda,Girona,17194,0,Susqueda
Tabanera de Cerrato,Palencia,34178,1,Tabanera de Cerrato
Tabanera de Valdavia,Palencia,34179,1,Tabanera de Valdavia
Tabanera la Luenga,Segovia,40200,1,Tabanera la Luenga
Tábara,Zamora,49214,1,Tábara
Tabera de Abajo,Salamanca,37314,1,Tabera de Abajo
Tabernas,Almería,4088,1,Tabernas
Taberno,Almería,4089,1,Taberno
Taboada,Lugo,27060,1,Taboada
Taboadela,Ourense,32079,1,Taboadela
Tabuenca,Zaragoza,50249,1,Tabuenca
Tacoronte,Santa Cruz de Tenerife,38043,3,Tacoronte
Tafalla,Navarra,31227,1,Tafalla
Tagamanent,Barcelona,8276,0,Tagamanent
Taha (La),Granada,18901,3,La Taha
Tahal,Almería,4090,2,Tahal
Tajahuerce,Soria,42176,1,Tajahuerce
Tajueco,Soria,42177,1,Tajueco
Tala (La),Salamanca,37315,1,La Tala
Talamanca,Barcelona,8277,1,Talamanca
Talamanca de Jarama,Madrid,28145,1,Talamanca de Jarama
Talamantes,Zaragoza,50250,1,Talamantes
Talarn,Lleida,25215,1,Talarn
Talarrubias,Badajoz,6127,1,Talarrubias
Talaván,Cáceres,10178,1,Talaván
Talavera,Lleida,25216,1,Talavera
Talavera de la Reina,Toledo,45165,9,Talavera de la Reina
Talavera la Real,Badajoz,6128,1,Talavera la Real
Talaveruela de la Vera,Cáceres,10179,1,Talaveruela de la Vera
Talayuela,Cáceres,10180,3,Talayuela
Talayuelas,Cuenca,16202,2,Talayuelas
Tales,Castellón,12109,1,Tales
Táliga,Badajoz,6129,1,Táliga
Tallada d'Empordà (La),Girona,17195,1,La Tallada d'Empordà
Talveila,Soria,42178,1,Talveila
Tamajón,Guadalajara,19262,4,Tamajón
Tamames,Salamanca,37316,1,Tamames
Támara de Campos,Palencia,34180,1,Támara de Campos
Tamarite de Litera,Huesca,22225,2,Tamarite de Litera
Tamariz de Campos,Valladolid,47162,1,Tamariz de Campos
Tamarón,Burgos,9375,1,Tamarón
Tamurejo,Badajoz,6130,1,Tamurejo
Tanque (El),Santa Cruz de Tenerife,38044,2,El Tanque
Tapia de Casariego,Asturias,33070,1,Tapia de Casariego
Tapioles,Zamora,49216,1,Tapioles
Taradell,Barcelona,8278,1,Taradell
Taragudo,Guadalajara,19263,1,Taragudo
Taramundi,Asturias,33071,1,Taramundi
Tarancón,Cuenca,16203,1,Tarancón
Taravilla,Guadalajara,19264,1,Taravilla
Tarazona,Zaragoza,50251,1,Tarazona
Tarazona de Guareña,Salamanca,37317,1,Tarazona de Guareña
Tarazona de la Mancha,Albacete,2073,1,Tarazona de la Mancha
Tàrbena,Alicante,3127,1,Tàrbena
Tardáguila,Salamanca,37318,1,Tardáguila
Tardajos,Burgos,9377,1,Tardajos
Tardelcuende,Soria,42181,2,Tardelcuende
Tardienta,Huesca,22226,1,Tardienta
Tariego de Cerrato,Palencia,34181,1,Tariego de Cerrato
Tarifa,Cádiz,11035,4,Tarifa
Taroda,Soria,42182,1,Taroda
Tarragona,Tarragona,43148,10,Tarragona
Tàrrega,Lleida,25217,6,Tàrrega
Tarrés,Lleida,25218,1,Tarrés
Tarroja de Segarra,Lleida,25219,1,Tarroja de Segarra
Tartanedo,Guadalajara,19265,4,Tartanedo
Tauste,Zaragoza,50252,3,Tauste
Tavernes Blanques,Valencia,46237,1,Tavernes Blanques
Tavernes de la Valldigna,Valencia,46238,2,Tavernes de la Valldigna
Tavèrnoles,Barcelona,8275,0,Tavèrnoles
Tavertet,Barcelona,8280,0,Tavertet
Tazacorte,Santa Cruz de Tenerife,38045,2,Tazacorte
Teba,Málaga,29089,1,Teba
Tébar,Cuenca,16204,1,Tébar
Tegueste,Santa Cruz de Tenerife,38046,1,Tegueste
Teguise,Las Palmas,35024,4,Teguise
Teià,Barcelona,8281,1,Teià
Teixeira (A),Ourense,32080,1,A Teixeira
Tejada,Burgos,9378,1,Tejada
Tejadillos,Cuenca,16205,1,Tejadillos
Tejado,Soria,42183,1,Tejado
Tejado (El),Salamanca,37319,1,El Tejado
Tejeda,Las Palmas,35025,1,Tejeda
Tejeda de Tiétar,Cáceres,10181,2,Tejeda de Tiétar
Tejeda y Segoyuela,Salamanca,37320,1,Tejeda y Segoyuela
Telde,Las Palmas,35026,9,Telde
Tella-Sin,Huesca,22227,2,Tella-Sin
Tembleque,Toledo,45166,1,Tembleque
Tendilla,Guadalajara,19266,1,Tendilla
Tenebrón,Salamanca,37321,1,Tenebrón
Teo,A Coruña,15082,4,Teo
Teresa,Castellón,12110,1,Teresa
Teresa de Cofrentes,Valencia,46239,1,Teresa de Cofrentes
Térmens,Lleida,25220,1,Térmens
Teror,Las Palmas,35027,2,Teror
Terque,Almería,4091,1,Terque
Terrades,Girona,17196,1,Terrades
Terradillos,Salamanca,37322,2,Terradillos
Terradillos de Esgueva,Burgos,9380,1,Terradillos de Esgueva
Terrassa,Barcelona,8279,7,Terrassa
Terrateig,Valencia,46240,1,Terrateig
Terrer,Zaragoza,50253,1,Terrer
Terriente,Teruel,44215,2,Terriente
Terrinches,Ciudad Real,13081,1,Terrinches
Terroba,La Rioja,26147,1,Terroba
Teruel,Teruel,44216,12,Teruel
Terzaga,Guadalajara,19267,1,Terzaga
Teulada,Alicante,3128,2,Teulada
Teverga,Asturias,33072,1,Teverga
Tiana,Barcelona,8282,1,Tiana
Tías,Las Palmas,35028,2,Tías
Tibi,Alicante,3129,1,Tibi
Tiebas-Muruarte de Reta,Navarra,31228,2,Tiebas-Muruarte de Reta
Tiedra,Valladolid,47163,1,Tiedra
Tielmes,Madrid,28146,1,Tielmes
Tiemblo (El),Ávila,5241,1,El Tiemblo
Tierga,Zaragoza,50254,1,Tierga
Tierz,Huesca,22228,1,Tierz
Tierzo,Guadalajara,19268,1,Tierzo
Tiétar,Cáceres,10904,1,Tiétar
Tijarafe,Santa Cruz de Tenerife,38047,1,Tijarafe
Tíjola,Almería,4092,2,Tíjola
Tinajas,Cuenca,16206,1,Tinajas
Tinajo,Las Palmas,35029,1,Tinajo
Tineo,Asturias,33073,6,Tineo
Tinieblas de la Sierra,Burgos,9381,0,Tinieblas de la Sierra
Tiñosillos,Ávila,5242,1,Tiñosillos
Tirapu,Navarra,31229,0,Tirapu
Tirgo,La Rioja,26148,1,Tirgo
Tírig,Castellón,12111,1,Tírig
Tírvia,Lleida,25221,1,Tírvia
Titaguas,Valencia,46241,1,Titaguas
Titulcia,Madrid,28147,1,Titulcia
Tiurana,Lleida,25222,0,Tiurana
Tivenys,Tarragona,43149,1,Tivenys
Tivissa,Tarragona,43150,3,Tivissa
Toba (La),Guadalajara,19269,1,La Toba
Tobar,Burgos,9382,1,Tobar
Tobarra,Albacete,2074,6,Tobarra
Tobed,Zaragoza,50255,1,Tobed
Tobía,La Rioja,26149,1,Tobía
Toboso (El),Toledo,45167,1,El Toboso
Tocina,Sevilla,41092,2,Tocina
Todolella,Castellón,12112,1,Todolella
Toén,Ourense,32081,1,Toén
Toga,Castellón,12113,1,Toga
Tojos (Los),Cantabria,39086,1,Los Tojos
Tolbaños,Ávila,5243,1,Tolbaños
Toledo,Toledo,45168,6,Toledo
Tollos,Alicante,3130,1,Tollos
Tolocirio,Segovia,40201,1,Tolocirio
Tolosa,Gipuzkoa,20071,2,Tolosa
Tolox,Málaga,29090,1,Tolox
Tolva,Huesca,22229,2,Tolva
Tomares,Sevilla,41093,1,Tomares
Tomelloso,Ciudad Real,13082,2,Tomelloso
Tomiño,Pontevedra,36054,2,Tomiño
Tona,Barcelona,8283,1,Tona
Topas,Salamanca,37323,1,Topas
Toques,A Coruña,15083,1,Toques
Torà,Lleida,25223,1,Torà
Toral de los Guzmanes,León,24168,1,Toral de los Guzmanes
Toral de los Vados,León,24206,2,Toral de los Vados
Torás,Castellón,12114,1,Torás
Tordehumos,Valladolid,47164,1,Tordehumos
Tordellego,Guadalajara,19271,1,Tordellego
Tordelrábano,Guadalajara,19270,1,Tordelrábano
Tordera,Barcelona,8284,1,Tordera
Tordesillas,Valladolid,47165,3,Tordesillas
Tordesilos,Guadalajara,19272,1,Tordesilos
Tordillos,Salamanca,37324,1,Tordillos
Tordoia,A Coruña,15084,1,Tordoia
Tordómar,Burgos,9384,1,Tordómar
Torelló,Barcelona,8285,1,Torelló
Toreno,León,24169,4,Toreno
Torija,Guadalajara,19274,2,Torija
Toril,Cáceres,10182,1,Toril
Toril y Masegoso,Teruel,44217,2,Toril y Masegoso
Torla-Ordesa,Huesca,22230,1,Torla-Ordesa
Torlengua,Soria,42184,1,Torlengua
Tormantos,La Rioja,26150,1,Tormantos
Tormellas,Ávila,5244,2,Tormellas
Tormón,Teruel,44218,1,Tormón
Tormos,Alicante,3131,1,Tormos
Torms (Els),Lleida,25224,1,Els Torms
Tornabous,Lleida,25225,3,Tornabous
Tornadizo (El),Salamanca,37325,1,El Tornadizo
Tornadizos de Ávila,Ávila,5245,1,Tornadizos de Ávila
Tornavacas,Cáceres,10183,1,Tornavacas
Torno (El),Cáceres,10184,1,El Torno
Tornos,Teruel,44219,1,Tornos
Toro,Zamora,49219,2,Toro
Toro (El),Castellón,12115,1,El Toro
Torquemada,Palencia,34182,1,Torquemada
Torralba,Cuenca,16209,1,Torralba
Torralba de Aragón,Huesca,22232,1,Torralba de Aragón
Torralba de Calatrava,Ciudad Real,13083,1,Torralba de Calatrava
Torralba de los Frailes,Zaragoza,50256,1,Torralba de los Frailes
Torralba de los Sisones,Teruel,44220,1,Torralba de los Sisones
Torralba de Oropesa,Toledo,45169,1,Torralba de Oropesa
Torralba de Ribota,Zaragoza,50257,1,Torralba de Ribota
Torralba del Pinar,Castellón,12116,1,Torralba del Pinar
Torralba del Río,Navarra,31230,1,Torralba del Río
Torralbilla,Zaragoza,50258,1,Torralbilla
Torre (La),Ávila,5247,4,La Torre
Torre Alháquime,Cádiz,11036,1,Torre Alháquime
Torre d'En Besora (la),Castellón,12119,1,La Torre d'En Besora
Torre d'en Doménec (la),Castellón,12120,1,La Torre d'en Doménec
Torre de Arcas,Teruel,44223,1,Torre de Arcas
Torre de Cabdella (La),Lleida,25227,2,La Torre de Cabdella
Torre de Claramunt (La),Barcelona,8286,1,La Torre de Claramunt
Torre de Don Miguel,Cáceres,10187,1,Torre de Don Miguel
Torre de Esgueva,Valladolid,47169,1,Torre de Esgueva
Torre de Esteban Hambrán (La),Toledo,45171,1,La Torre de Esteban Hambrán
Torre de Fontaubella (La),Tarragona,43151,1,La Torre de Fontaubella
Torre de Juan Abad,Ciudad Real,13084,1,Torre de Juan Abad
Torre de l'Espanyol (La),Tarragona,43152,1,La Torre de l'Espanyol
Torre de las Arcas,Teruel,44224,1,Torre de las Arcas
Torre de Miguel Sesmero,Badajoz,6131,1,Torre de Miguel Sesmero
Torre de Peñafiel,Valladolid,47170,1,Torre de Peñafiel
Torre de Santa María,Cáceres,10188,1,Torre de Santa María
Torre del Bierzo,León,24170,9,Torre del Bierzo
Torre del Burgo,Guadalajara,19279,1,Torre del Burgo
Torre del Compte,Teruel,44225,1,Torre del Compte
Torre del Valle (La),Zamora,49220,1,La Torre del Valle
Torre en Cameros,La Rioja,26153,0,Torre en Cameros
Torre la Ribera,Huesca,22233,1,Torre la Ribera
Torre los Negros,Teruel,44227,1,Torre los Negros
Torre Val de San Pedro,Segovia,40206,3,Torre Val de San Pedro
Torre-Cardela,Granada,18178,1,Torre-Cardela
Torre-Pacheco,Murcia,30037,7,Torre-Pacheco
Torre-serona,Lleida,25233,1,Torre-serona
Torreadrada,Segovia,40202,1,Torreadrada
Torrebaja,Valencia,46242,1,Torrebaja
Torrebesses,Lleida,25226,1,Torrebesses
Torreblacos,Soria,42185,1,Torreblacos
Torreblanca,Castellón,12117,2,Torreblanca
Torreblascopedro,Jaén,23085,2,Torreblascopedro
Torrecaballeros,Segovia,40203,1,Torrecaballeros
Torrecampo,Córdoba,14062,1,Torrecampo
Torrechiva,Castellón,12118,1,Torrechiva
Torrecilla de Alcañiz,Teruel,44221,1,Torrecilla de Alcañiz
Torrecilla de la Abadesa,Valladolid,47166,1,Torrecilla de la Abadesa
Torrecilla de la Jara,Toledo,45170,2,Torrecilla de la Jara
Torrecilla de la Orden,Valladolid,47167,1,Torrecilla de la Orden
Torrecilla de la Torre,Valladolid,47168,1,Torrecilla de la Torre
Torrecilla de los Ángeles,Cáceres,10185,1,Torrecilla de los Ángeles
Torrecilla del Monte,Burgos,9386,1,Torrecilla del Monte
Torrecilla del Pinar,Segovia,40204,1,Torrecilla del Pinar
Torrecilla del Rebollar,Teruel,44222,2,Torrecilla del Rebollar
Torrecilla en Cameros,La Rioja,26151,1,Torrecilla en Cameros
Torrecilla sobre Alesanco,La Rioja,26152,1,Torrecilla sobre Alesanco
Torrecillas de la Tiesa,Cáceres,10186,1,Torrecillas de la Tiesa
Torrecuadrada de Molina,Guadalajara,19277,2,Torrecuadrada de Molina
Torrecuadradilla,Guadalajara,19278,1,Torrecuadradilla
Torredelcampo,Jaén,23086,1,Torredelcampo
Torredembarra,Tarragona,43153,1,Torredembarra
Torredonjimeno,Jaén,23087,1,Torredonjimeno
Torrefarrera,Lleida,25228,1,Torrefarrera
Torrefeta i Florejacs,Lleida,25907,3,Torrefeta i Florejacs
Torregalindo,Burgos,9387,1,Torregalindo
Torregamones,Zamora,49221,1,Torregamones
Torregrossa,Lleida,25230,1,Torregrossa
Torrehermosa,Zaragoza,50259,1,Torrehermosa
Torreiglesias,Segovia,40205,3,Torreiglesias
Torrejón de Ardoz,Madrid,28148,6,Torrejón de Ardoz
Torrejón de la Calzada,Madrid,28149,1,Torrejón de la Calzada
Torrejón de Velasco,Madrid,28150,1,Torrejón de Velasco
Torrejón del Rey,Guadalajara,19280,2,Torrejón del Rey
Torrejón el Rubio,Cáceres,10190,1,Torrejón el Rubio
Torrejoncillo,Cáceres,10189,2,Torrejoncillo
Torrejoncillo del Rey,Cuenca,16211,6,Torrejoncillo del Rey
Torrelacárcel,Teruel,44226,1,Torrelacárcel
Torrelaguna,Madrid,28151,1,Torrelaguna
Torrelameu,Lleida,25231,1,Torrelameu
Torrelapaja,Zaragoza,50260,1,Torrelapaja
Torrelara,Burgos,9388,1,Torrelara
Torrelavega,Cantabria,39087,4,Torrelavega
Torrelavit,Barcelona,8287,1,Torrelavit
Torrella,Valencia,46243,1,Torrella
Torrellas,Zaragoza,50261,1,Torrellas
Torrelles de Foix,Barcelona,8288,0,Torrelles de Foix
Torrelles de Llobregat,Barcelona,8289,1,Torrelles de Llobregat
Torrelobatón,Valladolid,47171,1,Torrelobatón
Torrelodones,Madrid,28152,1,Torrelodones
Torremanzanas/Torre de les Maçanes (la),Alicante,3132,1,La Torremanzanas/Torre de les Maçanes
Torremayor,Badajoz,6132,1,Torremayor
Torremejía,Badajoz,6133,1,Torremejía
Torremenga,Cáceres,10191,1,Torremenga
Torremocha,Cáceres,10192,1,Torremocha
Torremocha de Jadraque,Guadalajara,19281,1,Torremocha de Jadraque
Torremocha de Jarama,Madrid,28153,1,Torremocha de Jarama
Torremocha de Jiloca,Teruel,44228,1,Torremocha de Jiloca
Torremocha del Campo,Guadalajara,19282,7,Torremocha del Campo
Torremocha del Pinar,Guadalajara,19283,1,Torremocha del Pinar
Torremochuela,Guadalajara,19284,1,Torremochuela
Torremolinos,Málaga,29901,2,Torremolinos
Torremontalbo,La Rioja,26154,0,Torremontalbo
Torremormojón,Palencia,34184,1,Torremormojón
Torrent,Valencia,46244,5,Torrent
Torrent,Girona,17197,1,Torrent
Torrente de Cinca,Huesca,22234,1,Torrente de Cinca
Torrenueva,Ciudad Real,13085,1,Torrenueva
Torrenueva Costa,Granada,18916,0,Torrenueva Costa
Torreorgaz,Cáceres,10193,1,Torreorgaz
Torrepadre,Burgos,9389,2,Torrepadre
Torreperogil,Jaén,23088,1,Torreperogil
Torrequemada,Cáceres,10194,1,Torrequemada
Torres,Jaén,23090,1,Torres
Torres de Albánchez,Jaén,23091,1,Torres de Albánchez
Torres de Albarracín,Teruel,44229,1,Torres de Albarracín
