municipio,provincia,codigo_ine,num_universidades
San Pascual,Ávila,5219,0
San Pedro,Albacete,2071,0
San Pedro Bercianos,León,24150,0
San Pedro de Ceque,Zamora,49193,0
San Pedro de Gaíllos,Segovia,40184,0
San Pedro de la Nave-Almendra,Zamora,49194,0
San Pedro de Latarce,Valladolid,47148,0
San Pedro de Mérida,Badajoz,6119,0
San Pedro de Rozados,Salamanca,37291,0
San Pedro del Arroyo,Ávila,5220,0
San Pedro del Pinatar,Murcia,30036,0
San Pedro del Romeral,Cantabria,39071,0
San Pedro del Valle,Salamanca,37290,0
San Pedro Manrique,Soria,42165,0
San Pedro Palmiches,Cuenca,16193,0
San Pelayo,Valladolid,47149,0
San Pelayo de Guareña,Salamanca,37292,0
San Rafael del Río,Castellón,12101,0
San Román de Cameros,La Rioja,26132,0
San Román de Hornija,Valladolid,47150,0
San Román de la Cuba,Palencia,34165,0
San Román de los Montes,Toledo,45154,0
San Roque,Cádiz,11033,0
San Roque de Riomiera,Cantabria,39072,0
San Sadurniño,A Coruña,15076,0
San Salvador,Valladolid,47151,0
San Sebastián de la Gomera,Santa Cruz de Tenerife,38036,0
San Sebastián de los Ballesteros,Córdoba,14059,0
San Sebastián de los Reyes,Madrid,28134,0
San Silvestre de Guzmán,Huelva,21066,0
San Tirso de Abres,Asturias,33063,0
San Torcuato,La Rioja,26139,0
San Vicente de Alcántara,Badajoz,6123,0
San Vicente de Arévalo,Ávila,5231,0
San Vicente de la Barquera,Cantabria,39080,0
San Vicente de la Cabeza,Zamora,49208,0
San Vicente de la Sonsierra,La Rioja,26142,0
San Vicente del Palacio,Valladolid,47156,0
San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,3122,2
San Vicente del Valle,Burgos,9360,0
San Vitero,Zamora,49209,0
San Xoán de Río,Ourense,32070,0
Sanaüja,Lleida,25191,0
Sancedo,León,24143,0
Sanchidrián,Ávila,5204,0
Sanchón de la Ribera,Salamanca,37280,0
Sanchón de la Sagrada,Salamanca,37281,0
Sanchonuño,Segovia,40179,0
Sanchorreja,Ávila,5205,0
Sanchotello,Salamanca,37282,0
Sancti-Spíritus,Badajoz,6118,0
Sancti-Spíritus,Salamanca,37279,0
Sandiás,Ourense,32077,0
Sando,Salamanca,37283,0
Sanet y Negrals,Alicante,3117,0
Sangarcía,Segovia,40180,0
Sangarrén,Huesca,22206,0
Sangüesa/Zangoza,Navarra,31216,0
Sanlúcar de Barrameda,Cádiz,11032,0
Sanlúcar de Guadiana,Huelva,21065,0
Sanlúcar la Mayor,Sevilla,41087,0
Sansol,Navarra,31219,0
Sant Adrià de Besòs,Barcelona,8194,1
Sant Agustí de Lluçanès,Barcelona,8195,0
Sant Andreu de la Barca,Barcelona,8196,0
Sant Andreu de Llavaneres,Barcelona,8197,0
Sant Andreu Salou,Girona,17157,0
Sant Aniol de Finestres,Girona,17183,0
Sant Antoni de Portmany,Illes Balears,7046,0
Sant Antoni de Vilamajor,Barcelona,8198,0
Sant Bartomeu del Grau,Barcelona,8199,0
Sant Boi de Llobregat,Barcelona,8200,0
Sant Boi de Lluçanès,Barcelona,8201,0
Sant Carles de la Ràpita,Tarragona,43136,0
Sant Cebrià de Vallalta,Barcelona,8203,0
Sant Celoni,Barcelona,8202,0
Sant Climent de Llobregat,Barcelona,8204,0
Sant Climent Sescebes,Girona,17158,0
Sant Cugat del Vallès,Barcelona,8205,3
Sant Cugat Sesgarrigues,Barcelona,8206,0
Sant Esteve de la Sarga,Lleida,25196,0
Sant Esteve de Palautordera,Barcelona,8207,0
Sant Esteve Sesrovires,Barcelona,8208,0
Sant Feliu de Buixalleu,Girona,17159,0
Sant Feliu de Codines,Barcelona,8210,0
Sant Feliu de Guíxols,Girona,17160,0
Sant Feliu de Llobregat,Barcelona,8211,0
Sant Feliu de Pallerols,Girona,17161,0
Sant Feliu Sasserra,Barcelona,8212,0
Sant Ferriol,Girona,17162,0
Sant Fost de Campsentelles,Barcelona,8209,0
Sant Fruitós de Bages,Barcelona,8213,0
Sant Gregori,Girona,17163,0
Sant Guim de Freixenet,Lleida,25192,0
Sant Guim de la Plana,Lleida,25197,0
Sant Hilari Sacalm,Girona,17164,0
Sant Hipòlit de Voltregà,Barcelona,8215,0
Sant Iscle de Vallalta,Barcelona,8193,0
Sant Jaume d'Enveja,Tarragona,43902,0
Sant Jaume de Frontanyà,Barcelona,8216,0
Sant Jaume de Llierca,Girona,17165,0
Sant Jaume dels Domenys,Tarragona,43137,0
Sant Joan,Illes Balears,7049,0
Sant Joan d'Alacant,Alicante,3119,1
Sant Joan de Labritja,Illes Balears,7050,0
Sant Joan de les Abadesses,Girona,17167,0
Sant Joan de Mollet,Girona,17168,0
Sant Joan de Moró,Castellón,12902,0
Sant Joan de Vilatorrada,Barcelona,8218,0
Sant Joan Despí,Barcelona,8217,0
Sant Joan les Fonts,Girona,17185,0
Sant Joanet,Valencia,46222,0
Sant Jordi Desvalls,Girona,17166,0
Sant Jordi/San Jorge,Castellón,12099,0
Sant Josep de sa Talaia,Illes Balears,7048,0
Sant Julià de Cerdanyola,Barcelona,8903,0
Sant Julià de Ramis,Girona,17169,0
Sant Julià de Vilatorta,Barcelona,8220,0
Sant Julià del Llor i Bonmatí,Girona,17903,0
Sant Just Desvern,Barcelona,8221,0
Sant Llorenç d'Hortons,Barcelona,8222,0
Sant Llorenç de la Muga,Girona,17171,0
Sant Llorenç de Morunys,Lleida,25193,0
Sant Llorenç des Cardassar,Illes Balears,7051,0
Sant Llorenç Savall,Barcelona,8223,0
Sant Lluís,Illes Balears,7052,0
Sant Martí d'Albars,Barcelona,8225,0
Sant Martí de Centelles,Barcelona,8224,0
Sant Martí de Llémena,Girona,17172,0
Sant Martí de Riucorb,Lleida,25902,0
Sant Martí de Tous,Barcelona,8226,0
Sant Martí Sarroca,Barcelona,8227,0
Sant Martí Sesgueioles,Barcelona,8228,0
Sant Martí Vell,Girona,17173,0
Sant Mateu,Castellón,12100,0
Sant Mateu de Bages,Barcelona,8229,0
Sant Miquel de Campmajor,Girona,17174,0
Sant Miquel de Fluvià,Girona,17175,0
Sant Mori,Girona,17176,0
Sant Pau de Segúries,Girona,17177,0
Sant Pere de Ribes,Barcelona,8231,0
Sant Pere de Riudebitlles,Barcelona,8232,0
Sant Pere de Torelló,Barcelona,8233,0
Sant Pere de Vilamajor,Barcelona,8234,0
Sant Pere Pescador,Girona,17178,0
Sant Pere Sallavinera,Barcelona,8189,0
Sant Pol de Mar,Barcelona,8235,1
Sant Quintí de Mediona,Barcelona,8236,0
Sant Quirze de Besora,Barcelona,8237,0
Sant Quirze del Vallès,Barcelona,8238,0
Sant Quirze Safaja,Barcelona,8239,0
Sant Ramon,Lleida,25194,0
Sant Sadurní d'Anoia,Barcelona,8240,0
Sant Sadurní d'Osormort,Barcelona,8241,0
Sant Salvador de Guardiola,Barcelona,8098,0
Sant Vicenç de Castellet,Barcelona,8262,0
Sant Vicenç de Montalt,Barcelona,8264,0
Sant Vicenç de Torelló,Barcelona,8265,0
Sant Vicenç dels Horts,Barcelona,8263,0
Santa Amalia,Badajoz,6120,0
Santa Ana,Cáceres,10165,0
Santa Ana de Pusa,Toledo,45155,0
Santa Ana la Real,Huelva,21067,0
Santa Bàrbara,Tarragona,43138,0
Santa Bárbara de Casa,Huelva,21068,0
Santa Brígida,Las Palmas,35021,0
Santa Cecilia,Burgos,9343,0
Santa Cecília de Voltregà,Barcelona,8243,0
Santa Cecilia del Alcor,Palencia,34167,0
Santa Cilia,Huesca,22208,0
Santa Clara de Avedillo,Zamora,49197,0
Santa Coloma,La Rioja,26134,0
Santa Coloma de Cervelló,Barcelona,8244,0
Santa Coloma de Farners,Girona,17180,0
Santa Coloma de Gramenet,Barcelona,8245,0
Santa Coloma de Queralt,Tarragona,43139,0
Santa Colomba de Curueño,León,24151,0
Santa Colomba de las Monjas,Zamora,49199,0
Santa Colomba de Somoza,León,24152,0
Santa Comba,A Coruña,15077,0
Santa Cristina d'Aro,Girona,17181,0
Santa Cristina de la Polvorosa,Zamora,49200,0
Santa Cristina de Valmadrigal,León,24153,0
Santa Croya de Tera,Zamora,49201,0
Santa Cruz de Bezana,Cantabria,39073,1
Santa Cruz de Boedo,Palencia,34168,0
Santa Cruz de Grío,Zaragoza,50236,0
Santa Cruz de la Palma,Santa Cruz de Tenerife,38037,0
Santa Cruz de la Salceda,Burgos,9345,0
Santa Cruz de la Serós,Huesca,22209,0
Santa Cruz de la Sierra,Cáceres,10166,0
Santa Cruz de la Zarza,Toledo,45156,0
Santa Cruz de los Cáñamos,Ciudad Real,13076,0
Santa Cruz de Marchena,Almería,4080,0
Santa Cruz de Moncayo,Zaragoza,50237,0
Santa Cruz de Moya,Cuenca,16194,0
Santa Cruz de Mudela,Ciudad Real,13077,0
Santa Cruz de Nogueras,Teruel,44208,0
Santa Cruz de Paniagua,Cáceres,10167,0
Santa Cruz de Pinares,Ávila,5222,0
Santa Cruz de Tenerife,Santa Cruz de Tenerife,38038,1
Santa Cruz de Yanguas,Soria,42166,0
Santa Cruz del Comercio,Granada,18174,0
Santa Cruz del Retamar,Toledo,45157,0
Santa Cruz del Valle,Ávila,5221,0
Santa Cruz del Valle Urbión,Burgos,9346,0
Santa Elena,Jaén,23076,0
Santa Elena de Jamuz,León,24154,0
Santa Engracia del Jubera,La Rioja,26135,0
Santa Eufemia,Córdoba,14061,0
Santa Eufemia del Arroyo,Valladolid,47152,0
Santa Eufemia del Barco,Zamora,49202,0
Santa Eugènia,Illes Balears,7053,0
Santa Eugènia de Berga,Barcelona,8246,0
Santa Eulalia,Teruel,44209,0
Santa Eulalia Bajera,La Rioja,26136,0
Santa Eulalia de Gállego,Zaragoza,50238,0
Santa Eulalia de Oscos,Asturias,33062,0
Santa Eulàlia de Riuprimer,Barcelona,8247,0
Santa Eulàlia de Ronçana,Barcelona,8248,0
Santa Eulària des Riu,Illes Balears,7054,0
Santa Fe,Granada,18175,0
Santa Fe de Mondújar,Almería,4081,0
Santa Fe del Penedès,Barcelona,8249,0
Santa Gadea del Cid,Burgos,9347,0
Santa Inés,Burgos,9348,0
Santa Llogaia d'Àlguema,Girona,17182,0
Santa Lucía de Tirajana,Las Palmas,35022,0
Santa Magdalena de Pulpis,Castellón,12102,0
Santa Margalida,Illes Balears,7055,0
Santa Margarida de Montbui,Barcelona,8250,0
Santa Margarida i els Monjos,Barcelona,8251,0
Santa Maria d'Oló,Barcelona,8258,0
Santa Maria de Besora,Barcelona,8253,0
Santa María de Cayón,Cantabria,39074,0
Santa María de Dulcis,Huesca,22906,0
Santa María de Guía de Gran Canaria,Las Palmas,35023,1
Santa María de Huerta,Soria,42167,0
Santa María de la Alameda,Madrid,28135,0
Santa María de la Isla,León,24155,0
Santa María de la Vega,Zamora,49203,0
Santa María de las Hoyas,Soria,42168,0
Santa María de los Caballeros,Ávila,5226,0
Santa María de los Llanos,Cuenca,16196,0
Santa Maria de Martorelles,Barcelona,8256,0
Santa Maria de Merlès,Barcelona,8255,0
Santa Maria de Miralles,Barcelona,8257,0
Santa María de Ordás,León,24158,0
Santa Maria de Palautordera,Barcelona,8259,0
Santa María de Sando,Salamanca,37293,0
Santa María de Valverde,Zamora,49204,0
Santa María del Arroyo,Ávila,5224,0
Santa María del Berrocal,Ávila,5225,0
Santa María del Camí,Illes Balears,7056,0
Santa María del Campo,Burgos,9350,0
Santa María del Campo Rus,Cuenca,16195,0
Santa María del Cubillo,Ávila,5902,0
Santa María del Invierno,Burgos,9351,0
Santa María del Mercadillo,Burgos,9352,0
Santa María del Monte de Cea,León,24156,0
Santa María del Páramo,León,24157,0
Santa María del Tiétar,Ávila,5227,0
Santa María del Val,Cuenca,16197,0
Santa María la Real de Nieva,Segovia,40185,0
Santa María Rivarredonda,Burgos,9353,0
Santa Marina del Rey,León,24159,0
Santa Marta,Badajoz,6121,0
Santa Marta de Magasca,Cáceres,10168,0
Santa Marta de Tormes,Salamanca,37294,0
Santa Marta del Cerro,Segovia,40186,0
Santa Olalla,Toledo,45158,0
Santa Olalla de Bureba,Burgos,9354,0
Santa Olalla del Cala,Huelva,21069,0
Santa Oliva,Tarragona,43140,1
Santa Pau,Girona,17184,0
Santa Perpètua de Mogoda,Barcelona,8260,0
Santa Pola,Alicante,3121,0
Santa Susanna,Barcelona,8261,0
Santa Úrsula,Santa Cruz de Tenerife,38039,0
Santacara,Navarra,31220,0
Santaella,Córdoba,14060,0
Santaliestra y San Quílez,Huesca,22212,0
Santander,Cantabria,39075,4
Santanyí,Illes Balears,7057,0
Santas Martas,León,24160,0
Santed,Zaragoza,50239,0
Santervás de Campos,Valladolid,47153,0
Santervás de la Vega,Palencia,34169,0
Santiago de Alcántara,Cáceres,10169,0
Santiago de Calatrava,Jaén,23077,0
Santiago de Compostela,A Coruña,15078,1
Santiago de la Puebla,Salamanca,37296,0
Santiago del Campo,Cáceres,10170,0
Santiago del Collado,Ávila,5228,0
Santiago del Teide,Santa Cruz de Tenerife,38040,0
Santiago del Tormes,Ávila,5904,0
Santiago Millas,León,24161,0
Santiago-Pontones,Jaén,23904,0
Santibáñez de Béjar,Salamanca,37297,0
Santibáñez de Ecla,Palencia,34170,0
Santibáñez de Esgueva,Burgos,9355,0
Santibáñez de la Peña,Palencia,34171,0
Santibáñez de la Sierra,Salamanca,37298,0
Santibáñez de Tera,Zamora,49205,0
Santibáñez de Valcorba,Valladolid,47154,0
Santibáñez de Vidriales,Zamora,49206,0
Santibáñez del Val,Burgos,9356,0
Santibáñez el Alto,Cáceres,10171,0
Santibáñez el Bajo,Cáceres,10172,0
Santillana del Mar,Cantabria,39076,0
Santiponce,Sevilla,41089,0
Santiso,A Coruña,15079,0
Santisteban del Puerto,Jaén,23079,0
Santiurde de Reinosa,Cantabria,39077,0
Santiurde de Toranzo,Cantabria,39078,0
Santiuste,Guadalajara,19250,0
Santiuste de Pedraza,Segovia,40188,0
Santiuste de San Juan Bautista,Segovia,40189,0
Santiz,Salamanca,37299,0
Santo Adriano,Asturias,33064,0
Santo Domingo de la Calzada,La Rioja,26138,0
Santo Domingo de las Posadas,Ávila,5229,0
Santo Domingo de Pirón,Segovia,40190,0
Santo Domingo de Silos,Burgos,9358,0
Santo Domingo-Caudilla,Toledo,45901,0
Santo Tomé,Jaén,23080,0
Santo Tomé de Zabarcos,Ávila,5230,0
Santo Tomé del Puerto,Segovia,40191,0
Santomera,Murcia,30901,0
Santoña,Cantabria,39079,0
Santorcaz,Madrid,28136,0
Santos (Los),Salamanca,37300,0
Santos de la Humosa (Los),Madrid,28137,0
Santos de Maimona (Los),Badajoz,6122,0
Santovenia,Zamora,49207,0
Santovenia de la Valdoncina,León,24162,0
Santovenia de Pisuerga,Valladolid,47155,0
Santoyo,Palencia,34174,0
Santpedor,Barcelona,8192,0
Santurde de Rioja,La Rioja,26140,0
Santurdejo,La Rioja,26141,0
Santurtzi,Bizkaia,48082,0
Sanxenxo,Pontevedra,36051,0
Sanzoles,Zamora,49210,0
Sardón de Duero,Valladolid,47157,0
Sardón de los Frailes,Salamanca,37301,0
Sargentes de la Lora,Burgos,9361,0
Sariego,Asturias,33065,0
Sariegos,León,24163,0
Sariñena,Huesca,22213,0
Saro,Cantabria,39081,0
Sarracín,Burgos,9362,0
Sarral,Tarragona,43142,0
Sarreaus,Ourense,32078,0
Sarria,Lugo,27057,0
Sarrià de Ter,Girona,17186,0
Sarriés/Sartze,Navarra,31222,0
Sarrión,Teruel,44210,0
Sarroca de Bellera,Lleida,25201,0
Sarroca de Lleida,Lleida,25200,0
Sartaguda,Navarra,31223,0
Sartajada,Toledo,45159,0
Sasamón,Burgos,9363,0
Sástago,Zaragoza,50240,0
Saúca,Guadalajara,19251,0
Saucedilla,Cáceres,10173,0
Saucejo (El),Sevilla,41090,0
Saucelle,Salamanca,37302,0
Sauquillo de Cabezas,Segovia,40192,0
Saus Camallera i Llampaies,Girona,17187,0
Sauzal (El),Santa Cruz de Tenerife,38041,0
Savallà del Comtat,Tarragona,43143,0
Saviñao (O),Lugo,27058,0
Sax,Alicante,3123,0
Sayalonga,Málaga,29086,0
Sayatón,Guadalajara,19252,0
Sebúlcor,Segovia,40193,0
Seca (La),Valladolid,47158,0
Secastilla,Huesca,22214,0
Secuita (La),Tarragona,43144,0
Sedaví,Valencia,46223,0
Sedella,Málaga,29087,0
Sediles,Zaragoza,50242,0
Segart,Valencia,46224,0
Segorbe,Castellón,12104,0
Segovia,Segovia,40194,2
Segura,Gipuzkoa,20070,0
Segura de la Sierra,Jaén,23081,0
Segura de León,Badajoz,6124,0
Segura de los Baños,Teruel,44211,0
Segura de Toro,Cáceres,10174,0
Segurilla,Toledo,45160,0
Seira,Huesca,22215,0
Selas,Guadalajara,19254,0
Selaya,Cantabria,39082,0
Sella,Alicante,3124,0
Sellent,Valencia,46225,0
Selva,Illes Balears,7058,0
Selva de Mar (La),Girona,17188,0
Selva del Camp (La),Tarragona,43145,0
Semillas,Guadalajara,19901,0
Sempere,Valencia,46226,0
Sena,Huesca,22217,0
Sena de Luna,León,24164,0
Senan,Tarragona,43146,0
Sencelles,Illes Balears,7047,0
Senés,Almería,4082,0
Senés de Alcubierre,Huesca,22218,0
Sénia (La),Tarragona,43044,0
Senija,Alicante,3125,0
Seno,Teruel,44212,0
Senterada,Lleida,25202,0
Sentiu de Sió (La),Lleida,25035,0
Sentmenat,Barcelona,8267,0
Senyera,Valencia,46227,0
Sepulcro-Hilario,Salamanca,37304,0
Sepúlveda,Segovia,40195,0
Sequera de Fresno,Segovia,40196,0
Sequera de Haza (La),Burgos,9365,0
Sequeros,Salamanca,37305,0
Serinyà,Girona,17190,0
Serna (La),Palencia,34175,0
Serna del Monte (La),Madrid,28138,0
Serón,Almería,4083,0
Serón de Nágima,Soria,42171,0
Seròs,Lleida,25204,0
Serra,Valencia,46228,0
Serra de Daró,Girona,17191,0
Serrada,Valladolid,47159,0
Serrada (La),Ávila,5232,0
Serradilla,Cáceres,10175,0
Serradilla del Arroyo,Salamanca,37306,0
Serradilla del Llano,Salamanca,37307,0
Serranillos,Ávila,5233,0
Serranillos del Valle,Madrid,28140,0
Serratella (la),Castellón,12103,0
Serrato,Málaga,29904,0
Serrejón,Cáceres,10176,0
Sesa,Huesca,22220,0
Seseña,Toledo,45161,0
Sesma,Navarra,31224,0
Sestao,Bizkaia,48084,0
Sestrica,Zaragoza,50243,0
Sesué,Huesca,22221,0
Setcases,Girona,17192,0
Setenil de las Bodegas,Cádiz,11034,0
Setiles,Guadalajara,19255,0
Seu d'Urgell (La),Lleida,25203,0
Seva,Barcelona,8269,0
Sevilla,Sevilla,41091,5
Sevilla la Nueva,Madrid,28141,0
Sevilleja de la Jara,Toledo,45162,0
Sidamon,Lleida,25205,0
Sienes,Guadalajara,19256,0
Siero,Asturias,33066,0
Sierpe (La),Salamanca,37309,0
Sierra de Fuentes,Cáceres,10177,0
Sierra de Luna,Zaragoza,50244,0
Sierra de Yeguas,Málaga,29088,0
Sierra Engarcerán,Castellón,12105,0
Sierro,Almería,4084,0
Siétamo,Huesca,22222,0
Siete Aguas,Valencia,46229,0
Siete Iglesias de Trabancos,Valladolid,47160,0
Sieteiglesias de Tormes,Salamanca,37310,0
Sigeres,Ávila,5234,0
Sigüenza,Guadalajara,19257,0
Sigüés,Zaragoza,50245,0
Siles,Jaén,23082,0
Silla,Valencia,46230,0
Silleda,Pontevedra,36052,0
Silos (Los),Santa Cruz de Tenerife,38042,0
Sils,Girona,17193,0
Simancas,Valladolid,47161,0
Simat de la Valldigna,Valencia,46231,0
Sinarcas,Valencia,46232,0
Sineu,Illes Balears,7060,0
Singra,Teruel,44213,0
Sinlabajos,Ávila,5235,0
Siruela,Badajoz,6125,0
Sisamón,Zaragoza,50246,0
Sisante,Cuenca,16198,0
Sitges,Barcelona,8270,0
Siurana,Girona,17052,0
Soba,Cantabria,39083,0
Sober,Lugo,27059,0
Sobradiel,Zaragoza,50247,0
Sobradillo,Salamanca,37311,0
Sobrado,A Coruña,15080,0
Sobrado,León,24165,0
Sobremunt,Barcelona,8271,0
Sobrescobio,Asturias,33067,0
Socovos,Albacete,2072,0
Socuéllamos,Ciudad Real,13078,0
Sojuela,La Rioja,26143,0
Solana (La),Ciudad Real,13079,0
Solana de Ávila,Ávila,5236,0
Solana de los Barros,Badajoz,6126,0
Solana de Rioalmar,Ávila,5237,0
Solana del Pino,Ciudad Real,13080,0
Solanillos del Extremo,Guadalajara,19258,0
Solarana,Burgos,9366,0
Solera de Gabaldón,Cuenca,16199,0
Soleràs (El),Lleida,25206,0
Soliedra,Soria,42172,0
Solivella,Tarragona,43147,0
Sollana,Valencia,46233,0
Sóller,Illes Balears,7061,0
Solórzano,Cantabria,39084,0
Solosancho,Ávila,5238,0
Solsona,Lleida,25207,0
Somiedo,Asturias,33068,0
Somolinos,Guadalajara,19259,0
Somontín,Almería,4085,0
Somosierra,Madrid,28143,0
Somozas (As),A Coruña,15081,0
Son Servera,Illes Balears,7062,0
Sondika,Bizkaia,48904,0
Soneja,Castellón,12106,0
Sonseca,Toledo,45163,0
Sopeira,Huesca,22223,0
Sopela,Bizkaia,48085,0
Soportújar,Granada,18176,0
Sopuerta,Bizkaia,48086,0
Sora,Barcelona,8272,0
Soraluze-Placencia de las Armas,Gipuzkoa,20065,0
Sorbas,Almería,4086,0
Sordillos,Burgos,9368,0
Soria,Soria,42173,1
Soriguera,Lleida,25208,0
Sorihuela,Salamanca,37312,0
Sorihuela del Guadalimar,Jaén,23084,0
Sorlada,Navarra,31225,0
Sort,Lleida,25209,0
Sorvilán,Granada,18177,0
Sorzano,La Rioja,26144,0
Sos del Rey Católico,Zaragoza,50248,0
Soses,Lleida,25210,0
Sot de Chera,Valencia,46234,0
Sot de Ferrer,Castellón,12107,0
Sotalbo,Ávila,5239,0
Sotés,La Rioja,26145,0
Sotillo,Segovia,40198,0
Sotillo (El),Guadalajara,19260,0
Sotillo de la Adrada,Ávila,5240,0
Sotillo de la Ribera,Burgos,9369,0
Sotillo de las Palomas,Toledo,45164,0
Sotillo del Rincón,Soria,42174,0
Soto de Cerrato,Palencia,34177,0
Soto de la Vega,León,24166,0
Soto del Barco,Asturias,33069,0
Soto del Real,Madrid,28144,0
Soto en Cameros,La Rioja,26146,0
Soto y Amío,León,24167,0
Sotobañado y Priorato,Palencia,34176,0
Sotodosos,Guadalajara,19261,0
Sotonera (La),Huesca,22904,0
Sotorribas,Cuenca,16909,0
Sotosalbos,Segovia,40199,0
Sotoserrano,Salamanca,37313,0
Sotragero,Burgos,9372,0
Sotresgudo,Burgos,9373,0
Soutomaior,Pontevedra,36053,0
Suances,Cantabria,39085,0
Subirats,Barcelona,8273,0
Sudanell,Lleida,25211,0
Sueca,Valencia,46235,0
Suellacabras,Soria,42175,0
Sueras/Suera,Castellón,12108,0
Suflí,Almería,4087,0
Sukarrieta,Bizkaia,48076,0
Sumacàrcer,Valencia,46236,0
Sunbilla,Navarra,31226,0
Sunyer,Lleida,25212,0
Súria,Barcelona,8274,0
Susinos del Páramo,Burgos,9374,0
Susqueda,Girona,17194,0
Tabanera de Cerrato,Palencia,34178,0
Tabanera de Valdavia,Palencia,34179,0
Tabanera la Luenga,Segovia,40200,0
Tábara,Zamora,49214,0
Tabera de Abajo,Salamanca,37314,0
Tabernas,Almería,4088,0
Taberno,Almería,4089,0
Taboada,Lugo,27060,0
Taboadela,Ourense,32079,0
Tabuenca,Zaragoza,50249,0
Tacoronte,Santa Cruz de Tenerife,38043,0
Tafalla,Navarra,31227,0
Tagamanent,Barcelona,8276,0
Taha (La),Granada,18901,0
Tahal,Almería,4090,0
Tajahuerce,Soria,42176,0
Tajueco,Soria,42177,0
Tala (La),Salamanca,37315,0
Talamanca,Barcelona,8277,0
Talamanca de Jarama,Madrid,28145,0
Talamantes,Zaragoza,50250,0
Talarn,Lleida,25215,0
Talarrubias,Badajoz,6127,0
Talaván,Cáceres,10178,0
Talavera,Lleida,25216,0
Talavera de la Reina,Toledo,45165,1
Talavera la Real,Badajoz,6128,0
Talaveruela de la Vera,Cáceres,10179,0
Talayuela,Cáceres,10180,0
Talayuelas,Cuenca,16202,0
Tales,Castellón,12109,0
Táliga,Badajoz,6129,0
Tallada d'Empordà (La),Girona,17195,0
Talveila,Soria,42178,0
Tamajón,Guadalajara,19262,0
Tamames,Salamanca,37316,0
Támara de Campos,Palencia,34180,0
Tamarite de Litera,Huesca,22225,0
Tamariz de Campos,Valladolid,47162,0
Tamarón,Burgos,9375,0
Tamurejo,Badajoz,6130,0
Tanque (El),Santa Cruz de Tenerife,38044,0
Tapia de Casariego,Asturias,33070,0
Tapioles,Zamora,49216,0
Taradell,Barcelona,8278,0
Taragudo,Guadalajara,19263,0
Taramundi,Asturias,33071,0
Tarancón,Cuenca,16203,0
Taravilla,Guadalajara,19264,0
Tarazona,Zaragoza,50251,0
Tarazona de Guareña,Salamanca,37317,0
Tarazona de la Mancha,Albacete,2073,0
Tàrbena,Alicante,3127,0
Tardáguila,Salamanca,37318,0
Tardajos,Burgos,9377,0
Tardelcuende,Soria,42181,0
Tardienta,Huesca,22226,0
Tariego de Cerrato,Palencia,34181,0
Tarifa,Cádiz,11035,0
Taroda,Soria,42182,0
Tarragona,Tarragona,43148,1
Tàrrega,Lleida,25217,0
Tarrés,Lleida,25218,0
Tarroja de Segarra,Lleida,25219,0
Tartanedo,Guadalajara,19265,0
Tauste,Zaragoza,50252,0
Tavernes Blanques,Valencia,46237,0
Tavernes de la Valldigna,Valencia,46238,0
Tavèrnoles,Barcelona,8275,0
Tavertet,Barcelona,8280,0
Tazacorte,Santa Cruz de Tenerife,38045,0
Teba,Málaga,29089,0
Tébar,Cuenca,16204,0
Tegueste,Santa Cruz de Tenerife,38046,0
Teguise,Las Palmas,35024,1
Teià,Barcelona,8281,0
Teixeira (A),Ourense,32080,0
Tejada,Burgos,9378,0
Tejadillos,Cuenca,16205,0
Tejado,Soria,42183,0
Tejado (El),Salamanca,37319,0
Tejeda,Las Palmas,35025,0
Tejeda de Tiétar,Cáceres,10181,0
Tejeda y Segoyuela,Salamanca,37320,0
Telde,Las Palmas,35026,0
Tella-Sin,Huesca,22227,0
Tembleque,Toledo,45166,0
Tendilla,Guadalajara,19266,0
Tenebrón,Salamanca,37321,0
Teo,A Coruña,15082,0
Teresa,Castellón,12110,0
Teresa de Cofrentes,Valencia,46239,0
Térmens,Lleida,25220,0
Teror,Las Palmas,35027,0
Terque,Almería,4091,0
Terrades,Girona,17196,0
Terradillos,Salamanca,37322,0
Terradillos de Esgueva,Burgos,9380,0
Terrassa,Barcelona,8279,3
Terrateig,Valencia,46240,0
Terrer,Zaragoza,50253,0
Terriente,Teruel,44215,0
Terrinches,Ciudad Real,13081,0
Terroba,La Rioja,26147,0
Teruel,Teruel,44216,1
Terzaga,Guadalajara,19267,0
Teulada,Alicante,3128,0
Teverga,Asturias,33072,0
Tiana,Barcelona,8282,0
Tías,Las Palmas,35028,0
Tibi,Alicante,3129,0
Tiebas-Muruarte de Reta,Navarra,31228,0
Tiedra,Valladolid,47163,0
Tielmes,Madrid,28146,0
Tiemblo (El),Ávila,5241,0
Tierga,Zaragoza,50254,0
Tierz,Huesca,22228,0
Tierzo,Guadalajara,19268,0
Tiétar,Cáceres,10904,0
Tijarafe,Santa Cruz de Tenerife,38047,0
Tíjola,Almería,4092,0
Tinajas,Cuenca,16206,0
Tinajo,Las Palmas,35029,0
Tineo,Asturias,33073,0
Tinieblas de la Sierra,Burgos,9381,0
Tiñosillos,Ávila,5242,0
Tirapu,Navarra,31229,0
Tirgo,La Rioja,26148,0
Tírig,Castellón,12111,0
Tírvia,Lleida,25221,0
Titaguas,Valencia,46241,0
Titulcia,Madrid,28147,0
Tiurana,Lleida,25222,0
