municipio,provincia,codigo_ine,municipio_nombre_humano,num_colegios
San Sebastián de la Gomera,Santa Cruz de Tenerife,38036,San Sebastián de la Gomera,7
San Sebastián de los Ballesteros,Córdoba,14059,San Sebastián de los Ballesteros,2
San Sebastián de los Reyes,Madrid,28134,San Sebastián de los Reyes,57
San Silvestre de Guzmán,Huelva,21066,San Silvestre de Guzmán,2
San Tirso de Abres,Asturias,33063,San Tirso de Abres,0
San Torcuato,La Rioja,26139,San Torcuato,0
San Vicente de Alcántara,Badajoz,6123,San Vicente de Alcántara,4
San Vicente de Arévalo,Ávila,5231,San Vicente de Arévalo,0
San Vicente de la Barquera,Cantabria,39080,San Vicente de la Barquera,4
San Vicente de la Cabeza,Zamora,49208,San Vicente de la Cabeza,0
San Vicente de la Sonsierra,La Rioja,26142,San Vicente de la Sonsierra,2
San Vicente del Palacio,Valladolid,47156,San Vicente del Palacio,0
San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,3122,San Vicente del Raspeig/Sant Vicent del Raspeig,40
San Vicente del Valle,Burgos,9360,San Vicente del Valle,0
San Vitero,Zamora,49209,San Vitero,1
San Xoán de Río,Ourense,32070,San Xoán de Río,0
Sanaüja,Lleida,25191,Sanaüja,2
Sancedo,León,24143,Sancedo,2
Sanchidrián,Ávila,5204,Sanchidrián,1
Sanchón de la Ribera,Salamanca,37280,Sanchón de la Ribera,0
Sanchón de la Sagrada,Salamanca,37281,Sanchón de la Sagrada,0
Sanchonuño,Segovia,40179,Sanchonuño,1
Sanchorreja,Ávila,5205,Sanchorreja,0
Sanchotello,Salamanca,37282,Sanchotello,0
Sancti-Spíritus,Badajoz,6118,Sancti-Spíritus,0
Sancti-Spíritus,Salamanca,37279,Sancti-Spíritus,2
Sandiás,Ourense,32077,Sandiás,0
Sando,Salamanca,37283,Sando,0
Sanet y Negrals,Alicante,3117,Sanet y Negrals,0
Sangarcía,Segovia,40180,Sangarcía,1
Sangarrén,Huesca,22206,Sangarrén,0
Sangüesa/Zangoza,Navarra,31216,Sangüesa/Zangoza,6
Sanlúcar de Barrameda,Cádiz,11032,Sanlúcar de Barrameda,44
Sanlúcar de Guadiana,Huelva,21065,Sanlúcar de Guadiana,1
Sanlúcar la Mayor,Sevilla,41087,Sanlúcar la Mayor,13
Sansol,Navarra,31219,Sansol,0
Sant Adrià de Besòs,Barcelona,8194,Sant Adrià de Besòs,23
Sant Agustí de Lluçanès,Barcelona,8195,Sant Agustí de Lluçanès,0
Sant Andreu de la Barca,Barcelona,8196,Sant Andreu de la Barca,17
Sant Andreu de Llavaneres,Barcelona,8197,Sant Andreu de Llavaneres,8
Sant Andreu Salou,Girona,17157,Sant Andreu Salou,0
Sant Aniol de Finestres,Girona,17183,Sant Aniol de Finestres,0
Sant Antoni de Portmany,Illes Balears,7046,Sant Antoni de Portmany,15
Sant Antoni de Vilamajor,Barcelona,8198,Sant Antoni de Vilamajor,2
Sant Bartomeu del Grau,Barcelona,8199,Sant Bartomeu del Grau,2
Sant Boi de Llobregat,Barcelona,8200,Sant Boi de Llobregat,45
Sant Boi de Lluçanès,Barcelona,8201,Sant Boi de Lluçanès,3
Sant Carles de la Ràpita,Tarragona,43136,Sant Carles de la Ràpita,8
Sant Cebrià de Vallalta,Barcelona,8203,Sant Cebrià de Vallalta,3
Sant Celoni,Barcelona,8202,Sant Celoni,13
Sant Climent de Llobregat,Barcelona,8204,Sant Climent de Llobregat,2
Sant Climent Sescebes,Girona,17158,Sant Climent Sescebes,1
Sant Cugat del Vallès,Barcelona,8205,Sant Cugat del Vallès,62
Sant Cugat Sesgarrigues,Barcelona,8206,Sant Cugat Sesgarrigues,2
Sant Esteve de la Sarga,Lleida,25196,Sant Esteve de la Sarga,0
Sant Esteve de Palautordera,Barcelona,8207,Sant Esteve de Palautordera,4
Sant Esteve Sesrovires,Barcelona,8208,Sant Esteve Sesrovires,8
Sant Feliu de Buixalleu,Girona,17159,Sant Feliu de Buixalleu,1
Sant Feliu de Codines,Barcelona,8210,Sant Feliu de Codines,4
Sant Feliu de Guíxols,Girona,17160,Sant Feliu de Guíxols,14
Sant Feliu de Llobregat,Barcelona,8211,Sant Feliu de Llobregat,26
Sant Feliu de Pallerols,Girona,17161,Sant Feliu de Pallerols,2
Sant Feliu Sasserra,Barcelona,8212,Sant Feliu Sasserra,2
Sant Ferriol,Girona,17162,Sant Ferriol,0
Sant Fost de Campsentelles,Barcelona,8209,Sant Fost de Campsentelles,4
Sant Fruitós de Bages,Barcelona,8213,Sant Fruitós de Bages,6
Sant Gregori,Girona,17163,Sant Gregori,6
Sant Guim de Freixenet,Lleida,25192,Sant Guim de Freixenet,3
Sant Guim de la Plana,Lleida,25197,Sant Guim de la Plana,0
Sant Hilari Sacalm,Girona,17164,Sant Hilari Sacalm,6
Sant Hipòlit de Voltregà,Barcelona,8215,Sant Hipòlit de Voltregà,4
Sant Iscle de Vallalta,Barcelona,8193,Sant Iscle de Vallalta,2
Sant Jaume d'Enveja,Tarragona,43902,Sant Jaume d'Enveja,3
Sant Jaume de Frontanyà,Barcelona,8216,Sant Jaume de Frontanyà,0
Sant Jaume de Llierca,Girona,17165,Sant Jaume de Llierca,2
Sant Jaume dels Domenys,Tarragona,43137,Sant Jaume dels Domenys,0
Sant Joan,Illes Balears,7049,Sant Joan,1
Sant Joan d'Alacant,Alicante,3119,Sant Joan d'Alacant,13
Sant Joan de Labritja,Illes Balears,7050,Sant Joan de Labritja,1
Sant Joan de les Abadesses,Girona,17167,Sant Joan de les Abadesses,3
Sant Joan de Mollet,Girona,17168,Sant Joan de Mollet,0
Sant Joan de Moró,Castellón,12902,Sant Joan de Moró,2
Sant Joan de Vilatorrada,Barcelona,8218,Sant Joan de Vilatorrada,10
Sant Joan Despí,Barcelona,8217,Sant Joan Despí,21
Sant Joan les Fonts,Girona,17185,Sant Joan les Fonts,2
Sant Joanet,Valencia,46222,Sant Joanet,3
Sant Jordi Desvalls,Girona,17166,Sant Jordi Desvalls,1
Sant Jordi/San Jorge,Castellón,12099,Sant Jordi/San Jorge,2
Sant Josep de sa Talaia,Illes Balears,7048,Sant Josep de sa Talaia,3
Sant Julià de Cerdanyola,Barcelona,8903,Sant Julià de Cerdanyola,1
Sant Julià de Ramis,Girona,17169,Sant Julià de Ramis,2
Sant Julià de Vilatorta,Barcelona,8220,Sant Julià de Vilatorta,3
Sant Julià del Llor i Bonmatí,Girona,17903,Sant Julià del Llor i Bonmatí,0
Sant Just Desvern,Barcelona,8221,Sant Just Desvern,14
Sant Llorenç d'Hortons,Barcelona,8222,Sant Llorenç d'Hortons,2
Sant Llorenç de la Muga,Girona,17171,Sant Llorenç de la Muga,0
Sant Llorenç de Morunys,Lleida,25193,Sant Llorenç de Morunys,4
Sant Llorenç des Cardassar,Illes Balears,7051,Sant Llorenç des Cardassar,3
Sant Llorenç Savall,Barcelona,8223,Sant Llorenç Savall,1
Sant Lluís,Illes Balears,7052,Sant Lluís,4
Sant Martí d'Albars,Barcelona,8225,Sant Martí d'Albars,0
Sant Martí de Centelles,Barcelona,8224,Sant Martí de Centelles,2
Sant Martí de Llémena,Girona,17172,Sant Martí de Llémena,0
Sant Martí de Riucorb,Lleida,25902,Sant Martí de Riucorb,0
Sant Martí de Tous,Barcelona,8226,Sant Martí de Tous,2
Sant Martí Sarroca,Barcelona,8227,Sant Martí Sarroca,3
Sant Martí Sesgueioles,Barcelona,8228,Sant Martí Sesgueioles,1
Sant Martí Vell,Girona,17173,Sant Martí Vell,1
Sant Mateu,Castellón,12100,Sant Mateu,5
Sant Mateu de Bages,Barcelona,8229,Sant Mateu de Bages,0
Sant Miquel de Campmajor,Girona,17174,Sant Miquel de Campmajor,1
Sant Miquel de Fluvià,Girona,17175,Sant Miquel de Fluvià,2
Sant Mori,Girona,17176,Sant Mori,0
Sant Pau de Segúries,Girona,17177,Sant Pau de Segúries,2
Sant Pere de Ribes,Barcelona,8231,Sant Pere de Ribes,12
Sant Pere de Riudebitlles,Barcelona,8232,Sant Pere de Riudebitlles,3
Sant Pere de Torelló,Barcelona,8233,Sant Pere de Torelló,3
Sant Pere de Vilamajor,Barcelona,8234,Sant Pere de Vilamajor,4
Sant Pere Pescador,Girona,17178,Sant Pere Pescador,2
Sant Pere Sallavinera,Barcelona,8189,Sant Pere Sallavinera,0
Sant Pol de Mar,Barcelona,8235,Sant Pol de Mar,4
Sant Quintí de Mediona,Barcelona,8236,Sant Quintí de Mediona,4
Sant Quirze de Besora,Barcelona,8237,Sant Quirze de Besora,3
Sant Quirze del Vallès,Barcelona,8238,Sant Quirze del Vallès,13
Sant Quirze Safaja,Barcelona,8239,Sant Quirze Safaja,2
Sant Ramon,Lleida,25194,Sant Ramon,2
Sant Sadurní d'Anoia,Barcelona,8240,Sant Sadurní d'Anoia,11
Sant Sadurní d'Osormort,Barcelona,8241,Sant Sadurní d'Osormort,0
Sant Salvador de Guardiola,Barcelona,8098,Sant Salvador de Guardiola,2
Sant Vicenç de Castellet,Barcelona,8262,Sant Vicenç de Castellet,8
Sant Vicenç de Montalt,Barcelona,8264,Sant Vicenç de Montalt,5
Sant Vicenç de Torelló,Barcelona,8265,Sant Vicenç de Torelló,3
Sant Vicenç dels Horts,Barcelona,8263,Sant Vicenç dels Horts,0
Santa Amalia,Badajoz,6120,Santa Amalia,2
Santa Ana,Cáceres,10165,Santa Ana,0
Santa Ana de Pusa,Toledo,45155,Santa Ana de Pusa,0
Santa Ana la Real,Huelva,21067,Santa Ana la Real,0
Santa Bàrbara,Tarragona,43138,Santa Bàrbara,4
Santa Bárbara de Casa,Huelva,21068,Santa Bárbara de Casa,2
Santa Brígida,Las Palmas,35021,Santa Brígida,12
Santa Cecilia,Burgos,9343,Santa Cecilia,0
Santa Cecília de Voltregà,Barcelona,8243,Santa Cecília de Voltregà,0
Santa Cecilia del Alcor,Palencia,34167,Santa Cecilia del Alcor,0
Santa Cilia,Huesca,22208,Santa Cilia,1
Santa Clara de Avedillo,Zamora,49197,Santa Clara de Avedillo,0
Santa Coloma,La Rioja,26134,Santa Coloma,0
Santa Coloma de Cervelló,Barcelona,8244,Santa Coloma de Cervelló,5
Santa Coloma de Farners,Girona,17180,Santa Coloma de Farners,11
Santa Coloma de Gramenet,Barcelona,8245,Santa Coloma de Gramenet,57
Santa Coloma de Queralt,Tarragona,43139,Santa Coloma de Queralt,5
Santa Colomba de Curueño,León,24151,Santa Colomba de Curueño,0
Santa Colomba de las Monjas,Zamora,49199,Santa Colomba de las Monjas,0
Santa Colomba de Somoza,León,24152,Santa Colomba de Somoza,0
Santa Comba,A Coruña,15077,Santa Comba,1
Santa Cristina d'Aro,Girona,17181,Santa Cristina d'Aro,3
Santa Cristina de la Polvorosa,Zamora,49200,Santa Cristina de la Polvorosa,1
Santa Cristina de Valmadrigal,León,24153,Santa Cristina de Valmadrigal,0
Santa Croya de Tera,Zamora,49201,Santa Croya de Tera,0
Santa Cruz de Bezana,Cantabria,39073,Santa Cruz de Bezana,4
Santa Cruz de Boedo,Palencia,34168,Santa Cruz de Boedo,0
Santa Cruz de Grío,Zaragoza,50236,Santa Cruz de Grío,0
Santa Cruz de la Palma,Santa Cruz de Tenerife,38037,Santa Cruz de la Palma,19
Santa Cruz de la Salceda,Burgos,9345,Santa Cruz de la Salceda,0
Santa Cruz de la Serós,Huesca,22209,Santa Cruz de la Serós,0
Santa Cruz de la Sierra,Cáceres,10166,Santa Cruz de la Sierra,0
Santa Cruz de la Zarza,Toledo,45156,Santa Cruz de la Zarza,3
Santa Cruz de los Cáñamos,Ciudad Real,13076,Santa Cruz de los Cáñamos,0
Santa Cruz de Marchena,Almería,4080,Santa Cruz de Marchena,0
Santa Cruz de Moncayo,Zaragoza,50237,Santa Cruz de Moncayo,0
Santa Cruz de Moya,Cuenca,16194,Santa Cruz de Moya,0
Santa Cruz de Mudela,Ciudad Real,13077,Santa Cruz de Mudela,5
Santa Cruz de Nogueras,Teruel,44208,Santa Cruz de Nogueras,0
Santa Cruz de Paniagua,Cáceres,10167,Santa Cruz de Paniagua,0
Santa Cruz de Pinares,Ávila,5222,Santa Cruz de Pinares,0
Santa Cruz de Tenerife,Santa Cruz de Tenerife,38038,Santa Cruz de Tenerife,87
Santa Cruz de Yanguas,Soria,42166,Santa Cruz de Yanguas,0
Santa Cruz del Comercio,Granada,18174,Santa Cruz del Comercio,1
Santa Cruz del Retamar,Toledo,45157,Santa Cruz del Retamar,2
Santa Cruz del Valle,Ávila,5221,Santa Cruz del Valle,0
Santa Cruz del Valle Urbión,Burgos,9346,Santa Cruz del Valle Urbión,0
Santa Elena,Jaén,23076,Santa Elena,0
Santa Elena de Jamuz,León,24154,Santa Elena de Jamuz,0
Santa Engracia del Jubera,La Rioja,26135,Santa Engracia del Jubera,0
Santa Eufemia,Córdoba,14061,Santa Eufemia,2
Santa Eufemia del Arroyo,Valladolid,47152,Santa Eufemia del Arroyo,0
Santa Eufemia del Barco,Zamora,49202,Santa Eufemia del Barco,0
Santa Eugènia,Illes Balears,7053,Santa Eugènia,2
Santa Eugènia de Berga,Barcelona,8246,Santa Eugènia de Berga,2
Santa Eulalia,Teruel,44209,Santa Eulalia,0
Santa Eulalia Bajera,La Rioja,26136,Santa Eulalia Bajera,0
Santa Eulalia de Gállego,Zaragoza,50238,Santa Eulalia de Gállego,0
Santa Eulalia de Oscos,Asturias,33062,Santa Eulalia de Oscos,1
Santa Eulàlia de Riuprimer,Barcelona,8247,Santa Eulàlia de Riuprimer,2
Santa Eulàlia de Ronçana,Barcelona,8248,Santa Eulàlia de Ronçana,0
Santa Eulària des Riu,Illes Balears,7054,Santa Eulària des Riu,9
Santa Fe,Granada,18175,Santa Fe,11
Santa Fe de Mondújar,Almería,4081,Santa Fe de Mondújar,1
Santa Fe del Penedès,Barcelona,8249,Santa Fe del Penedès,2
Santa Gadea del Cid,Burgos,9347,Santa Gadea del Cid,0
Santa Inés,Burgos,9348,Santa Inés,0
Santa Llogaia d'Àlguema,Girona,17182,Santa Llogaia d'Àlguema,0
Santa Lucía de Tirajana,Las Palmas,35022,Santa Lucía de Tirajana,0
Santa Magdalena de Pulpis,Castellón,12102,Santa Magdalena de Pulpis,1
Santa Margalida,Illes Balears,7055,Santa Margalida,4
Santa Margarida de Montbui,Barcelona,8250,Santa Margarida de Montbui,8
Santa Margarida i els Monjos,Barcelona,8251,Santa Margarida i els Monjos,0
Santa Maria d'Oló,Barcelona,8258,Santa Maria d'Oló,3
Santa Maria de Besora,Barcelona,8253,Santa Maria de Besora,1
Santa María de Cayón,Cantabria,39074,Santa María de Cayón,2
Santa María de Dulcis,Huesca,22906,Santa María de Dulcis,0
Santa María de Guía de Gran Canaria,Las Palmas,35023,Santa María de Guía de Gran Canaria,0
Santa María de Huerta,Soria,42167,Santa María de Huerta,1
Santa María de la Alameda,Madrid,28135,Santa María de la Alameda,1
Santa María de la Isla,León,24155,Santa María de la Isla,0
Santa María de la Vega,Zamora,49203,Santa María de la Vega,0
Santa María de las Hoyas,Soria,42168,Santa María de las Hoyas,0
Santa María de los Caballeros,Ávila,5226,Santa María de los Caballeros,0
Santa María de los Llanos,Cuenca,16196,Santa María de los Llanos,0
Santa Maria de Martorelles,Barcelona,8256,Santa Maria de Martorelles,3
Santa Maria de Merlès,Barcelona,8255,Santa Maria de Merlès,0
Santa Maria de Miralles,Barcelona,8257,Santa Maria de Miralles,0
Santa María de Ordás,León,24158,Santa María de Ordás,0
Santa Maria de Palautordera,Barcelona,8259,Santa Maria de Palautordera,10
Santa María de Sando,Salamanca,37293,Santa María de Sando,0
Santa María de Valverde,Zamora,49204,Santa María de Valverde,0
Santa María del Arroyo,Ávila,5224,Santa María del Arroyo,0
Santa María del Berrocal,Ávila,5225,Santa María del Berrocal,2
Santa María del Camí,Illes Balears,7056,Santa María del Camí,6
Santa María del Campo,Burgos,9350,Santa María del Campo,2
Santa María del Campo Rus,Cuenca,16195,Santa María del Campo Rus,0
Santa María del Cubillo,Ávila,5902,Santa María del Cubillo,0
Santa María del Invierno,Burgos,9351,Santa María del Invierno,0
Santa María del Mercadillo,Burgos,9352,Santa María del Mercadillo,0
Santa María del Monte de Cea,León,24156,Santa María del Monte de Cea,0
Santa María del Páramo,León,24157,Santa María del Páramo,4
Santa María del Tiétar,Ávila,5227,Santa María del Tiétar,1
Santa María del Val,Cuenca,16197,Santa María del Val,0
Santa María la Real de Nieva,Segovia,40185,Santa María la Real de Nieva,3
Santa María Rivarredonda,Burgos,9353,Santa María Rivarredonda,0
Santa Marina del Rey,León,24159,Santa Marina del Rey,1
Santa Marta,Badajoz,6121,Santa Marta,0
Santa Marta de Magasca,Cáceres,10168,Santa Marta de Magasca,0
Santa Marta de Tormes,Salamanca,37294,Santa Marta de Tormes,11
Santa Marta del Cerro,Segovia,40186,Santa Marta del Cerro,0
Santa Olalla,Toledo,45158,Santa Olalla,0
Santa Olalla de Bureba,Burgos,9354,Santa Olalla de Bureba,0
Santa Olalla del Cala,Huelva,21069,Santa Olalla del Cala,4
Santa Oliva,Tarragona,43140,Santa Oliva,2
Santa Pau,Girona,17184,Santa Pau,4
Santa Perpètua de Mogoda,Barcelona,8260,Santa Perpètua de Mogoda,17
Santa Pola,Alicante,3121,Santa Pola,16
Santa Susanna,Barcelona,8261,Santa Susanna,0
Santa Úrsula,Santa Cruz de Tenerife,38039,Santa Úrsula,8
Santacara,Navarra,31220,Santacara,1
Santaella,Córdoba,14060,Santaella,8
Santaliestra y San Quílez,Huesca,22212,Santaliestra y San Quílez,0
Santander,Cantabria,39075,Santander,117
Santanyí,Illes Balears,7057,Santanyí,15
Santas Martas,León,24160,Santas Martas,0
Santed,Zaragoza,50239,Santed,0
Santervás de Campos,Valladolid,47153,Santervás de Campos,0
Santervás de la Vega,Palencia,34169,Santervás de la Vega,1
Santiago de Alcántara,Cáceres,10169,Santiago de Alcántara,1
Santiago de Calatrava,Jaén,23077,Santiago de Calatrava,1
Santiago de Compostela,A Coruña,15078,Santiago de Compostela,62
Santiago de la Puebla,Salamanca,37296,Santiago de la Puebla,0
Santiago del Campo,Cáceres,10170,Santiago del Campo,0
Santiago del Collado,Ávila,5228,Santiago del Collado,0
Santiago del Teide,Santa Cruz de Tenerife,38040,Santiago del Teide,1
Santiago del Tormes,Ávila,5904,Santiago del Tormes,0
Santiago Millas,León,24161,Santiago Millas,0
Santiago-Pontones,Jaén,23904,Santiago-Pontones,2
Santibáñez de Béjar,Salamanca,37297,Santibáñez de Béjar,1
Santibáñez de Ecla,Palencia,34170,Santibáñez de Ecla,0
Santibáñez de Esgueva,Burgos,9355,Santibáñez de Esgueva,0
Santibáñez de la Peña,Palencia,34171,Santibáñez de la Peña,1
Santibáñez de la Sierra,Salamanca,37298,Santibáñez de la Sierra,0
Santibáñez de Tera,Zamora,49205,Santibáñez de Tera,0
Santibáñez de Valcorba,Valladolid,47154,Santibáñez de Valcorba,0
Santibáñez de Vidriales,Zamora,49206,Santibáñez de Vidriales,1
Santibáñez del Val,Burgos,9356,Santibáñez del Val,0
Santibáñez el Alto,Cáceres,10171,Santibáñez el Alto,0
Santibáñez el Bajo,Cáceres,10172,Santibáñez el Bajo,2
Santillana del Mar,Cantabria,39076,Santillana del Mar,0
Santiponce,Sevilla,41089,Santiponce,6
Santiso,A Coruña,15079,Santiso,4
Santisteban del Puerto,Jaén,23079,Santisteban del Puerto,5
Santiurde de Reinosa,Cantabria,39077,Santiurde de Reinosa,0
Santiurde de Toranzo,Cantabria,39078,Santiurde de Toranzo,0
Santiuste,Guadalajara,19250,Santiuste,0
Santiuste de Pedraza,Segovia,40188,Santiuste de Pedraza,0
Santiuste de San Juan Bautista,Segovia,40189,Santiuste de San Juan Bautista,0
Santiz,Salamanca,37299,Santiz,0
Santo Adriano,Asturias,33064,Santo Adriano,0
Santo Domingo de la Calzada,La Rioja,26138,Santo Domingo de la Calzada,7
Santo Domingo de las Posadas,Ávila,5229,Santo Domingo de las Posadas,0
Santo Domingo de Pirón,Segovia,40190,Santo Domingo de Pirón,0
Santo Domingo de Silos,Burgos,9358,Santo Domingo de Silos,0
Santo Domingo-Caudilla,Toledo,45901,Santo Domingo-Caudilla,1
Santo Tomé,Jaén,23080,Santo Tomé,3
Santo Tomé de Zabarcos,Ávila,5230,Santo Tomé de Zabarcos,0
Santo Tomé del Puerto,Segovia,40191,Santo Tomé del Puerto,0
Santomera,Murcia,30901,Santomera,10
Santoña,Cantabria,39079,Santoña,8
Santorcaz,Madrid,28136,Santorcaz,1
Santos (Los),Salamanca,37300,Los Santos,0
Santos de la Humosa (Los),Madrid,28137,Los Santos de la Humosa,3
Santos de Maimona (Los),Badajoz,6122,Los Santos de Maimona,7
Santovenia,Zamora,49207,Santovenia,0
Santovenia de la Valdoncina,León,24162,Santovenia de la Valdoncina,0
Santovenia de Pisuerga,Valladolid,47155,Santovenia de Pisuerga,1
Santoyo,Palencia,34174,Santoyo,0
Santpedor,Barcelona,8192,Santpedor,8
Santurde de Rioja,La Rioja,26140,Santurde de Rioja,0
Santurdejo,La Rioja,26141,Santurdejo,0
Santurtzi,Bizkaia,48082,Santurtzi,27
Sanxenxo,Pontevedra,36051,Sanxenxo,6
Sanzoles,Zamora,49210,Sanzoles,0
Sardón de Duero,Valladolid,47157,Sardón de Duero,0
Sardón de los Frailes,Salamanca,37301,Sardón de los Frailes,0
Sargentes de la Lora,Burgos,9361,Sargentes de la Lora,0
Sariego,Asturias,33065,Sariego,0
Sariegos,León,24163,Sariegos,1
Sariñena,Huesca,22213,Sariñena,4
Saro,Cantabria,39081,Saro,0
Sarracín,Burgos,9362,Sarracín,0
Sarral,Tarragona,43142,Sarral,2
Sarreaus,Ourense,32078,Sarreaus,0
Sarria,Lugo,27057,Sarria,0
Sarrià de Ter,Girona,17186,Sarrià de Ter,4
Sarriés/Sartze,Navarra,31222,Sarriés/Sartze,0
Sarrión,Teruel,44210,Sarrión,2
Sarroca de Bellera,Lleida,25201,Sarroca de Bellera,0
Sarroca de Lleida,Lleida,25200,Sarroca de Lleida,2
Sartaguda,Navarra,31223,Sartaguda,2
Sartajada,Toledo,45159,Sartajada,0
Sasamón,Burgos,9363,Sasamón,1
Sástago,Zaragoza,50240,Sástago,3
Saúca,Guadalajara,19251,Saúca,0
Saucedilla,Cáceres,10173,Saucedilla,1
Saucejo (El),Sevilla,41090,El Saucejo,4
Saucelle,Salamanca,37302,Saucelle,0
Sauquillo de Cabezas,Segovia,40192,Sauquillo de Cabezas,0
Saus Camallera i Llampaies,Girona,17187,Saus Camallera i Llampaies,0
Sauzal (El),Santa Cruz de Tenerife,38041,El Sauzal,5
Savallà del Comtat,Tarragona,43143,Savallà del Comtat,0
Saviñao (O),Lugo,27058,O Saviñao,8
Sax,Alicante,3123,Sax,10
Sayalonga,Málaga,29086,Sayalonga,3
Sayatón,Guadalajara,19252,Sayatón,0
Sebúlcor,Segovia,40193,Sebúlcor,0
Seca (La),Valladolid,47158,La Seca,0
Secastilla,Huesca,22214,Secastilla,0
Secuita (La),Tarragona,43144,La Secuita,1
Sedaví,Valencia,46223,Sedaví,8
Sedella,Málaga,29087,Sedella,0
Sediles,Zaragoza,50242,Sediles,0
Segart,Valencia,46224,Segart,0
Segorbe,Castellón,12104,Segorbe,14
Segovia,Segovia,40194,Segovia,0
Segura,Gipuzkoa,20070,Segura,2
Segura de la Sierra,Jaén,23081,Segura de la Sierra,1
Segura de León,Badajoz,6124,Segura de León,2
Segura de los Baños,Teruel,44211,Segura de los Baños,0
Segura de Toro,Cáceres,10174,Segura de Toro,0
Segurilla,Toledo,45160,Segurilla,0
Seira,Huesca,22215,Seira,0
Selas,Guadalajara,19254,Selas,0
Selaya,Cantabria,39082,Selaya,2
Sella,Alicante,3124,Sella,0
Sellent,Valencia,46225,Sellent,0
Selva,Illes Balears,7058,Selva,7
Selva de Mar (La),Girona,17188,La Selva de Mar,0
Selva del Camp (La),Tarragona,43145,La Selva del Camp,7
Semillas,Guadalajara,19901,Semillas,0
Sempere,Valencia,46226,Sempere,0
Sena,Huesca,22217,Sena,2
Sena de Luna,León,24164,Sena de Luna,0
Senan,Tarragona,43146,Senan,0
Sencelles,Illes Balears,7047,Sencelles,2
Senés,Almería,4082,Senés,0
Senés de Alcubierre,Huesca,22218,Senés de Alcubierre,0
Sénia (La),Tarragona,43044,La Sénia,5
Senija,Alicante,3125,Senija,1
Seno,Teruel,44212,Seno,0
Senterada,Lleida,25202,Senterada,0
Sentiu de Sió (La),Lleida,25035,La Sentiu de Sió,1
Sentmenat,Barcelona,8267,Sentmenat,6
Senyera,Valencia,46227,Senyera,2
Sepulcro-Hilario,Salamanca,37304,Sepulcro-Hilario,0
Sepúlveda,Segovia,40195,Sepúlveda,4
Sequera de Fresno,Segovia,40196,Sequera de Fresno,0
Sequera de Haza (La),Burgos,9365,La Sequera de Haza,0
Sequeros,Salamanca,37305,Sequeros,1
Serinyà,Girona,17190,Serinyà,2
Serna (La),Palencia,34175,La Serna,0
Serna del Monte (La),Madrid,28138,La Serna del Monte,0
Serón,Almería,4083,Serón,4
Serón de Nágima,Soria,42171,Serón de Nágima,0
Seròs,Lleida,25204,Seròs,3
Serra,Valencia,46228,Serra,0
Serra de Daró,Girona,17191,Serra de Daró,0
Serrada,Valladolid,47159,Serrada,1
Serrada (La),Ávila,5232,La Serrada,1
Serradilla,Cáceres,10175,Serradilla,2
Serradilla del Arroyo,Salamanca,37306,Serradilla del Arroyo,0
Serradilla del Llano,Salamanca,37307,Serradilla del Llano,0
Serranillos,Ávila,5233,Serranillos,0
Serranillos del Valle,Madrid,28140,Serranillos del Valle,4
Serratella (La),Castellón,12103,La Serratella,0
Serrato,Málaga,29904,Serrato,0
Serrejón,Cáceres,10176,Serrejón,0
Sesa,Huesca,22220,Sesa,0
Seseña,Toledo,45161,Seseña,17
Sesma,Navarra,31224,Sesma,1
Sestao,Bizkaia,48084,Sestao,15
Sestrica,Zaragoza,50243,Sestrica,0
Sesué,Huesca,22221,Sesué,0
Setcases,Girona,17192,Setcases,0
Setenil de las Bodegas,Cádiz,11034,Setenil de las Bodegas,0
Setiles,Guadalajara,19255,Setiles,0
Seu d'Urgell (La),Lleida,25203,La Seu d'Urgell,13
Seva,Barcelona,8269,Seva,2
Sevilla,Sevilla,41091,Sevilla,575
Sevilla la Nueva,Madrid,28141,Sevilla la Nueva,9
Sevilleja de la Jara,Toledo,45162,Sevilleja de la Jara,0
Sidamon,Lleida,25205,Sidamon,2
Sienes,Guadalajara,19256,Sienes,0
Siero,Asturias,33066,Siero,19
Sierpe (La),Salamanca,37309,La Sierpe,0
Sierra de Fuentes,Cáceres,10177,Sierra de Fuentes,1
Sierra de Luna,Zaragoza,50244,Sierra de Luna,0
Sierra de Yeguas,Málaga,29088,Sierra de Yeguas,4
Sierra Engarcerán,Castellón,12105,Sierra Engarcerán,1
Sierro,Almería,4084,Sierro,0
Siétamo,Huesca,22222,Siétamo,1
Siete Aguas,Valencia,46229,Siete Aguas,3
Siete Iglesias de Trabancos,Valladolid,47160,Siete Iglesias de Trabancos,0
Sieteiglesias de Tormes,Salamanca,37310,Sieteiglesias de Tormes,0
Sigeres,Ávila,5234,Sigeres,0
Sigüenza,Guadalajara,19257,Sigüenza,12
Sigüés,Zaragoza,50245,Sigüés,0
Siles,Jaén,23082,Siles,5
Silla,Valencia,46230,Silla,14
Silleda,Pontevedra,36052,Silleda,5
Silos (Los),Santa Cruz de Tenerife,38042,Los Silos,5
Sils,Girona,17193,Sils,4
Simancas,Valladolid,47161,Simancas,6
Simat de la Valldigna,Valencia,46231,Simat de la Valldigna,3
Sinarcas,Valencia,46232,Sinarcas,2
Sineu,Illes Balears,7060,Sineu,3
Singra,Teruel,44213,Singra,0
Sinlabajos,Ávila,5235,Sinlabajos,0
