municipio,provincia,municipio_nombre_humano,codigo_INE
Sant Llorenç de la Muga,Girona,Sant Llorenç de la Muga,17171
Sant Llorenç de Morunys,Lleida,Sant Llorenç de Morunys,25193
Sant Llorenç des Cardassar,Illes Balears,Sant Llorenç des Cardassar,7051
Sant Llorenç Savall,Barcelona,Sant Llorenç Savall,8223
Sant Lluís,Illes Balears,Sant Lluís,7052
Sant Martí d'Albars,Barcelona,Sant Martí d'Albars,8225
Sant Martí de Centelles,Barcelona,Sant Martí de Centelles,8224
Sant Martí de Llémena,Girona,Sant Martí de Llémena,17172
Sant Martí de Riucorb,Lleida,Sant Martí de Riucorb,25902
Sant Martí de Tous,Barcelona,Sant Martí de Tous,8226
Sant Martí Sarroca,Barcelona,Sant Martí Sarroca,8227
Sant Martí Sesgueioles,Barcelona,Sant Martí Sesgueioles,8228
Sant Martí Vell,Girona,Sant Martí Vell,17173
Sant Mateu,Castellón,Sant Mateu,12100
Sant Mateu de Bages,Barcelona,Sant Mateu de Bages,8229
Sant Miquel de Campmajor,Girona,Sant Miquel de Campmajor,17174
Sant Miquel de Fluvià,Girona,Sant Miquel de Fluvià,17175
Sant Mori,Girona,Sant Mori,17176
Sant Pau de Segúries,Girona,Sant Pau de Segúries,17177
Sant Pere de Ribes,Barcelona,Sant Pere de Ribes,8231
Sant Pere de Riudebitlles,Barcelona,Sant Pere de Riudebitlles,8232
Sant Pere de Torelló,Barcelona,Sant Pere de Torelló,8233
Sant Pere de Vilamajor,Barcelona,Sant Pere de Vilamajor,8234
Sant Pere Pescador,Girona,Sant Pere Pescador,17178
Sant Pere Sallavinera,Barcelona,Sant Pere Sallavinera,8189
Sant Pol de Mar,Barcelona,Sant Pol de Mar,8235
Sant Quintí de Mediona,Barcelona,Sant Quintí de Mediona,8236
Sant Quirze de Besora,Barcelona,Sant Quirze de Besora,8237
Sant Quirze del Vallès,Barcelona,Sant Quirze del Vallès,8238
Sant Quirze Safaja,Barcelona,Sant Quirze Safaja,8239
Sant Ramon,Lleida,Sant Ramon,25194
Sant Sadurní d'Anoia,Barcelona,Sant Sadurní d'Anoia,8240
Sant Sadurní d'Osormort,Barcelona,Sant Sadurní d'Osormort,8241
Sant Salvador de Guardiola,Barcelona,Sant Salvador de Guardiola,8098
Sant Vicenç de Castellet,Barcelona,Sant Vicenç de Castellet,8262
Sant Vicenç de Montalt,Barcelona,Sant Vicenç de Montalt,8264
Sant Vicenç de Torelló,Barcelona,Sant Vicenç de Torelló,8265
Sant Vicenç dels Horts,Barcelona,Sant Vicenç dels Horts,8263
Santa Amalia,Badajoz,Santa Amalia,6120
Santa Ana,Cáceres,Santa Ana,10165
Santa Ana de Pusa,Toledo,Santa Ana de Pusa,45155
Santa Ana la Real,Huelva,Santa Ana la Real,21067
Santa Bàrbara,Tarragona,Santa Bàrbara,43138
Santa Bárbara de Casa,Huelva,Santa Bárbara de Casa,21068
Santa Brígida,Las Palmas,Santa Brígida,35021
Santa Cecilia,Burgos,Santa Cecilia,9343
Santa Cecília de Voltregà,Barcelona,Santa Cecília de Voltregà,8243
Santa Cecilia del Alcor,Palencia,Santa Cecilia del Alcor,34167
Santa Cilia,Huesca,Santa Cilia,22208
Santa Clara de Avedillo,Zamora,Santa Clara de Avedillo,49197
Santa Coloma,La Rioja,Santa Coloma,26134
Santa Coloma de Cervelló,Barcelona,Santa Coloma de Cervelló,8244
Santa Coloma de Farners,Girona,Santa Coloma de Farners,17180
Santa Coloma de Gramenet,Barcelona,Santa Coloma de Gramenet,8245
Santa Coloma de Queralt,Tarragona,Santa Coloma de Queralt,43139
Santa Colomba de Curueño,León,Santa Colomba de Curueño,24151
Santa Colomba de las Monjas,Zamora,Santa Colomba de las Monjas,49199
Santa Colomba de Somoza,León,Santa Colomba de Somoza,24152
Santa Comba,A Coruña,Santa Comba,15077
Santa Cristina d'Aro,Girona,Santa Cristina d'Aro,17181
Santa Cristina de la Polvorosa,Zamora,Santa Cristina de la Polvorosa,49200
Santa Cristina de Valmadrigal,León,Santa Cristina de Valmadrigal,24153
Santa Croya de Tera,Zamora,Santa Croya de Tera,49201
Santa Cruz de Bezana,Cantabria,Santa Cruz de Bezana,39073
Santa Cruz de Boedo,Palencia,Santa Cruz de Boedo,34168
Santa Cruz de Grío,Zaragoza,Santa Cruz de Grío,50236
Santa Cruz de la Palma,Santa Cruz de Tenerife,Santa Cruz de la Palma,38037
Santa Cruz de la Salceda,Burgos,Santa Cruz de la Salceda,9345
Santa Cruz de la Serós,Huesca,Santa Cruz de la Serós,22209
Santa Cruz de la Sierra,Cáceres,Santa Cruz de la Sierra,10166
Santa Cruz de la Zarza,Toledo,Santa Cruz de la Zarza,45156
Santa Cruz de los Cáñamos,Ciudad Real,Santa Cruz de los Cáñamos,13076
Santa Cruz de Marchena,Almería,Santa Cruz de Marchena,4080
Santa Cruz de Moncayo,Zaragoza,Santa Cruz de Moncayo,50237
Santa Cruz de Moya,Cuenca,Santa Cruz de Moya,16194
Santa Cruz de Mudela,Ciudad Real,Santa Cruz de Mudela,13077
Santa Cruz de Nogueras,Teruel,Santa Cruz de Nogueras,44208
Santa Cruz de Paniagua,Cáceres,Santa Cruz de Paniagua,10167
Santa Cruz de Pinares,Ávila,Santa Cruz de Pinares,5222
Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife,38038
Santa Cruz de Yanguas,Soria,Santa Cruz de Yanguas,42166
Santa Cruz del Comercio,Granada,Santa Cruz del Comercio,18174
Santa Cruz del Retamar,Toledo,Santa Cruz del Retamar,45157
Santa Cruz del Valle,Ávila,Santa Cruz del Valle,5221
Santa Cruz del Valle Urbión,Burgos,Santa Cruz del Valle Urbión,9346
Santa Elena,Jaén,Santa Elena,23076
Santa Elena de Jamuz,León,Santa Elena de Jamuz,24154
Santa Engracia del Jubera,La Rioja,Santa Engracia del Jubera,26135
Santa Eufemia,Córdoba,Santa Eufemia,14061
Santa Eufemia del Arroyo,Valladolid,Santa Eufemia del Arroyo,47152
Santa Eufemia del Barco,Zamora,Santa Eufemia del Barco,49202
Santa Eugènia,Illes Balears,Santa Eugènia,7053
Santa Eugènia de Berga,Barcelona,Santa Eugènia de Berga,8246
Santa Eulalia,Teruel,Santa Eulalia,44209
Santa Eulalia Bajera,La Rioja,Santa Eulalia Bajera,26136
Santa Eulalia de Gállego,Zaragoza,Santa Eulalia de Gállego,50238
Santa Eulalia de Oscos,Asturias,Santa Eulalia de Oscos,33062
Santa Eulàlia de Riuprimer,Barcelona,Santa Eulàlia de Riuprimer,8247
Santa Eulàlia de Ronçana,Barcelona,Santa Eulàlia de Ronçana,8248
Santa Eulària des Riu,Illes Balears,Santa Eulària des Riu,7054
Santa Fe,Granada,Santa Fe,18175
Santa Fe de Mondújar,Almería,Santa Fe de Mondújar,4081
Santa Fe del Penedès,Barcelona,Santa Fe del Penedès,8249
Santa Gadea del Cid,Burgos,Santa Gadea del Cid,9347
Santa Inés,Burgos,Santa Inés,9348
Santa Llogaia d'Àlguema,Girona,Santa Llogaia d'Àlguema,17182
Santa Lucía de Tirajana,Las Palmas,Santa Lucía de Tirajana,35022
Santa Magdalena de Pulpis,Castellón,Santa Magdalena de Pulpis,12102
Santa Margalida,Illes Balears,Santa Margalida,7055
Santa Margarida de Montbui,Barcelona,Santa Margarida de Montbui,8250
Santa Margarida i els Monjos,Barcelona,Santa Margarida i els Monjos,8251
Santa Maria d'Oló,Barcelona,Santa Maria d'Oló,8258
Santa Maria de Besora,Barcelona,Santa Maria de Besora,8253
Santa María de Cayón,Cantabria,Santa María de Cayón,39074
Santa María de Dulcis,Huesca,Santa María de Dulcis,22906
Santa María de Guía de Gran Canaria,Las Palmas,Santa María de Guía de Gran Canaria,35023
Santa María de Huerta,Soria,Santa María de Huerta,42167
Santa María de la Alameda,Madrid,Santa María de la Alameda,28135
Santa María de la Isla,León,Santa María de la Isla,24155
Santa María de la Vega,Zamora,Santa María de la Vega,49203
Santa María de las Hoyas,Soria,Santa María de las Hoyas,42168
Santa María de los Caballeros,Ávila,Santa María de los Caballeros,5226
Santa María de los Llanos,Cuenca,Santa María de los Llanos,16196
Santa Maria de Martorelles,Barcelona,Santa Maria de Martorelles,8256
Santa Maria de Merlès,Barcelona,Santa Maria de Merlès,8255
Santa Maria de Miralles,Barcelona,Santa Maria de Miralles,8257
Santa María de Ordás,León,Santa María de Ordás,24158
Santa Maria de Palautordera,Barcelona,Santa Maria de Palautordera,8259
Santa María de Sando,Salamanca,Santa María de Sando,37293
Santa María de Valverde,Zamora,Santa María de Valverde,49204
Santa María del Arroyo,Ávila,Santa María del Arroyo,5224
Santa María del Berrocal,Ávila,Santa María del Berrocal,5225
Santa María del Camí,Illes Balears,Santa María del Camí,7056
Santa María del Campo,Burgos,Santa María del Campo,9350
Santa María del Campo Rus,Cuenca,Santa María del Campo Rus,16195
Santa María del Cubillo,Ávila,Santa María del Cubillo,5902
Santa María del Invierno,Burgos,Santa María del Invierno,9351
Santa María del Mercadillo,Burgos,Santa María del Mercadillo,9352
Santa María del Monte de Cea,León,Santa María del Monte de Cea,24156
Santa María del Páramo,León,Santa María del Páramo,24157
Santa María del Tiétar,Ávila,Santa María del Tiétar,5227
Santa María del Val,Cuenca,Santa María del Val,16197
Santa María la Real de Nieva,Segovia,Santa María la Real de Nieva,40185
Santa María Rivarredonda,Burgos,Santa María Rivarredonda,9353
Santa Marina del Rey,León,Santa Marina del Rey,24159
Santa Marta,Badajoz,Santa Marta,6121
Santa Marta de Magasca,Cáceres,Santa Marta de Magasca,10168
Santa Marta de Tormes,Salamanca,Santa Marta de Tormes,37294
Santa Marta del Cerro,Segovia,Santa Marta del Cerro,40186
Santa Olalla,Toledo,Santa Olalla,45158
Santa Olalla de Bureba,Burgos,Santa Olalla de Bureba,9354
Santa Olalla del Cala,Huelva,Santa Olalla del Cala,21069
Santa Oliva,Tarragona,Santa Oliva,43140
Santa Pau,Girona,Santa Pau,17184
Santa Perpètua de Mogoda,Barcelona,Santa Perpètua de Mogoda,8260
Santa Pola,Alicante,Santa Pola,3121
Santa Susanna,Barcelona,Santa Susanna,8261
Santa Úrsula,Santa Cruz de Tenerife,Santa Úrsula,38039
Santacara,Navarra,Santacara,31220
Santaella,Córdoba,Santaella,14060
Santaliestra y San Quílez,Huesca,Santaliestra y San Quílez,22212
Santander,Cantabria,Santander,39075
Santanyí,Illes Balears,Santanyí,7057
Santas Martas,León,Santas Martas,24160
Santed,Zaragoza,Santed,50239
Santervás de Campos,Valladolid,Santervás de Campos,47153
Santervás de la Vega,Palencia,Santervás de la Vega,34169
Santiago de Alcántara,Cáceres,Santiago de Alcántara,10169
Santiago de Calatrava,Jaén,Santiago de Calatrava,23077
Santiago de Compostela,A Coruña,Santiago de Compostela,15078
Santiago de la Puebla,Salamanca,Santiago de la Puebla,37296
Santiago del Campo,Cáceres,Santiago del Campo,10170
Santiago del Collado,Ávila,Santiago del Collado,5228
Santiago del Teide,Santa Cruz de Tenerife,Santiago del Teide,38040
Santiago del Tormes,Ávila,Santiago del Tormes,5904
Santiago Millas,León,Santiago Millas,24161
Santiago-Pontones,Jaén,Santiago-Pontones,23904
Santibáñez de Béjar,Salamanca,Santibáñez de Béjar,37297
Santibáñez de Ecla,Palencia,Santibáñez de Ecla,34170
Santibáñez de Esgueva,Burgos,Santibáñez de Esgueva,9355
Santibáñez de la Peña,Palencia,Santibáñez de la Peña,34171
Santibáñez de la Sierra,Salamanca,Santibáñez de la Sierra,37298
Santibáñez de Tera,Zamora,Santibáñez de Tera,49205
Santibáñez de Valcorba,Valladolid,Santibáñez de Valcorba,47154
Santibáñez de Vidriales,Zamora,Santibáñez de Vidriales,49206
Santibáñez del Val,Burgos,Santibáñez del Val,9356
Santibáñez el Alto,Cáceres,Santibáñez el Alto,10171
Santibáñez el Bajo,Cáceres,Santibáñez el Bajo,10172
Santillana del Mar,Cantabria,Santillana del Mar,39076
Santiponce,Sevilla,Santiponce,41089
Santiso,A Coruña,Santiso,15079
Santisteban del Puerto,Jaén,Santisteban del Puerto,23079
Santiurde de Reinosa,Cantabria,Santiurde de Reinosa,39077
Santiurde de Toranzo,Cantabria,Santiurde de Toranzo,39078
Santiuste,Guadalajara,Santiuste,19250
Santiuste de Pedraza,Segovia,Santiuste de Pedraza,40188
Santiuste de San Juan Bautista,Segovia,Santiuste de San Juan Bautista,40189
Santiz,Salamanca,Santiz,37299
Santo Adriano,Asturias,Santo Adriano,33064
Santo Domingo de la Calzada,La Rioja,Santo Domingo de la Calzada,26138
Santo Domingo de las Posadas,Ávila,Santo Domingo de las Posadas,5229
Santo Domingo de Pirón,Segovia,Santo Domingo de Pirón,40190
Santo Domingo de Silos,Burgos,Santo Domingo de Silos,9358
Santo Domingo-Caudilla,Toledo,Santo Domingo-Caudilla,45901
Santo Tomé,Jaén,Santo Tomé,23080
Santo Tomé de Zabarcos,Ávila,Santo Tomé de Zabarcos,5230
Santo Tomé del Puerto,Segovia,Santo Tomé del Puerto,40191
Santomera,Murcia,Santomera,30901
Santoña,Cantabria,Santoña,39079
Santorcaz,Madrid,Santorcaz,28136
Santos (Los),Salamanca,Los Santos,37300
Santos de la Humosa (Los),Madrid,Los Santos de la Humosa,28137
Santos de Maimona (Los),Badajoz,Los Santos de Maimona,6122
Santovenia,Zamora,Santovenia,49207
Santovenia de la Valdoncina,León,Santovenia de la Valdoncina,24162
Santovenia de Pisuerga,Valladolid,Santovenia de Pisuerga,47155
Santoyo,Palencia,Santoyo,34174
Santpedor,Barcelona,Santpedor,8192
Santurde de Rioja,La Rioja,Santurde de Rioja,26140
Santurdejo,La Rioja,Santurdejo,26141
Santurtzi,Bizkaia,Santurtzi,48082
Sanxenxo,Pontevedra,Sanxenxo,36051
Sanzoles,Zamora,Sanzoles,49210
Sardón de Duero,Valladolid,Sardón de Duero,47157
Sardón de los Frailes,Salamanca,Sardón de los Frailes,37301
Sargentes de la Lora,Burgos,Sargentes de la Lora,9361
Sariego,Asturias,Sariego,33065
Sariegos,León,Sariegos,24163
Sariñena,Huesca,Sariñena,22213
Saro,Cantabria,Saro,39081
Sarracín,Burgos,Sarracín,9362
Sarral,Tarragona,Sarral,43142
Sarreaus,Ourense,Sarreaus,32078
Sarria,Lugo,Sarria,27057
Sarrià de Ter,Girona,Sarrià de Ter,17186
Sarriés/Sartze,Navarra,Sarriés/Sartze,31222
Sarrión,Teruel,Sarrión,44210
Sarroca de Bellera,Lleida,Sarroca de Bellera,25201
Sarroca de Lleida,Lleida,Sarroca de Lleida,25200
Sartaguda,Navarra,Sartaguda,31223
Sartajada,Toledo,Sartajada,45159
Sasamón,Burgos,Sasamón,9363
Sástago,Zaragoza,Sástago,50240
Saúca,Guadalajara,Saúca,19251
Saucedilla,Cáceres,Saucedilla,10173
Saucejo (El),Sevilla,El Saucejo,41090
Saucelle,Salamanca,Saucelle,37302
Sauquillo de Cabezas,Segovia,Sauquillo de Cabezas,40192
Saus Camallera i Llampaies,Girona,Saus Camallera i Llampaies,17187
Sauzal (El),Santa Cruz de Tenerife,El Sauzal,38041
Savallà del Comtat,Tarragona,Savallà del Comtat,43143
Saviñao (O),Lugo,O Saviñao,27058
Sax,Alicante,Sax,3123
Sayalonga,Málaga,Sayalonga,29086
Sayatón,Guadalajara,Sayatón,19252
Sebúlcor,Segovia,Sebúlcor,40193
Seca (La),Valladolid,La Seca,47158
Secastilla,Huesca,Secastilla,22214
Secuita (La),Tarragona,La Secuita,43144
Sedaví,Valencia,Sedaví,46223
Sedella,Málaga,Sedella,29087
Sediles,Zaragoza,Sediles,50242
Segart,Valencia,Segart,46224
Segorbe,Castellón,Segorbe,12104
Segovia,Segovia,Segovia,40194
Segura,Gipuzkoa,Segura,20070
Segura de la Sierra,Jaén,Segura de la Sierra,23081
Segura de León,Badajoz,Segura de León,6124
Segura de los Baños,Teruel,Segura de los Baños,44211
Segura de Toro,Cáceres,Segura de Toro,10174
Segurilla,Toledo,Segurilla,45160
Seira,Huesca,Seira,22215
Selas,Guadalajara,Selas,19254
Selaya,Cantabria,Selaya,39082
Sella,Alicante,Sella,3124
Sellent,Valencia,Sellent,46225
Selva,Illes Balears,Selva,7058
Selva de Mar (La),Girona,La Selva de Mar,17188
Selva del Camp (La),Tarragona,La Selva del Camp,43145
Semillas,Guadalajara,Semillas,19901
Sempere,Valencia,Sempere,46226
Sena,Huesca,Sena,22217
Sena de Luna,León,Sena de Luna,24164
Senan,Tarragona,Senan,43146
Sencelles,Illes Balears,Sencelles,7047
Senés,Almería,Senés,4082
Senés de Alcubierre,Huesca,Senés de Alcubierre,22218
Sénia (La),Tarragona,La Sénia,43044
Senija,Alicante,Senija,3125
Seno,Teruel,Seno,44212
Senterada,Lleida,Senterada,25202
Sentiu de Sió (La),Lleida,La Sentiu de Sió,25035
Sentmenat,Barcelona,Sentmenat,8267
Senyera,Valencia,Senyera,46227
Sepulcro-Hilario,Salamanca,Sepulcro-Hilario,37304
Sepúlveda,Segovia,Sepúlveda,40195
Sequera de Fresno,Segovia,Sequera de Fresno,40196
Sequera de Haza (La),Burgos,La Sequera de Haza,9365
Sequeros,Salamanca,Sequeros,37305
Serinyà,Girona,Serinyà,17190
Serna (La),Palencia,La Serna,34175
Serna del Monte (La),Madrid,La Serna del Monte,28138
Serón,Almería,Serón,4083
Serón de Nágima,Soria,Serón de Nágima,42171
Seròs,Lleida,Seròs,25204
Serra,Valencia,Serra,46228
Serra de Daró,Girona,Serra de Daró,17191
Serrada,Valladolid,Serrada,47159
Serrada (La),Ávila,La Serrada,5232
Serradilla,Cáceres,Serradilla,10175
Serradilla del Arroyo,Salamanca,Serradilla del Arroyo,37306
Serradilla del Llano,Salamanca,Serradilla del Llano,37307
Serranillos,Ávila,Serranillos,5233
Serranillos del Valle,Madrid,Serranillos del Valle,28140
Serratella (la),Castellón,la Serratella,12103
Serrato,Málaga,Serrato,29904
Serrejón,Cáceres,Serrejón,10176
Sesa,Huesca,Sesa,22220
Seseña,Toledo,Seseña,45161
Sesma,Navarra,Sesma,31224
Sestao,Bizkaia,Sestao,48084
Sestrica,Zaragoza,Sestrica,50243
Sesué,Huesca,Sesué,22221
Setcases,Girona,Setcases,17192
Setenil de las Bodegas,Cádiz,Setenil de las Bodegas,11034
Setiles,Guadalajara,Setiles,19255
Seu d'Urgell (La),Lleida,La Seu d'Urgell,25203
Seva,Barcelona,Seva,8269
Sevilla,Sevilla,Sevilla,41091
Sevilla la Nueva,Madrid,Sevilla la Nueva,28141
Sevilleja de la Jara,Toledo,Sevilleja de la Jara,45162
Sidamon,Lleida,Sidamon,25205
Sienes,Guadalajara,Sienes,19256
Siero,Asturias,Siero,33066
Sierpe (La),Salamanca,La Sierpe,37309
Sierra de Fuentes,Cáceres,Sierra de Fuentes,10177
Sierra de Luna,Zaragoza,Sierra de Luna,50244
Sierra de Yeguas,Málaga,Sierra de Yeguas,29088
Sierra Engarcerán,Castellón,Sierra Engarcerán,12105
Sierro,Almería,Sierro,4084
Siétamo,Huesca,Siétamo,22222
Siete Aguas,Valencia,Siete Aguas,46229
Siete Iglesias de Trabancos,Valladolid,Siete Iglesias de Trabancos,47160
Sieteiglesias de Tormes,Salamanca,Sieteiglesias de Tormes,37310
Sigeres,Ávila,Sigeres,5234
Sigüenza,Guadalajara,Sigüenza,19257
Sigüés,Zaragoza,Sigüés,50245
Siles,Jaén,Siles,23082
Silla,Valencia,Silla,46230
Silleda,Pontevedra,Silleda,36052
Silos (Los),Santa Cruz de Tenerife,Los Silos,38042
Sils,Girona,Sils,17193
Simancas,Valladolid,Simancas,47161
Simat de la Valldigna,Valencia,Simat de la Valldigna,46231
Sinarcas,Valencia,Sinarcas,46232
Sineu,Illes Balears,Sineu,7060
Singra,Teruel,Singra,44213
Sinlabajos,Ávila,Sinlabajos,5235
Siruela,Badajoz,Siruela,6125
Sisamón,Zaragoza,Sisamón,50246
Sisante,Cuenca,Sisante,16198
Sitges,Barcelona,Sitges,8270
Siurana,Girona,Siurana,17052
Soba,Cantabria,Soba,39083
Sober,Lugo,Sober,27059
Sobradiel,Zaragoza,Sobradiel,50247
Sobradillo,Salamanca,Sobradillo,37311
Sobrado,León,Sobrado,15080
Sobrado,A Coruña,Sobrado,24165
Sobremunt,Barcelona,Sobremunt,8271
Sobrescobio,Asturias,Sobrescobio,33067
Socovos,Albacete,Socovos,2072
Socuéllamos,Ciudad Real,Socuéllamos,13078
Sojuela,La Rioja,Sojuela,26143
Solana (La),Ciudad Real,La Solana,13079
Solana de Ávila,Ávila,Solana de Ávila,5236
Solana de los Barros,Badajoz,Solana de los Barros,6126
Solana de Rioalmar,Ávila,Solana de Rioalmar,5237
Solana del Pino,Ciudad Real,Solana del Pino,13080
Solanillos del Extremo,Guadalajara,Solanillos del Extremo,19258
Solarana,Burgos,Solarana,9366
Solera de Gabaldón,Cuenca,Solera de Gabaldón,16199
Soleràs (El),Lleida,El Soleràs,25206
Soliedra,Soria,Soliedra,42172
Solivella,Tarragona,Solivella,43147
Sollana,Valencia,Sollana,46233
Sóller,Illes Balears,Sóller,7061
Solórzano,Cantabria,Solórzano,39084
Solosancho,Ávila,Solosancho,5238
Solsona,Lleida,Solsona,25207
Somiedo,Asturias,Somiedo,33068
Somolinos,Guadalajara,Somolinos,19259
Somontín,Almería,Somontín,4085
Somosierra,Madrid,Somosierra,28143
Somozas (As),A Coruña,As Somozas,15081
Son Servera,Illes Balears,Son Servera,7062
Sondika,Bizkaia,Sondika,48904
Soneja,Castellón,Soneja,12106
Sonseca,Toledo,Sonseca,45163
Sopeira,Huesca,Sopeira,22223
Sopela,Bizkaia,Sopela,48085
Soportújar,Granada,Soportújar,18176
Sopuerta,Bizkaia,Sopuerta,48086
Sora,Barcelona,Sora,8272
Soraluze-Placencia de las Armas,Gipuzkoa,Soraluze-Placencia de las Armas,20065
Sorbas,Almería,Sorbas,4086
Sordillos,Burgos,Sordillos,9368
Soria,Soria,Soria,42173
Soriguera,Lleida,Soriguera,25208
Sorihuela,Salamanca,Sorihuela,37312
Sorihuela del Guadalimar,Jaén,Sorihuela del Guadalimar,23084
Sorlada,Navarra,Sorlada,31225
Sort,Lleida,Sort,25209
Sorvilán,Granada,Sorvilán,18177
Sorzano,La Rioja,Sorzano,26144
Sos del Rey Católico,Zaragoza,Sos del Rey Católico,50248
Soses,Lleida,Soses,25210
Sot de Chera,Valencia,Sot de Chera,46234
Sot de Ferrer,Castellón,Sot de Ferrer,12107
Sotalbo,Ávila,Sotalbo,5239
Sotés,La Rioja,Sotés,26145
Sotillo,Segovia,Sotillo,40198
Sotillo (El),Guadalajara,El Sotillo,19260
Sotillo de la Adrada,Ávila,Sotillo de la Adrada,5240
Sotillo de la Ribera,Burgos,Sotillo de la Ribera,9369
Sotillo de las Palomas,Toledo,Sotillo de las Palomas,45164
Sotillo del Rincón,Soria,Sotillo del Rincón,42174
Soto de Cerrato,Palencia,Soto de Cerrato,34177
Soto de la Vega,León,Soto de la Vega,24166
Soto del Barco,Asturias,Soto del Barco,33069
Soto del Real,Madrid,Soto del Real,28144
Soto en Cameros,La Rioja,Soto en Cameros,26146
Soto y Amío,León,Soto y Amío,24167
Sotobañado y Priorato,Palencia,Sotobañado y Priorato,34176
Sotodosos,Guadalajara,Sotodosos,19261
Sotonera (La),Huesca,La Sotonera,22904
Sotorribas,Cuenca,Sotorribas,16909
Sotosalbos,Segovia,Sotosalbos,40199
Sotoserrano,Salamanca,Sotoserrano,37313
Sotragero,Burgos,Sotragero,9372
Sotresgudo,Burgos,Sotresgudo,9373
Soutomaior,Pontevedra,Soutomaior,36053
Suances,Cantabria,Suances,39085
Subirats,Barcelona,Subirats,8273
Sudanell,Lleida,Sudanell,25211
Sueca,Valencia,Sueca,46235
Suellacabras,Soria,Suellacabras,42175
Sueras/Suera,Castellón,Sueras/Suera,12108
Suflí,Almería,Suflí,4087
Sukarrieta,Bizkaia,Sukarrieta,48076
Sumacàrcer,Valencia,Sumacàrcer,46236
Sunbilla,Navarra,Sunbilla,31226
Sunyer,Lleida,Sunyer,25212
Súria,Barcelona,Súria,8274
Susinos del Páramo,Burgos,Susinos del Páramo,9374
Susqueda,Girona,Susqueda,17194
Tabanera de Cerrato,Palencia,Tabanera de Cerrato,34178
Tabanera de Valdavia,Palencia,Tabanera de Valdavia,34179
Tabanera la Luenga,Segovia,Tabanera la Luenga,40200
Tábara,Zamora,Tábara,49214
Tabera de Abajo,Salamanca,Tabera de Abajo,37314
Tabernas,Almería,Tabernas,4088
Taberno,Almería,Taberno,4089
Taboada,Lugo,Taboada,27060
Taboadela,Ourense,Taboadela,32079
Tabuenca,Zaragoza,Tabuenca,50249
Tacoronte,Santa Cruz de Tenerife,Tacoronte,38043
Tafalla,Navarra,Tafalla,31227
Tagamanent,Barcelona,Tagamanent,8276
Taha (La),Granada,La Taha,18901
Tahal,Almería,Tahal,4090
Tajahuerce,Soria,Tajahuerce,42176
Tajueco,Soria,Tajueco,42177
Tala (La),Salamanca,La Tala,37315
Talamanca,Barcelona,Talamanca,8277
Talamanca de Jarama,Madrid,Talamanca de Jarama,28145
Talamantes,Zaragoza,Talamantes,50250
Talarn,Lleida,Talarn,25215
Talarrubias,Badajoz,Talarrubias,6127
Talaván,Cáceres,Talaván,10178
Talavera,Lleida,Talavera,25216
Talavera de la Reina,Toledo,Talavera de la Reina,45165
Talavera la Real,Badajoz,Talavera la Real,6128
Talaveruela de la Vera,Cáceres,Talaveruela de la Vera,10179
Talayuela,Cáceres,Talayuela,10180
Talayuelas,Cuenca,Talayuelas,16202
Tales,Castellón,Tales,12109
Táliga,Badajoz,Táliga,6129
Tallada d'Empordà (La),Girona,La Tallada d'Empordà,17195
Talveila,Soria,Talveila,42178
Tamajón,Guadalajara,Tamajón,19262
Tamames,Salamanca,Tamames,37316
Támara de Campos,Palencia,Támara de Campos,34180
Tamarite de Litera,Huesca,Tamarite de Litera,22225
Tamariz de Campos,Valladolid,Tamariz de Campos,47162
Tamarón,Burgos,Tamarón,9375
Tamurejo,Badajoz,Tamurejo,6130
Tanque (El),Santa Cruz de Tenerife,El Tanque,38044
Tapia de Casariego,Asturias,Tapia de Casariego,33070
Tapioles,Zamora,Tapioles,49216
Taradell,Barcelona,Taradell,8278
Taragudo,Guadalajara,Taragudo,19263
Taramundi,Asturias,Taramundi,33071
Tarancón,Cuenca,Tarancón,16203
Taravilla,Guadalajara,Taravilla,19264
Tarazona,Zaragoza,Tarazona,50251
Tarazona de Guareña,Salamanca,Tarazona de Guareña,37317
Tarazona de la Mancha,Albacete,Tarazona de la Mancha,2073
Tàrbena,Alicante,Tàrbena,3127
Tardáguila,Salamanca,Tardáguila,37318
Tardajos,Burgos,Tardajos,9377
Tardelcuende,Soria,Tardelcuende,42181
Tardienta,Huesca,Tardienta,22226
Tariego de Cerrato,Palencia,Tariego de Cerrato,34181
Tarifa,Cádiz,Tarifa,11035
Taroda,Soria,Taroda,42182
Tarragona,Tarragona,Tarragona,43148
Tàrrega,Lleida,Tàrrega,25217
Tarrés,Lleida,Tarrés,25218
Tarroja de Segarra,Lleida,Tarroja de Segarra,25219
Tartanedo,Guadalajara,Tartanedo,19265
Tauste,Zaragoza,Tauste,50252
Tavernes Blanques,Valencia,Tavernes Blanques,46237
Tavernes de la Valldigna,Valencia,Tavernes de la Valldigna,46238
Tavèrnoles,Barcelona,Tavèrnoles,8275
Tavertet,Barcelona,Tavertet,8280
Tazacorte,Santa Cruz de Tenerife,Tazacorte,38045
Teba,Málaga,Teba,29089
Tébar,Cuenca,Tébar,16204
Tegueste,Santa Cruz de Tenerife,Tegueste,38046
Teguise,Las Palmas,Teguise,35024
Teià,Barcelona,Teià,8281
Teixeira (A),Ourense,A Teixeira,32080
Tejada,Burgos,Tejada,9378
