municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta
Chandrexa de Queixa,Ourense,Chandrexa de Queixa,500.98,6
Chantada,Lugo,Chantada,647.93,44
Chañe,Segovia,Chañe,-,-
Chapinería,Madrid,Chapinería,1466.91,23
Chauchina,Granada,Chauchina,816.97,99
Checa,Guadalajara,Checa,423.73,1
Cheles,Badajoz,Cheles,652.03,5
Chella,Valencia,Chella,-,-
Chelva,Valencia,Chelva,-,-
Chequilla,Guadalajara,Chequilla,0,0
Chera,Valencia,Chera,-,-
Chercos,Almería,Chercos,322.21,4
Cheste,Valencia,Cheste,1135.37,117
Chía,Huesca,Chía,383.28,1
Chiclana de la Frontera,Cádiz,Chiclana de la Frontera,2357.36,1316
Chiclana de Segura,Jaén,Chiclana de Segura,289.14,9
Chilches/Xilxes,Castellón,Chilches,2822.22,97
Chillarón de Cuenca,Cuenca,Chillarón de Cuenca,790.52,39
Chillarón del Rey,Guadalajara,Chillarón del Rey,935.48,1
Chillón,Ciudad Real,Chillón,287.76,17
Chilluévar,Jaén,Chilluévar,476.19,2
Chiloeches,Guadalajara,Chiloeches,1351.02,61
Chimeneas,Granada,Chimeneas,474.99,18
Chimillas,Huesca,Chimillas,1265.49,2
Chinchilla de Monte-Aragón,Albacete,Chinchilla de Monte-Aragón,951.7,118
Chinchón,Madrid,Chinchón,1018.25,98
Chipiona,Cádiz,Chipiona,1716.6,467
Chiprana,Zaragoza,Chiprana,-,-
Chirivel,Almería,Chirivel,613.62,40
Chiva,Valencia,Chiva,1083.09,645
Chodes,Zaragoza,Chodes,-,-
Chodos/Xodos,Castellón,Chodos,-,-
Chóvar,Castellón,Chóvar,641.27,6
Chozas de Abajo,León,Chozas de Abajo,717.37,53
Chozas de Canales,Toledo,Chozas de Canales,827.84,55
Chucena,Huelva,Chucena,940.0,12
Chueca,Toledo,Chueca,-,-
Chulilla,Valencia,Chulilla,-,-
Chumillas,Cuenca,Chumillas,0,0
Churriana de la Vega,Granada,Churriana de la Vega,1269.04,292
Ciadoncha,Burgos,Ciadoncha,475.0,2
Cidamón,La Rioja,Cidamón,3233.33,1
Cidones,Soria,Cidones,-,-
Ciempozuelos,Madrid,Ciempozuelos,1322.55,214
Cierva (La),Cuenca,La Cierva,0,0
Cieza,Murcia,Cieza,860.32,227
Cieza,Cantabria,Cieza,789.08,283
Cifuentes,Guadalajara,Cifuentes,604.93,34
Cigales,Valladolid,Cigales,1132.58,100
Cigudosa,Soria,Cigudosa,-,-
Ciguñuela,Valladolid,Ciguñuela,-,-
Cihuela,Soria,Cihuela,-,-
Cihuri,La Rioja,Cihuri,878.41,38
Cijuela,Granada,Cijuela,612.5,105
Cillán,Ávila,Cillán,150.9,2
Cillaperlata,Burgos,Cillaperlata,27.97,1
Cilleros,Cáceres,Cilleros,560.28,9
Cilleros de la Bastida,Salamanca,Cilleros de la Bastida,0,0
Cilleruelo de Abajo,Burgos,Cilleruelo de Abajo,365.16,4
Cilleruelo de Arriba,Burgos,Cilleruelo de Arriba,254.78,1
Cilleruelo de San Mamés,Segovia,Cilleruelo de San Mamés,-,-
Cillorigo de Liébana,Cantabria,Cillorigo de Liébana,-,-
Cimanes de la Vega,León,Cimanes de la Vega,145.62,2
Cimanes del Tejar,León,Cimanes del Tejar,590.33,10
Cimballa,Zaragoza,Cimballa,-,-
Cinco Olivas,Zaragoza,Cinco Olivas,-,-
Cincovillas,Guadalajara,Cincovillas,1000.0,1
Cinctorres,Castellón,Cinctorres,299.45,9
Cintruénigo,Navarra,Cintruénigo,924.06,51
Cipérez,Salamanca,Cipérez,581.62,5
Cirat,Castellón,Cirat,379.51,10
Cirauqui/Zirauki,Navarra,Cirauqui,-,-
Ciria,Soria,Ciria,-,-
Ciriza/Ziritza,Navarra,Ciriza,-,-
Ciruelas,Guadalajara,Ciruelas,304.0,2
Ciruelos,Toledo,Ciruelos,401.52,22
Ciruelos de Cervera,Burgos,Ciruelos de Cervera,285.52,3
Ciruelos del Pinar,Guadalajara,Ciruelos del Pinar,204.05,2
Cirueña,La Rioja,Cirueña,1226.17,102
Cirujales del Río,Soria,Cirujales del Río,-,-
Cisla,Ávila,Cisla,497.27,1
Cisneros,Palencia,Cisneros,321.82,7
Cistella,Girona,Cistella,1352.42,16
Cistérniga,Valladolid,Cistérniga,1357.07,95
Cistierna,León,Cistierna,660.92,51
Ciudad Real,Ciudad Real,Ciudad Real,1211.13,1648
Ciudad Rodrigo,Salamanca,Ciudad Rodrigo,1010.56,322
Ciutadella de Menorca,Illes Balears,Ciutadella de Menorca,2502.96,1249
Ciutadilla,Lleida,Ciutadilla,385.3,2
Cizur,Navarra,Cizur,1777.14,17
Clarés de Ribota,Zaragoza,Clarés de Ribota,-,-
Clariana de Cardener,Lleida,Clariana de Cardener,0,0
Clavijo,La Rioja,Clavijo,1472.16,13
Coaña,Asturias,Coaña,1114.22,43
Cóbdar,Almería,Cóbdar,858.3,3
Cobeja,Toledo,Cobeja,835.3,31
Cobeña,Madrid,Cobeña,1912.55,34
Cobeta,Guadalajara,Cobeta,0,0
Cobisa,Toledo,Cobisa,183.62,27
Cobos de Cerrato,Palencia,Cobos de Cerrato,140.29,2
Cobos de Fuentidueña,Segovia,Cobos de Fuentidueña,-,-
Cobreros,Zamora,Cobreros,-,-
Coca,Segovia,Coca,-,-
Coca de Alba,Salamanca,Coca de Alba,66.67,1
Cocentaina,Alicante,Cocentaina,1010.65,268
Codo,Zaragoza,Codo,-,-
Codoñera (La),Teruel,La Codoñera,-,-
Codorniz,Segovia,Codorniz,-,-
Codos,Zaragoza,Codos,-,-
Codosera (La),Badajoz,La Codosera,797.15,18
Cofrentes,Valencia,Cofrentes,-,-
Cogeces de Íscar,Valladolid,Cogeces de Íscar,-,-
Cogeces del Monte,Valladolid,Cogeces del Monte,-,-
Cogollor,Guadalajara,Cogollor,0,0
Cogollos,Burgos,Cogollos,826.21,20
Cogollos de Guadix,Granada,Cogollos de Guadix,562.23,13
Cogollos de la Vega,Granada,Cogollos de la Vega,450.0,108
Cogolludo,Guadalajara,Cogolludo,637.02,21
Cogul (El),Lleida,El Cogul,0,0
Coín,Málaga,Coín,1826.44,557
Coirós,A Coruña,Coirós,867.77,36
Colera,Girona,Colera,2759.3,32
Coles,Ourense,Coles,830.42,115
Colilla (La),Ávila,La Colilla,628.31,12
Colindres,Cantabria,Colindres,1564.03,232
Coll de Nargó,Lleida,Coll de Nargó,375.41,8
Collado de Contreras,Ávila,Collado de Contreras,321.18,2
Collado de la Vera,Cáceres,Collado de la Vera,-,-
Collado del Mirón,Ávila,Collado del Mirón,443.35,3
Collado Hermoso,Segovia,Collado Hermoso,-,-
Collado Mediano,Madrid,Collado Mediano,1644.52,89
Collado Villalba,Madrid,Collado Villalba,2029.94,386
Collazos de Boedo,Palencia,Collazos de Boedo,62.5,1
Collbató,Barcelona,Collbató,2763.72,37
Colldejou,Tarragona,Colldejou,-,-
Collsuspina,Barcelona,Collsuspina,1475.69,4
Colmenar,Málaga,Colmenar,1147.13,89
Colmenar de Montemayor,Salamanca,Colmenar de Montemayor,223.72,3
Colmenar de Oreja,Madrid,Colmenar de Oreja,1109.21,106
Colmenar del Arroyo,Madrid,Colmenar del Arroyo,1408.74,22
Colmenar Viejo,Madrid,Colmenar Viejo,2073.36,310
Colmenarejo,Madrid,Colmenarejo,2558.92,71
Colomera,Granada,Colomera,556.9,32
Colomers,Girona,Colomers,1927.66,7
Colunga,Asturias,Colunga,1602.43,98
Colungo,Huesca,Colungo,336.13,1
Coma i la Pedra (La),Lleida,La Coma i la Pedra,1504.91,24
Comares,Málaga,Comares,1238.23,90
Comillas,Cantabria,Comillas,3111.11,122
Cómpeta,Málaga,Cómpeta,1363.6,355
Conca de Dalt,Lleida,Conca de Dalt,957.29,10
Condado de Castilnovo,Segovia,Condado de Castilnovo,-,-
Condado de Treviño,Burgos,Condado de Treviño,1522.72,98
Condemios de Abajo,Guadalajara,Condemios de Abajo,195.83,2
Condemios de Arriba,Guadalajara,Condemios de Arriba,278.32,3
Conesa,Tarragona,Conesa,-,-
Confrides,Alicante,Confrides,1003.37,15
Congosto,León,Congosto,391.46,29
Congosto de Valdavia,Palencia,Congosto de Valdavia,310.59,2
Congostrina,Guadalajara,Congostrina,288.61,3
Conil de la Frontera,Cádiz,Conil de la Frontera,2555.21,293
Conquista,Córdoba,Conquista,457.48,5
Conquista de la Sierra,Cáceres,Conquista de la Sierra,480.95,4
Consell,Illes Balears,Consell,2120.0,34
Constantí,Tarragona,Constantí,805.85,164
Constantina,Sevilla,Constantina,-,-
Constanzana,Ávila,Constanzana,0,0
Consuegra,Toledo,Consuegra,562.5,88
Contamina,Zaragoza,Contamina,-,-
Contreras,Burgos,Contreras,277.78,1
Coomonte,Zamora,Coomonte,-,-
Copernal,Guadalajara,Copernal,0,0
Copons,Barcelona,Copons,771.2,5
Corbalán,Teruel,Corbalán,-,-
Corbera,Valencia,Corbera,658.28,117
Corbera d'Ebre,Tarragona,Corbera d'Ebre,-,-
Corbera de Llobregat,Barcelona,Corbera de Llobregat,1494.71,237
Corbillos de los Oteros,León,Corbillos de los Oteros,117.96,3
Corbins,Lleida,Corbins,626.42,11
Corçà,Girona,Corçà,-,-
Corcos,Valladolid,Corcos,-,-
Corcubión,A Coruña,Corcubión,910.92,22
Córdoba,Córdoba,Córdoba,1409.2,7768
Cordobilla de Lácara,Badajoz,Cordobilla de Lácara,622.37,4
Cordovilla,Salamanca,Cordovilla,762.97,3
Cordovilla la Real,Palencia,Cordovilla la Real,0,0
Cordovín,La Rioja,Cordovín,430.56,2
Corduente,Guadalajara,Corduente,371.7,7
Corella,Navarra,Corella,1273.77,93
Corera,La Rioja,Corera,441.65,10
Coreses,Zamora,Coreses,-,-
Corgo (O),Lugo,O Corgo,1049.91,57
Coria,Cáceres,Coria,739.54,101
Coria del Río,Sevilla,Coria del Río,1259.61,390
Coripe,Sevilla,Coripe,-,-
Coristanco,A Coruña,Coristanco,473.68,23
Cornago,La Rioja,Cornago,268.35,11
Cornellà de Llobregat,Barcelona,Cornellà de Llobregat,2802.97,787
Cornellà del Terri,Girona,Cornellà del Terri,3204.17,19
Cornudella de Montsant,Tarragona,Cornudella de Montsant,-,-
Coronada (La),Badajoz,La Coronada,304.52,13
Coronil (El),Sevilla,El Coronil,-,-
Corpa,Madrid,Corpa,714.83,9
Corporales,La Rioja,Corporales,344.39,4
Corral de Almaguer,Toledo,Corral de Almaguer,-,-
Corral de Ayllón,Segovia,Corral de Ayllón,-,-
Corral de Calatrava,Ciudad Real,Corral de Calatrava,550.09,7
Corral-Rubio,Albacete,Corral-Rubio,1111.11,1
Corrales (Los),Sevilla,Los Corrales,-,-
Corrales de Buelna (Los),Cantabria,Los Corrales de Buelna,1419.32,234
Corrales de Duero,Valladolid,Corrales de Duero,-,-
Corrales del Vino,Zamora,Corrales del Vino,-,-
Corte de Peleas,Badajoz,Corte de Peleas,292.04,9
Corteconcepción,Huelva,Corteconcepción,796.69,3
Cortegada,Ourense,Cortegada,454.78,18
Cortegana,Huelva,Cortegana,351.85,32
Cortelazor,Huelva,Cortelazor,741.02,9
Cortes,Navarra,Cortes,764.79,11
Cortes de Aragón,Teruel,Cortes de Aragón,110.23,5
Cortes de Arenoso,Castellón,Cortes de Arenoso,464.07,7
Cortes de Baza,Granada,Cortes de Baza,582.7,24
Cortes de la Frontera,Málaga,Cortes de la Frontera,1257.62,42
Cortes de Pallás,Valencia,Cortes de Pallás,-,-
Cortes y Graena,Granada,Cortes y Graena,672.54,19
Cortijos (Los),Ciudad Real,Los Cortijos,560.68,4
Corullón,León,Corullón,479.1,5
Coruña (A),A Coruña,A Coruña,2760.5,2216
Coruña del Conde,Burgos,Coruña del Conde,127.82,2
Corvera de Asturias,Asturias,Corvera de Asturias,1082.12,218
Corvera de Toranzo,Cantabria,Corvera de Toranzo,800.94,70
Cosa,Teruel,Cosa,-,-
Coscurita,Soria,Coscurita,-,-
Coslada,Madrid,Coslada,2294.47,278
Cospeito,Lugo,Cospeito,587.46,42
Costitx,Illes Balears,Costitx,2515.0,34
Costur,Castellón,Costur,601.84,19
Cosuenda,Zaragoza,Cosuenda,363.0,12
Cotanes del Monte,Zamora,Cotanes del Monte,-,-
Cotes,Valencia,Cotes,-,-
Cotillas,Albacete,Cotillas,353.34,9
Covaleda,Soria,Covaleda,-,-
Covarrubias,Burgos,Covarrubias,620.47,27
Covelo,Pontevedra,Covelo,-,-
Coves de Vinromà (les),Castellón,Les Coves de Vinromà,-,-
Cox,Alicante,Cox,765.98,55
Cózar,Ciudad Real,Cózar,423.93,14
Cozuelos de Fuentidueña,Segovia,Cozuelos de Fuentidueña,-,-
Crecente,Pontevedra,Crecente,420.19,19
Creixell,Tarragona,Creixell,2852.21,144
Crémenes,León,Crémenes,646.06,10
Crespià,Girona,Crespià,1635.27,16
Crespos,Ávila,Crespos,481.31,6
Cretas,Teruel,Cretas,-,-
Crevillent,Alicante,Crevillent,633.16,477
Cristina,Badajoz,Cristina,487.28,3
Cristóbal,Salamanca,Cristóbal,0,0
Crivillén,Teruel,Crivillén,-,-
Cruïlles Monells i Sant Sadurní de l'Heura,Girona,Cruïlles Monells i Sant Sadurní de l'Heura,-,-
Cuacos de Yuste,Cáceres,Cuacos de Yuste,1248.17,27
Cuadros,León,Cuadros,769.14,32
Cualedro,Ourense,Cualedro,284.46,14
Cuarte de Huerva,Zaragoza,Cuarte de Huerva,1714.74,136
Cuba (La),Teruel,La Cuba,-,-
Cubas de la Sagra,Madrid,Cubas de la Sagra,1450.79,39
Cubel,Zaragoza,Cubel,-,-
Cubelles,Barcelona,Cubelles,2005.2,539
Cubells,Lleida,Cubells,641.29,5
Cubilla,Soria,Cubilla,-,-
Cubillas de Cerrato,Palencia,Cubillas de Cerrato,246.74,2
Cubillas de los Oteros,León,Cubillas de los Oteros,614.0,2
Cubillas de Rueda,León,Cubillas de Rueda,289.67,12
Cubillas de Santa Marta,Valladolid,Cubillas de Santa Marta,-,-
Cubillo,Segovia,Cubillo,-,-
Cubillo de Uceda (El),Guadalajara,El Cubillo de Uceda,677.78,1
Cubillo del Campo,Burgos,Cubillo del Campo,0,0
Cubillos,Zamora,Cubillos,-,-
Cubillos del Sil,León,Cubillos del Sil,619.83,24
Cubla,Teruel,Cubla,-,-
Cubo de Benavente,Zamora,Cubo de Benavente,-,-
Cubo de Bureba,Burgos,Cubo de Bureba,206.74,4
Cubo de Don Sancho (El),Salamanca,El Cubo de Don Sancho,0,0
Cubo de la Solana,Soria,Cubo de la Solana,-,-
Cubo de Tierra del Vino (El),Zamora,El Cubo de Tierra del Vino,-,-
Cucalón,Teruel,Cucalón,-,-
Cudillero,Asturias,Cudillero,1424.54,206
Cuelgamures,Zamora,Cuelgamures,-,-
Cuéllar,Segovia,Cuéllar,394.07,103
Cuenca,Cuenca,Cuenca,1389.68,400
Cuenca de Campos,Valladolid,Cuenca de Campos,-,-
Cuerlas (Las),Zaragoza,Las Cuerlas,-,-
Cuerva,Toledo,Cuerva,-,-
Cuervo (El),Teruel,El Cuervo,-,-
Cuervo de Sevilla (El),Sevilla,El Cuervo de Sevilla,575.49,68
Cueva de Ágreda,Soria,Cueva de Ágreda,-,-
Cueva de Roa (La),Burgos,La Cueva de Roa,939.19,1
Cueva del Hierro,Cuenca,Cueva del Hierro,0,0
Cuevas Bajas,Málaga,Cuevas Bajas,586.35,16
Cuevas de Almudén,Teruel,Cuevas de Almudén,-,-
Cuevas de Provanco,Segovia,Cuevas de Provanco,-,-
Cuevas de San Clemente,Burgos,Cuevas de San Clemente,286.6,3
Cuevas de San Marcos,Málaga,Cuevas de San Marcos,620.49,40
Cuevas del Almanzora,Almería,Cuevas del Almanzora,1477.89,646
Cuevas del Becerro,Málaga,Cuevas del Becerro,673.0,30
Cuevas del Campo,Granada,Cuevas del Campo,546.68,20
Cuevas del Valle,Ávila,Cuevas del Valle,743.76,10
Cuevas Labradas,Teruel,Cuevas Labradas,-,-
Culla,Castellón,Culla,446.09,15
Cúllar,Granada,Cúllar,536.07,40
Cúllar Vega,Granada,Cúllar Vega,936.13,220
Cullera,Valencia,Cullera,2130.21,1280
Culleredo,A Coruña,Culleredo,1838.36,237
Cumbre (La),Cáceres,La Cumbre,675.59,2
Cumbres de Enmedio,Huelva,Cumbres de Enmedio,623.83,2
Cumbres de San Bartolomé,Huelva,Cumbres de San Bartolomé,465.88,3
Cumbres Mayores,Huelva,Cumbres Mayores,933.33,13
Cunit,Tarragona,Cunit,1406.0,715
Cuntis,Pontevedra,Cuntis,1029.87,20
Curiel de Duero,Valladolid,Curiel de Duero,-,-
Curtis,A Coruña,Curtis,652.26,58
Cútar,Málaga,Cútar,172.19,26
Cuzcurrita de Río Tirón,La Rioja,Cuzcurrita de Río Tirón,5303.03,73
Daganzo de Arriba,Madrid,Daganzo de Arriba,1863.89,56
Daimiel,Ciudad Real,Daimiel,689.69,247
Daimús,Valencia,Daimús,1686.67,214
Dalías,Almería,Dalías,976.47,54
Darnius,Girona,Darnius,1304.66,19
Daroca,Zaragoza,Daroca,-,-
Daroca de Rioja,La Rioja,Daroca de Rioja,0,0
Darro,Granada,Darro,399.97,10
Das,Girona,Das,2233.76,12
Daya Nueva,Alicante,Daya Nueva,2038.47,164
Daya Vieja,Alicante,Daya Vieja,1933.76,36
Deba,Gipuzkoa,Deba,-,-
Degaña,Asturias,Degaña,334.66,17
Dehesa de Montejo,Palencia,Dehesa de Montejo,269.42,3
Dehesa de Romanos,Palencia,Dehesa de Romanos,145.16,1
Dehesas de Guadix,Granada,Dehesas de Guadix,809.37,7
Dehesas Viejas,Granada,Dehesas Viejas,738.97,9
Deià,Illes Balears,Deià,-,-
Deifontes,Granada,Deifontes,611.1,15
Deleitosa,Cáceres,Deleitosa,448.67,6
Deltebre,Tarragona,Deltebre,1615.67,288
Dénia,Alicante,Dénia,2598.49,3327
Derio,Bizkaia,Derio,2373.33,28
Descargamaría,Cáceres,Descargamaría,441.97,6
Desojo,Navarra,Desojo,493.61,2
Destriana,León,Destriana,375.98,6
Dévanos,Soria,Dévanos,-,-
Deza,Soria,Deza,-,-
Dicastillo,Navarra,Dicastillo,470.27,9
Diego del Carpio,Ávila,Diego del Carpio,291.41,6
Diezma,Granada,Diezma,3096.84,6
Dílar,Granada,Dílar,1160.7,68
Dima,Bizkaia,Dima,-,-
Dios le Guarde,Salamanca,Dios le Guarde,450.0,1
Dodro,A Coruña,Dodro,505.59,15
Dólar,Granada,Dólar,465.62,6
Dolores,Alicante,Dolores,2039.96,182
Domeño,Valencia,Domeño,-,-
Domingo García,Segovia,Domingo García,331.67,2
Domingo Pérez,Toledo,Domingo Pérez,324.14,20
Domingo Pérez de Granada,Granada,Domingo Pérez de Granada,420.52,4
Don Álvaro,Badajoz,Don Álvaro,345.32,21
Don Benito,Badajoz,Don Benito,947.94,379
Donamaria,Navarra,Donamaria,33110.15,5
Doneztebe/Santesteban,Navarra,Doneztebe,-,-
Donhierro,Segovia,Donhierro,-,-
Donjimeno,Ávila,Donjimeno,420.62,2
Donostia/San Sebastián,Gipuzkoa,Donostia,-,-
Donvidas,Ávila,Donvidas,0,0
Doña Mencía,Córdoba,Doña Mencía,666.76,12
Doñinos de Ledesma,Salamanca,Doñinos de Ledesma,172.41,1
Doñinos de Salamanca,Salamanca,Doñinos de Salamanca,978.33,29
Dos Aguas,Valencia,Dos Aguas,-,-
Dos Hermanas,Sevilla,Dos Hermanas,1455.12,986
Dos Torres,Córdoba,Dos Torres,762.35,15
Dosbarrios,Toledo,Dosbarrios,-,-
Dosrius,Barcelona,Dosrius,1663.68,119
Dozón,Pontevedra,Dozón,223.51,3
Driebes,Guadalajara,Driebes,516.16,3
Dúdar,Granada,Dúdar,1194.02,3
Dueñas,Palencia,Dueñas,680.4,29
Duesaigües,Tarragona,Duesaigües,-,-
Dumbría,A Coruña,Dumbría,1002.34,14
Durango,Bizkaia,Durango,2310.53,178
Dúrcal,Granada,Dúrcal,962.32,128
Durón,Guadalajara,Durón,1124.75,6
Duruelo,Segovia,Duruelo,-,-
Duruelo de la Sierra,Soria,Duruelo de la Sierra,653.85,7
Ea,Bizkaia,Ea,-,-
Echarri/Etxarri,Navarra,Echarri/Etxarri,-,-
Écija,Sevilla,Écija,1343.14,315
Eibar,Gipuzkoa,Eibar,-,-
Eivissa,Illes Balears,Eivissa,-,-
Ejea de los Caballeros,Zaragoza,Ejea de los Caballeros,427.35,72
Éjeme,Salamanca,Éjeme,338.89,3
Ejido (El),Almería,El Ejido,1345.09,2558
Ejulve,Teruel,Ejulve,-,-
Elantxobe,Bizkaia,Elantxobe,-,-
Elche de la Sierra,Albacete,Elche de la Sierra,515.79,67
Elche/Elx,Alicante,Elche,-,-
Elciego,Álava,Elciego,1023.46,13
Elda,Alicante,Elda,726.91,610
Elduain,Gipuzkoa,Elduain,-,-
Elgeta,Gipuzkoa,Elgeta,1921.25,21
Elgoibar,Gipuzkoa,Elgoibar,1374.57,148
Elgorriaga,Navarra,Elgorriaga,1634.31,8
Eliana (l'),Valencia,L' Eliana,-,-
Eljas,Cáceres,Eljas,503.08,5
Elorrio,Bizkaia,Elorrio,-,-
Elvillar/Bilar,Álava,Elvillar,-,-
Embid,Guadalajara,Embid,39.82,1
Embid de Ariza,Zaragoza,Embid de Ariza,-,-
Emperador,Valencia,Emperador,1655.8,3
Encina (La),Salamanca,La Encina,275.0,1
Encina de San Silvestre,Salamanca,Encina de San Silvestre,344.09,1
Encinacorba,Zaragoza,Encinacorba,204.4,3
Encinas,Segovia,Encinas,-,-
Encinas de Abajo,Salamanca,Encinas de Abajo,680.06,20
Encinas de Arriba,Salamanca,Encinas de Arriba,0,0
Encinas de Esgueva,Valladolid,Encinas de Esgueva,-,-
Encinas Reales,Córdoba,Encinas Reales,510.33,28
Encinasola,Huelva,Encinasola,381.49,14
Encinasola de los Comendadores,Salamanca,Encinasola de los Comendadores,291.67,1
Encinedo,León,Encinedo,397.16,7
Encinillas,Segovia,Encinillas,-,-
Encío,Burgos,Encío,240.0,3
Enciso,La Rioja,Enciso,208.73,4
Endrinal,Salamanca,Endrinal,694.44,2
Enériz/Eneritz,Navarra,Enériz,-,-
Enguera,Valencia,Enguera,484.85,67
Enguídanos,Cuenca,Enguídanos,473.45,14
Enix,Almería,Enix,958.86,34
Ènova (l'),Valencia,L' Ènova,-,-
Entrala,Zamora,Entrala,-,-
Entrambasaguas,Cantabria,Entrambasaguas,1627.04,131
Entrena,La Rioja,Entrena,855.02,49
Entrimo,Ourense,Entrimo,452.4,26
Entrín Bajo,Badajoz,Entrín Bajo,249.35,5
Épila,Zaragoza,Épila,-,-
Erandio,Bizkaia,Erandio,2827.79,137
Eratsun,Navarra,Eratsun,428.57,1
Ercina (La),León,La Ercina,362.98,7
Ereño,Bizkaia,Ereño,-,-
Ergoiena,Navarra,Ergoiena,-,-
Erla,Zaragoza,Erla,-,-
Ermua,Bizkaia,Ermua,1315.11,95
Errenteria,Gipuzkoa,Errenteria,1889.43,144
Errezil,Gipuzkoa,Errezil,-,-
Erriberabeitia,Álava,Erriberabeitia,-,-
Erriberagoitia/Ribera Alta,Álava,Erriberagoitia/Ribera Alta,993.97,18
Errigoiti,Bizkaia,Errigoiti,-,-
Erro,Navarra,Erro,587.12,10
Erustes,Toledo,Erustes,-,-
Escacena del Campo,Huelva,Escacena del Campo,735.37,17
Escala (L'),Girona,L' Escala,-,-
Escalante,Cantabria,Escalante,1122.45,35
Escalona,Toledo,Escalona,1656.25,162
Escalona del Prado,Segovia,Escalona del Prado,338.33,2
Escalonilla,Toledo,Escalonilla,-,-
Escamilla,Guadalajara,Escamilla,411.48,3
Escañuela,Jaén,Escañuela,475.25,4
Escarabajosa de Cabezas,Segovia,Escarabajosa de Cabezas,-,-
Escariche,Guadalajara,Escariche,704.35,6
Escatrón,Zaragoza,Escatrón,-,-
Escobar de Campos,León,Escobar de Campos,0,0
Escobar de Polendos,Segovia,Escobar de Polendos,-,-
Escobosa de Almazán,Soria,Escobosa de Almazán,-,-
Escopete,Guadalajara,Escopete,681.71,7
Escorca,Illes Balears,Escorca,-,-
Escorial (El),Madrid,El Escorial,2013.18,155
Escorihuela,Teruel,Escorihuela,-,-
Escucha,Teruel,Escucha,-,-
Escurial,Cáceres,Escurial,423.4,3
Escurial de la Sierra,Salamanca,Escurial de la Sierra,541.67,1
Escúzar,Granada,Escúzar,451.59,14
Esgos,Ourense,Esgos,438.36,28
Esguevillas de Esgueva,Valladolid,Esguevillas de Esgueva,-,-
Eskoriatza,Gipuzkoa,Eskoriatza,1326.35,6
Eslava,Navarra,Eslava,306.33,3
Eslida,Castellón,Eslida,462.78,39
Espadaña,Salamanca,Espadaña,0,0
Espadañedo,Zamora,Espadañedo,-,-
Espadilla,Castellón,Espadilla,816.37,4
Esparragalejo,Badajoz,Esparragalejo,474.01,13
Esparragosa de la Serena,Badajoz,Esparragosa de la Serena,513.17,3
Esparragosa de Lares,Badajoz,Esparragosa de Lares,222.79,8
Esparreguera,Barcelona,Esparreguera,1963.44,152
Espartinas,Sevilla,Espartinas,1202.88,204
Esparza de Salazar/Espartza Zaraitzu,Navarra,Esparza de Salazar,-,-
Espeja,Salamanca,Espeja,1178.52,6
Espeja de San Marcelino,Soria,Espeja de San Marcelino,-,-
Espejo,Córdoba,Espejo,425.85,19
Espejón,Soria,Espejón,-,-
Espeluy,Jaén,Espeluy,636.9,3
Espera,Cádiz,Espera,507.95,13
Espiel,Córdoba,Espiel,686.99,25
Espinar (El),Segovia,El Espinar,713.84,169
Espinelves,Girona,Espinelves,1336.93,3
Espino de la Orbada,Salamanca,Espino de la Orbada,133.33,1
Espinosa de Cerrato,Palencia,Espinosa de Cerrato,266.67,1
Espinosa de Cervera,Burgos,Espinosa de Cervera,479.17,1
Espinosa de Henares,Guadalajara,Espinosa de Henares,675.81,21
Espinosa de los Caballeros,Ávila,Espinosa de los Caballeros,191.64,1
Espinosa de los Monteros,Burgos,Espinosa de los Monteros,407.47,78
Espinosa de Villagonzalo,Palencia,Espinosa de Villagonzalo,264.09,4
Espinosa del Camino,Burgos,Espinosa del Camino,114.29,1
Espinoso del Rey,Toledo,Espinoso del Rey,-,-
Espirdo,Segovia,Espirdo,938.95,100
Esplegares,Guadalajara,Esplegares,0,0
Espluga Calba (L'),Lleida,L' Espluga Calba,-,-
Espluga de Francolí (L'),Tarragona,L' Espluga de Francolí,-,-
Esplugues de Llobregat,Barcelona,Esplugues de Llobregat,4288.71,408
Esplús,Huesca,Esplús,434.19,9
Espolla,Girona,Espolla,1240.69,2
Esponellà,Girona,Esponellà,-,-
Esporles,Illes Balears,Esporles,850000.0,73
Espot,Lleida,Espot,1680.4,9
Espronceda,Navarra,Espronceda,311.36,2
Espunyola (L'),Barcelona,L' Espunyola,-,-
Esquirol (L'),Barcelona,L' Esquirol,-,-
Esquivias,Toledo,Esquivias,1958.33,67
Establés,Guadalajara,Establés,298.27,3
Estada,Huesca,Estada,166.67,1
Estadilla,Huesca,Estadilla,431.16,19
Estamariu,Lleida,Estamariu,652.99,2
Estany (L'),Barcelona,L' Estany,-,-
Estaràs,Lleida,Estaràs,-,-
Estella-Lizarra,Navarra,Estella-Lizarra,1375.0,153
Estellencs,Illes Balears,Estellencs,-,-
Estepa,Sevilla,Estepa,-,-
Estepa de San Juan,Soria,Estepa de San Juan,-,-
Estépar,Burgos,Estépar,605.38,14
Estepona,Málaga,Estepona,3415.53,6414
Estercuel,Teruel,Estercuel,-,-
Esteribar,Navarra,Esteribar,1439.03,25
Esterri d'Àneu,Lleida,Esterri d'Àneu,-,-
Esterri de Cardós,Lleida,Esterri de Cardós,800.0,1
Estivella,Valencia,Estivella,1354,41
