codigo_ine,municipio,provincia,municipio_nombre_humano
08267,Sentmenat,Barcelona,Sentmenat
46227,Senyera,Valencia,Senyera
37304,Sepulcro-Hilario,Salamanca,Sepulcro-Hilario
40195,Sepúlveda,Segovia,Sepúlveda
40196,Sequera de Fresno,Segovia,Sequera de Fresno
09365,Sequera de Haza (La),Burgos,La Sequera de Haza
37305,Sequeros,Salamanca,Sequeros
17190,Serinyà,Girona,Serinyà
34175,Serna (La),Palencia,La Serna
28138,Serna del Monte (La),Madrid,La Serna del Monte
04083,Serón,Almería,Serón
42171,Serón de Nágima,Soria,Serón de Nágima
25204,Seròs,Lleida,Seròs
46228,Serra,Valencia,Serra
17191,Serra de Daró,Girona,Serra de Daró
47159,Serrada,Valladolid,Serrada
05232,Serrada (La),Ávila,La Serrada
10175,Serradilla,Cáceres,Serradilla
37306,Serradilla del Arroyo,Salamanca,Serradilla del Arroyo
37307,Serradilla del Llano,Salamanca,Serradilla del Llano
05233,Serranillos,Ávila,Serranillos
28140,Serranillos del Valle,Madrid,Serranillos del Valle
12103,Serratella (La),Castellón,La Serratella
29904,Serrato,Málaga,Serrato
10176,Serrejón,Cáceres,Serrejón
22220,Sesa,Huesca,Sesa
45161,Seseña,Toledo,Seseña
31224,Sesma,Navarra,Sesma
48084,Sestao,Bizkaia,Sestao
50243,Sestrica,Zaragoza,Sestrica
22221,Sesué,Huesca,Sesué
17192,Setcases,Girona,Setcases
11034,Setenil de las Bodegas,Cádiz,Setenil de las Bodegas
19255,Setiles,Guadalajara,Setiles
25203,Seu d'Urgell (La),Lleida,La Seu d'Urgell
08269,Seva,Barcelona,Seva
41091,Sevilla,Sevilla,Sevilla
28141,Sevilla la Nueva,Madrid,Sevilla la Nueva
45162,Sevilleja de la Jara,Toledo,Sevilleja de la Jara
25205,Sidamon,Lleida,Sidamon
19256,Sienes,Guadalajara,Sienes
33066,Siero,Asturias,Siero
37309,Sierpe (La),Salamanca,La Sierpe
10177,Sierra de Fuentes,Cáceres,Sierra de Fuentes
50244,Sierra de Luna,Zaragoza,Sierra de Luna
29088,Sierra de Yeguas,Málaga,Sierra de Yeguas
12105,Sierra Engarcerán,Castellón,Sierra Engarcerán
04084,Sierro,Almería,Sierro
22222,Siétamo,Huesca,Siétamo
46229,Siete Aguas,Valencia,Siete Aguas
47160,Siete Iglesias de Trabancos,Valladolid,Siete Iglesias de Trabancos
37310,Sieteiglesias de Tormes,Salamanca,Sieteiglesias de Tormes
05234,Sigeres,Ávila,Sigeres
19257,Sigüenza,Guadalajara,Sigüenza
50245,Sigüés,Zaragoza,Sigüés
23082,Siles,Jaén,Siles
46230,Silla,Valencia,Silla
36052,Silleda,Pontevedra,Silleda
38042,Silos (Los),Santa Cruz de Tenerife,Los Silos
17193,Sils,Girona,Sils
47161,Simancas,Valladolid,Simancas
46231,Simat de la Valldigna,Valencia,Simat de la Valldigna
46232,Sinarcas,Valencia,Sinarcas
07060,Sineu,Islas Baleares,Sineu
44213,Singra,Teruel,Singra
05235,Sinlabajos,Ávila,Sinlabajos
06125,Siruela,Badajoz,Siruela
50246,Sisamón,Zaragoza,Sisamón
16198,Sisante,Cuenca,Sisante
08270,Sitges,Barcelona,Sitges
17052,Siurana,Girona,Siurana
39083,Soba,Cantabria,Soba
27059,Sober,Lugo,Sober
50247,Sobradiel,Zaragoza,Sobradiel
37311,Sobradillo,Salamanca,Sobradillo
24165,Sobrado,León,Sobrado
15080,Sobrado,A Coruña,Sobrado
08271,Sobremunt,Barcelona,Sobremunt
33067,Sobrescobio,Asturias,Sobrescobio
02072,Socovos,Albacete,Socovos
13078,Socuéllamos,Ciudad Real,Socuéllamos
26143,Sojuela,La Rioja,Sojuela
13079,Solana (La),Ciudad Real,La Solana
05236,Solana de Ávila,Ávila,Solana de Ávila
06126,Solana de los Barros,Badajoz,Solana de los Barros
05237,Solana de Rioalmar,Ávila,Solana de Rioalmar
13080,Solana del Pino,Ciudad Real,Solana del Pino
19258,Solanillos del Extremo,Guadalajara,Solanillos del Extremo
09366,Solarana,Burgos,Solarana
16199,Solera de Gabaldón,Cuenca,Solera de Gabaldón
25206,Soleràs (El),Lleida,El Soleràs
42172,Soliedra,Soria,Soliedra
43147,Solivella,Tarragona,Solivella
46233,Sollana,Valencia,Sollana
07061,Sóller,Islas Baleares,Sóller
39084,Solórzano,Cantabria,Solórzano
05238,Solosancho,Ávila,Solosancho
25207,Solsona,Lleida,Solsona
33068,Somiedo,Asturias,Somiedo
19259,Somolinos,Guadalajara,Somolinos
04085,Somontín,Almería,Somontín
28143,Somosierra,Madrid,Somosierra
15081,Somozas (As),A Coruña,As Somozas
07062,Son Servera,Islas Baleares,Son Servera
48904,Sondika,Bizkaia,Sondika
12106,Soneja,Castellón,Soneja
45163,Sonseca,Toledo,Sonseca
22223,Sopeira,Huesca,Sopeira
48085,Sopela,Bizkaia,Sopela
18176,Soportújar,Granada,Soportújar
48086,Sopuerta,Bizkaia,Sopuerta
08272,Sora,Barcelona,Sora
20065,Soraluze-Placencia de las Armas,Gipuzkoa,Soraluze-Placencia de las Armas
04086,Sorbas,Almería,Sorbas
09368,Sordillos,Burgos,Sordillos
42173,Soria,Soria,Soria
25208,Soriguera,Lleida,Soriguera
37312,Sorihuela,Salamanca,Sorihuela
23084,Sorihuela del Guadalimar,Jaén,Sorihuela del Guadalimar
31225,Sorlada,Navarra,Sorlada
25209,Sort,Lleida,Sort
18177,Sorvilán,Granada,Sorvilán
26144,Sorzano,La Rioja,Sorzano
50248,Sos del Rey Católico,Zaragoza,Sos del Rey Católico
25210,Soses,Lleida,Soses
46234,Sot de Chera,Valencia,Sot de Chera
12107,Sot de Ferrer,Castellón,Sot de Ferrer
05239,Sotalbo,Ávila,Sotalbo
26145,Sotés,La Rioja,Sotés
40198,Sotillo,Segovia,Sotillo
19260,Sotillo (El),Guadalajara,El Sotillo
05240,Sotillo de la Adrada,Ávila,Sotillo de la Adrada
09369,Sotillo de la Ribera,Burgos,Sotillo de la Ribera
45164,Sotillo de las Palomas,Toledo,Sotillo de las Palomas
42174,Sotillo del Rincón,Soria,Sotillo del Rincón
34177,Soto de Cerrato,Palencia,Soto de Cerrato
24166,Soto de la Vega,León,Soto de la Vega
33069,Soto del Barco,Asturias,Soto del Barco
28144,Soto del Real,Madrid,Soto del Real
26146,Soto en Cameros,La Rioja,Soto en Cameros
24167,Soto y Amío,León,Soto y Amío
34176,Sotobañado y Priorato,Palencia,Sotobañado y Priorato
19261,Sotodosos,Guadalajara,Sotodosos
22904,Sotonera (La),Huesca,La Sotonera
16909,Sotorribas,Cuenca,Sotorribas
40199,Sotosalbos,Segovia,Sotosalbos
37313,Sotoserrano,Salamanca,Sotoserrano
09372,Sotragero,Burgos,Sotragero
09373,Sotresgudo,Burgos,Sotresgudo
36053,Soutomaior,Pontevedra,Soutomaior
39085,Suances,Cantabria,Suances
08273,Subirats,Barcelona,Subirats
25211,Sudanell,Lleida,Sudanell
46235,Sueca,Valencia,Sueca
42175,Suellacabras,Soria,Suellacabras
12108,Sueras/Suera,Castellón,Sueras/Suera
04087,Suflí,Almería,Suflí
48076,Sukarrieta,Bizkaia,Sukarrieta
46236,Sumacàrcer,Valencia,Sumacàrcer
31226,Sunbilla,Navarra,Sunbilla
25212,Sunyer,Lleida,Sunyer
08274,Súria,Barcelona,Súria
09374,Susinos del Páramo,Burgos,Susinos del Páramo
17194,Susqueda,Girona,Susqueda
34178,Tabanera de Cerrato,Palencia,Tabanera de Cerrato
34179,Tabanera de Valdavia,Palencia,Tabanera de Valdavia
40200,Tabanera la Luenga,Segovia,Tabanera la Luenga
49214,Tábara,Zamora,Tábara
37314,Tabera de Abajo,Salamanca,Tabera de Abajo
04088,Tabernas,Almería,Tabernas
04089,Taberno,Almería,Taberno
27060,Taboada,Lugo,Taboada
32079,Taboadela,Ourense,Taboadela
50249,Tabuenca,Zaragoza,Tabuenca
38043,Tacoronte,Santa Cruz de Tenerife,Tacoronte
31227,Tafalla,Navarra,Tafalla
08276,Tagamanent,Barcelona,Tagamanent
18901,Taha (La),Granada,La Taha
04090,Tahal,Almería,Tahal
42176,Tajahuerce,Soria,Tajahuerce
42177,Tajueco,Soria,Tajueco
37315,Tala (La),Salamanca,La Tala
08277,Talamanca,Barcelona,Talamanca
28145,Talamanca de Jarama,Madrid,Talamanca de Jarama
50250,Talamantes,Zaragoza,Talamantes
25215,Talarn,Lleida,Talarn
06127,Talarrubias,Badajoz,Talarrubias
10178,Talaván,Cáceres,Talaván
25216,Talavera,Lleida,Talavera
45165,Talavera de la Reina,Toledo,Talavera de la Reina
06128,Talavera la Real,Badajoz,Talavera la Real
10179,Talaveruela de la Vera,Cáceres,Talaveruela de la Vera
10180,Talayuela,Cáceres,Talayuela
16202,Talayuelas,Cuenca,Talayuelas
12109,Tales,Castellón,Tales
06129,Táliga,Badajoz,Táliga
17195,Tallada d'Empordà (La),Girona,La Tallada d'Empordà
42178,Talveila,Soria,Talveila
19262,Tamajón,Guadalajara,Tamajón
37316,Tamames,Salamanca,Tamames
34180,Támara de Campos,Palencia,Támara de Campos
22225,Tamarite de Litera,Huesca,Tamarite de Litera
47162,Tamariz de Campos,Valladolid,Tamariz de Campos
09375,Tamarón,Burgos,Tamarón
06130,Tamurejo,Badajoz,Tamurejo
38044,Tanque (El),Santa Cruz de Tenerife,El Tanque
33070,Tapia de Casariego,Asturias,Tapia de Casariego
49216,Tapioles,Zamora,Tapioles
08278,Taradell,Barcelona,Taradell
19263,Taragudo,Guadalajara,Taragudo
33071,Taramundi,Asturias,Taramundi
16203,Tarancón,Cuenca,Tarancón
19264,Taravilla,Guadalajara,Taravilla
50251,Tarazona,Zaragoza,Tarazona
37317,Tarazona de Guareña,Salamanca,Tarazona de Guareña
02073,Tarazona de la Mancha,Albacete,Tarazona de la Mancha
03127,Tàrbena,Alicante,Tàrbena
37318,Tardáguila,Salamanca,Tardáguila
09377,Tardajos,Burgos,Tardajos
42181,Tardelcuende,Soria,Tardelcuende
22226,Tardienta,Huesca,Tardienta
34181,Tariego de Cerrato,Palencia,Tariego de Cerrato
11035,Tarifa,Cádiz,Tarifa
42182,Taroda,Soria,Taroda
43148,Tarragona,Tarragona,Tarragona
25217,Tàrrega,Lleida,Tàrrega
25218,Tarrés,Lleida,Tarrés
25219,Tarroja de Segarra,Lleida,Tarroja de Segarra
19265,Tartanedo,Guadalajara,Tartanedo
50252,Tauste,Zaragoza,Tauste
46237,Tavernes Blanques,Valencia,Tavernes Blanques
46238,Tavernes de la Valldigna,Valencia,Tavernes de la Valldigna
08275,Tavèrnoles,Barcelona,Tavèrnoles
08280,Tavertet,Barcelona,Tavertet
38045,Tazacorte,Santa Cruz de Tenerife,Tazacorte
29089,Teba,Málaga,Teba
16204,Tébar,Cuenca,Tébar
38046,Tegueste,Santa Cruz de Tenerife,Tegueste
35024,Teguise,Las Palmas,Teguise
08281,Teià,Barcelona,Teià
32080,Teixeira (A),Ourense,A Teixeira
09378,Tejada,Burgos,Tejada
16205,Tejadillos,Cuenca,Tejadillos
42183,Tejado,Soria,Tejado
37319,Tejado (El),Salamanca,El Tejado
35025,Tejeda,Las Palmas,Tejeda
10181,Tejeda de Tiétar,Cáceres,Tejeda de Tiétar
37320,Tejeda y Segoyuela,Salamanca,Tejeda y Segoyuela
35026,Telde,Las Palmas,Telde
22227,Tella-Sin,Huesca,Tella-Sin
45166,Tembleque,Toledo,Tembleque
19266,Tendilla,Guadalajara,Tendilla
37321,Tenebrón,Salamanca,Tenebrón
15082,Teo,A Coruña,Teo
12110,Teresa,Castellón,Teresa
46239,Teresa de Cofrentes,Valencia,Teresa de Cofrentes
25220,Térmens,Lleida,Térmens
35027,Teror,Las Palmas,Teror
04091,Terque,Almería,Terque
17196,Terrades,Girona,Terrades
37322,Terradillos,Salamanca,Terradillos
09380,Terradillos de Esgueva,Burgos,Terradillos de Esgueva
08279,Terrassa,Barcelona,Terrassa
46240,Terrateig,Valencia,Terrateig
50253,Terrer,Zaragoza,Terrer
44215,Terriente,Teruel,Terriente
13081,Terrinches,Ciudad Real,Terrinches
26147,Terroba,La Rioja,Terroba
44216,Teruel,Teruel,Teruel
19267,Terzaga,Guadalajara,Terzaga
03128,Teulada,Alicante,Teulada
33072,Teverga,Asturias,Teverga
08282,Tiana,Barcelona,Tiana
35028,Tías,Las Palmas,Tías
03129,Tibi,Alicante,Tibi
31228,Tiebas-Muruarte de Reta,Navarra,Tiebas-Muruarte de Reta
47163,Tiedra,Valladolid,Tiedra
28146,Tielmes,Madrid,Tielmes
05241,Tiemblo (El),Ávila,El Tiemblo
50254,Tierga,Zaragoza,Tierga
22228,Tierz,Huesca,Tierz
19268,Tierzo,Guadalajara,Tierzo
10904,Tiétar,Cáceres,Tiétar
38047,Tijarafe,Santa Cruz de Tenerife,Tijarafe
04092,Tíjola,Almería,Tíjola
16206,Tinajas,Cuenca,Tinajas
35029,Tinajo,Las Palmas,Tinajo
33073,Tineo,Asturias,Tineo
09381,Tinieblas de la Sierra,Burgos,Tinieblas de la Sierra
05242,Tiñosillos,Ávila,Tiñosillos
31229,Tirapu,Navarra,Tirapu
26148,Tirgo,La Rioja,Tirgo
12111,Tírig,Castellón,Tírig
25221,Tírvia,Lleida,Tírvia
46241,Titaguas,Valencia,Titaguas
28147,Titulcia,Madrid,Titulcia
25222,Tiurana,Lleida,Tiurana
43149,Tivenys,Tarragona,Tivenys
43150,Tivissa,Tarragona,Tivissa
19269,Toba (La),Guadalajara,La Toba
09382,Tobar,Burgos,Tobar
02074,Tobarra,Albacete,Tobarra
50255,Tobed,Zaragoza,Tobed
26149,Tobía,La Rioja,Tobía
45167,Toboso (El),Toledo,El Toboso
41092,Tocina,Sevilla,Tocina
12112,Todolella,Castellón,Todolella
32081,Toén,Ourense,Toén
12113,Toga,Castellón,Toga
39086,Tojos (Los),Cantabria,Los Tojos
05243,Tolbaños,Ávila,Tolbaños
45168,Toledo,Toledo,Toledo
03130,Tollos,Alicante,Tollos
40201,Tolocirio,Segovia,Tolocirio
20071,Tolosa,Gipuzkoa,Tolosa
29090,Tolox,Málaga,Tolox
22229,Tolva,Huesca,Tolva
41093,Tomares,Sevilla,Tomares
13082,Tomelloso,Ciudad Real,Tomelloso
36054,Tomiño,Pontevedra,Tomiño
08283,Tona,Barcelona,Tona
37323,Topas,Salamanca,Topas
15083,Toques,A Coruña,Toques
25223,Torà,Lleida,Torà
24168,Toral de los Guzmanes,León,Toral de los Guzmanes
24206,Toral de los Vados,León,Toral de los Vados
12114,Torás,Castellón,Torás
47164,Tordehumos,Valladolid,Tordehumos
19271,Tordellego,Guadalajara,Tordellego
19270,Tordelrábano,Guadalajara,Tordelrábano
08284,Tordera,Barcelona,Tordera
47165,Tordesillas,Valladolid,Tordesillas
19272,Tordesilos,Guadalajara,Tordesilos
37324,Tordillos,Salamanca,Tordillos
15084,Tordoia,A Coruña,Tordoia
09384,Tordómar,Burgos,Tordómar
08285,Torelló,Barcelona,Torelló
24169,Toreno,León,Toreno
19274,Torija,Guadalajara,Torija
10182,Toril,Cáceres,Toril
44217,Toril y Masegoso,Teruel,Toril y Masegoso
22230,Torla-Ordesa,Huesca,Torla-Ordesa
42184,Torlengua,Soria,Torlengua
26150,Tormantos,La Rioja,Tormantos
05244,Tormellas,Ávila,Tormellas
44218,Tormón,Teruel,Tormón
03131,Tormos,Alicante,Tormos
25224,Torms (Els),Lleida,Els Torms
25225,Tornabous,Lleida,Tornabous
37325,Tornadizo (El),Salamanca,El Tornadizo
05245,Tornadizos de Ávila,Ávila,Tornadizos de Ávila
10183,Tornavacas,Cáceres,Tornavacas
10184,Torno (El),Cáceres,El Torno
44219,Tornos,Teruel,Tornos
49219,Toro,Zamora,Toro
12115,Toro (El),Castellón,El Toro
34182,Torquemada,Palencia,Torquemada
16209,Torralba,Cuenca,Torralba
22232,Torralba de Aragón,Huesca,Torralba de Aragón
13083,Torralba de Calatrava,Ciudad Real,Torralba de Calatrava
50256,Torralba de los Frailes,Zaragoza,Torralba de los Frailes
44220,Torralba de los Sisones,Teruel,Torralba de los Sisones
45169,Torralba de Oropesa,Toledo,Torralba de Oropesa
50257,Torralba de Ribota,Zaragoza,Torralba de Ribota
12116,Torralba del Pinar,Castellón,Torralba del Pinar
31230,Torralba del Río,Navarra,Torralba del Río
50258,Torralbilla,Zaragoza,Torralbilla
05247,Torre (La),Ávila,La Torre
11036,Torre Alháquime,Cádiz,Torre Alháquime
12119,Torre d'En Besora (La),Castellón,La Torre d'En Besora
12120,Torre d'en Doménec (La),Castellón,La Torre d'en Doménec
44223,Torre de Arcas,Teruel,Torre de Arcas
25227,Torre de Cabdella (La),Lleida,La Torre de Cabdella
08286,Torre de Claramunt (La),Barcelona,La Torre de Claramunt
10187,Torre de Don Miguel,Cáceres,Torre de Don Miguel
47169,Torre de Esgueva,Valladolid,Torre de Esgueva
45171,Torre de Esteban Hambrán (La),Toledo,La Torre de Esteban Hambrán
43151,Torre de Fontaubella (La),Tarragona,La Torre de Fontaubella
13084,Torre de Juan Abad,Ciudad Real,Torre de Juan Abad
43152,Torre de l'Espanyol (La),Tarragona,La Torre de l'Espanyol
44224,Torre de las Arcas,Teruel,Torre de las Arcas
06131,Torre de Miguel Sesmero,Badajoz,Torre de Miguel Sesmero
47170,Torre de Peñafiel,Valladolid,Torre de Peñafiel
10188,Torre de Santa María,Cáceres,Torre de Santa María
24170,Torre del Bierzo,León,Torre del Bierzo
19279,Torre del Burgo,Guadalajara,Torre del Burgo
44225,Torre del Compte,Teruel,Torre del Compte
49220,Torre del Valle (La),Zamora,La Torre del Valle
26153,Torre en Cameros,La Rioja,Torre en Cameros
22233,Torre la Ribera,Huesca,Torre la Ribera
44227,Torre los Negros,Teruel,Torre los Negros
40206,Torre Val de San Pedro,Segovia,Torre Val de San Pedro
18178,Torre-Cardela,Granada,Torre-Cardela
30037,Torre-Pacheco,Murcia,Torre-Pacheco
25233,Torre-serona,Lleida,Torre-serona
40202,Torreadrada,Segovia,Torreadrada
46242,Torrebaja,Valencia,Torrebaja
25226,Torrebesses,Lleida,Torrebesses
42185,Torreblacos,Soria,Torreblacos
12117,Torreblanca,Castellón,Torreblanca
23085,Torreblascopedro,Jaén,Torreblascopedro
40203,Torrecaballeros,Segovia,Torrecaballeros
14062,Torrecampo,Córdoba,Torrecampo
12118,Torrechiva,Castellón,Torrechiva
44221,Torrecilla de Alcañiz,Teruel,Torrecilla de Alcañiz
47166,Torrecilla de la Abadesa,Valladolid,Torrecilla de la Abadesa
45170,Torrecilla de la Jara,Toledo,Torrecilla de la Jara
47167,Torrecilla de la Orden,Valladolid,Torrecilla de la Orden
47168,Torrecilla de la Torre,Valladolid,Torrecilla de la Torre
10185,Torrecilla de los Ángeles,Cáceres,Torrecilla de los Ángeles
09386,Torrecilla del Monte,Burgos,Torrecilla del Monte
40204,Torrecilla del Pinar,Segovia,Torrecilla del Pinar
44222,Torrecilla del Rebollar,Teruel,Torrecilla del Rebollar
26151,Torrecilla en Cameros,La Rioja,Torrecilla en Cameros
26152,Torrecilla sobre Alesanco,La Rioja,Torrecilla sobre Alesanco
10186,Torrecillas de la Tiesa,Cáceres,Torrecillas de la Tiesa
19277,Torrecuadrada de Molina,Guadalajara,Torrecuadrada de Molina
19278,Torrecuadradilla,Guadalajara,Torrecuadradilla
23086,Torredelcampo,Jaén,Torredelcampo
43153,Torredembarra,Tarragona,Torredembarra
23087,Torredonjimeno,Jaén,Torredonjimeno
25228,Torrefarrera,Lleida,Torrefarrera
25907,Torrefeta i Florejacs,Lleida,Torrefeta i Florejacs
09387,Torregalindo,Burgos,Torregalindo
49221,Torregamones,Zamora,Torregamones
25230,Torregrossa,Lleida,Torregrossa
50259,Torrehermosa,Zaragoza,Torrehermosa
40205,Torreiglesias,Segovia,Torreiglesias
28148,Torrejón de Ardoz,Madrid,Torrejón de Ardoz
28149,Torrejón de la Calzada,Madrid,Torrejón de la Calzada
28150,Torrejón de Velasco,Madrid,Torrejón de Velasco
19280,Torrejón del Rey,Guadalajara,Torrejón del Rey
10190,Torrejón el Rubio,Cáceres,Torrejón el Rubio
10189,Torrejoncillo,Cáceres,Torrejoncillo
16211,Torrejoncillo del Rey,Cuenca,Torrejoncillo del Rey
44226,Torrelacárcel,Teruel,Torrelacárcel
28151,Torrelaguna,Madrid,Torrelaguna
25231,Torrelameu,Lleida,Torrelameu
50260,Torrelapaja,Zaragoza,Torrelapaja
09388,Torrelara,Burgos,Torrelara
39087,Torrelavega,Cantabria,Torrelavega
08287,Torrelavit,Barcelona,Torrelavit
46243,Torrella,Valencia,Torrella
50261,Torrellas,Zaragoza,Torrellas
08288,Torrelles de Foix,Barcelona,Torrelles de Foix
08289,Torrelles de Llobregat,Barcelona,Torrelles de Llobregat
47171,Torrelobatón,Valladolid,Torrelobatón
28152,Torrelodones,Madrid,Torrelodones
03132,Torremanzanas/Torre de les Maçanes (La),Alicante,La Torremanzanas/Torre de les Maçanes
06132,Torremayor,Badajoz,Torremayor
06133,Torremejía,Badajoz,Torremejía
10191,Torremenga,Cáceres,Torremenga
10192,Torremocha,Cáceres,Torremocha
19281,Torremocha de Jadraque,Guadalajara,Torremocha de Jadraque
28153,Torremocha de Jarama,Madrid,Torremocha de Jarama
44228,Torremocha de Jiloca,Teruel,Torremocha de Jiloca
19282,Torremocha del Campo,Guadalajara,Torremocha del Campo
19283,Torremocha del Pinar,Guadalajara,Torremocha del Pinar
19284,Torremochuela,Guadalajara,Torremochuela
29901,Torremolinos,Málaga,Torremolinos
26154,Torremontalbo,La Rioja,Torremontalbo
34184,Torremormojón,Palencia,Torremormojón
46244,Torrent,Valencia,Torrent
17197,Torrent,Girona,Torrent
22234,Torrente de Cinca,Huesca,Torrente de Cinca
13085,Torrenueva,Ciudad Real,Torrenueva
18916,Torrenueva Costa,Granada,Torrenueva Costa
10193,Torreorgaz,Cáceres,Torreorgaz
09389,Torrepadre,Burgos,Torrepadre
23088,Torreperogil,Jaén,Torreperogil
10194,Torrequemada,Cáceres,Torrequemada
23090,Torres,Jaén,Torres
23091,Torres de Albánchez,Jaén,Torres de Albánchez
44229,Torres de Albarracín,Teruel,Torres de Albarracín
22235,Torres de Alcanadre,Huesca,Torres de Alcanadre
22236,Torres de Barbués,Huesca,Torres de Barbués
50262,Torres de Berrellén,Zaragoza,Torres de Berrellén
30038,Torres de Cotillas (Las),Murcia,Las Torres de Cotillas
28154,Torres de la Alameda,Madrid,Torres de la Alameda
25232,Torres de Segre,Lleida,Torres de Segre
49222,Torres del Carrizal,Zamora,Torres del Carrizal
31231,Torres del Río,Navarra,Torres del Río
46245,Torres Torres,Valencia,Torres Torres
09390,Torresandino,Burgos,Torresandino
47172,Torrescárcela,Valladolid,Torrescárcela
37327,Torresmenudas,Salamanca,Torresmenudas
44230,Torrevelilla,Teruel,Torrevelilla
03133,Torrevieja,Alicante,Torrevieja
45172,Torrico,Toledo,Torrico
44231,Torrijas,Teruel,Torrijas
50263,Torrijo de la Cañada,Zaragoza,Torrijo de la Cañada
44232,Torrijo del Campo,Teruel,Torrijo del Campo
45173,Torrijos,Toledo,Torrijos
17198,Torroella de Fluvià,Girona,Torroella de Fluvià
17199,Torroella de Montgrí,Girona,Torroella de Montgrí
43154,Torroja del Priorat,Tarragona,Torroja del Priorat
29091,Torrox,Málaga,Torrox
19285,Torrubia,Guadalajara,Torrubia
42187,Torrubia de Soria,Soria,Torrubia de Soria
16212,Torrubia del Campo,Cuenca,Torrubia del Campo
16213,Torrubia del Castillo,Cuenca,Torrubia del Castillo
17200,Tortellà,Girona,Tortellà
19286,Tórtola de Henares,Guadalajara,Tórtola de Henares
05246,Tórtoles,Ávila,Tórtoles
09391,Tórtoles de Esgueva,Burgos,Tórtoles de Esgueva
43155,Tortosa,Tarragona,Tortosa
19287,Tortuera,Guadalajara,Tortuera
19288,Tortuero,Guadalajara,Tortuero
18179,Torvizcón,Granada,Torvizcón
09392,Tosantos,Burgos,Tosantos
17201,Toses,Girona,Toses
50264,Tosos,Zaragoza,Tosos
17202,Tossa de Mar,Girona,Tossa de Mar
29092,Totalán,Málaga,Totalán
30039,Totana,Murcia,Totana
45174,Totanés,Toledo,Totanés
15085,Touro,A Coruña,Touro
46246,Tous,Valencia,Tous
27061,Trabada,Lugo,Trabada
24171,Trabadelo,León,Trabadelo
37328,Trabanca,Salamanca,Trabanca
49223,Trabazos,Zamora,Trabazos
16215,Tragacete,Cuenca,Tragacete
19289,Traíd,Guadalajara,Traíd
12121,Traiguera,Castellón,Traiguera
44234,Tramacastiel,Teruel,Tramacastiel
44235,Tramacastilla,Teruel,Tramacastilla
22239,Tramaced,Huesca,Tramaced
06134,Trasierra,Badajoz,Trasierra
32082,Trasmiras,Ourense,Trasmiras
50265,Trasmoz,Zaragoza,Trasmoz
50266,Trasobares,Zaragoza,Trasobares
47173,Traspinedo,Valladolid,Traspinedo
15086,Trazo,A Coruña,Trazo
11037,Trebujena,Cádiz,Trebujena
49224,Trefacio,Zamora,Trefacio
37329,Tremedal de Tormes,Salamanca,Tremedal de Tormes
25234,Tremp,Lleida,Tremp
28903,Tres Cantos,Madrid,Tres Cantos
04901,Tres Villas (Las),Almería,Las Tres Villas
40207,Trescasas,Segovia,Trescasas
16216,Tresjuncos,Cuenca,Tresjuncos
09394,Trespaderne,Burgos,Trespaderne
39088,Tresviso,Cantabria,Tresviso
42188,Trévago,Soria,Trévago
18180,Trevélez,Granada,Trevélez
26155,Treviana,La Rioja,Treviana
27062,Triacastela,Lugo,Triacastela
16217,Tribaldos,Cuenca,Tribaldos
26157,Tricio,La Rioja,Tricio
21070,Trigueros,Huelva,Trigueros
47174,Trigueros del Valle,Valladolid,Trigueros del Valle
19290,Trijueque,Guadalajara,Trijueque
19291,Trillo,Guadalajara,Trillo
34185,Triollo,Palencia,Triollo
44236,Tronchón,Teruel,Tronchón
24172,Truchas,León,Truchas
48087,Trucios-Turtzioz,Bizkaia,Trucios-Turtzioz
06135,Trujillanos,Badajoz,Trujillanos
10195,Trujillo,Cáceres,Trujillo
09395,Tubilla del Agua,Burgos,Tubilla del Agua
09396,Tubilla del Lago,Burgos,Tubilla del Lago
39089,Tudanca,Cantabria,Tudanca
31232,Tudela,Navarra,Tudela
47175,Tudela de Duero,Valladolid,Tudela de Duero
26158,Tudelilla,La Rioja,Tudelilla
46247,Tuéjar,Valencia,Tuéjar
36055,Tui,Pontevedra,Tui
35030,Tuineje,Las Palmas,Tuineje
31233,Tulebras,Navarra,Tulebras
24173,Turcia,León,Turcia
40208,Turégano,Segovia,Turégano
46248,Turís,Valencia,Turís
45175,Turleque,Toledo,Turleque
18181,Turón,Granada,Turón
04093,Turre,Almería,Turre
04094,Turrillas,Almería,Turrillas
23092,Úbeda,Jaén,Úbeda
48088,Ubide,Bizkaia,Ubide
11038,Ubrique,Cádiz,Ubrique
31234,Ucar,Navarra,Ucar
19293,Uceda,Guadalajara,Uceda
42189,Ucero,Soria,Ucero
16218,Uclés,Cuenca,Uclés
39090,Udías,Cantabria,Udías
48065,Ugao-Miraballes,Bizkaia,Ugao-Miraballes
45176,Ugena,Toledo,Ugena
18182,Ugíjar,Granada,Ugíjar
31123,Uharte Arakil,Navarra,Uharte Arakil
19294,Ujados,Guadalajara,Ujados
31235,Ujué/Uxue,Navarra,Ujué/Uxue
30040,Ulea,Murcia,Ulea
04095,Uleila del Campo,Almería,Uleila del Campo
17204,Ullà,Girona,Ullà
08290,Ullastrell,Barcelona,Ullastrell
17205,Ullastret,Girona,Ullastret
43156,Ulldecona,Tarragona,Ulldecona
43157,Ulldemolins,Tarragona,Ulldemolins
17203,Ultramort,Girona,Ultramort
31236,Ultzama,Navarra,Ultzama
41094,Umbrete,Sevilla,Umbrete
