municipio,provincia,municipio_nombre_humano,codigo_ine,linea_costa_provincia,linea_montana_provincia
San Juan de Aznalfarache,Sevilla,San Juan de Aznalfarache,41086,2,0
San Juan de Gredos,Ávila,San Juan de Gredos,05901,0,1
San Juan de la Encinilla,Ávila,San Juan de la Encinilla,05210,0,1
San Juan de la Nava,Ávila,San Juan de la Nava,05211,0,1
San Juan de la Rambla,Santa Cruz de Tenerife,San Juan de la Rambla,38034,1,2
San Juan de Plan,Huesca,San Juan de Plan,22207,2,1
San Juan del Molinillo,Ávila,San Juan del Molinillo,05212,0,1
San Juan del Monte,Burgos,San Juan del Monte,09337,2,2
San Juan del Olmo,Ávila,San Juan del Olmo,05213,0,1
San Juan del Puerto,Huelva,San Juan del Puerto,21064,1,0
San Justo,Zamora,San Justo,49189,3,2
San Justo de la Vega,León,San Justo de la Vega,24148,2,1
San Leonardo de Yagüe,Soria,San Leonardo de Yagüe,42164,3,1
San Llorente,Valladolid,San Llorente,47143,3,0
San Lorenzo de Calatrava,Ciudad Real,San Lorenzo de Calatrava,13075,3,2
San Lorenzo de El Escorial,Madrid,San Lorenzo de El Escorial,28131,3,2
San Lorenzo de la Parrilla,Cuenca,San Lorenzo de la Parrilla,16191,2,2
San Lorenzo de Tormes,Ávila,San Lorenzo de Tormes,05214,0,1
San Mamés de Burgos,Burgos,San Mamés de Burgos,09338,2,2
San Mamés de Campos,Palencia,San Mamés de Campos,34163,2,2
San Martín de Boniches,Cuenca,San Martín de Boniches,16192,2,2
San Martín de la Vega,Madrid,San Martín de la Vega,28132,3,2
San Martín de la Vega del Alberche,Ávila,San Martín de la Vega del Alberche,05215,0,1
San Martín de la Virgen de Moncayo,Zaragoza,San Martín de la Virgen de Moncayo,50234,2,1
San Martín de Montalbán,Toledo,San Martín de Montalbán,45151,0,2
San Martín de Oscos,Asturias,San Martín de Oscos,33061,1,1
San Martín de Pusa,Toledo,San Martín de Pusa,45152,0,2
San Martín de Rubiales,Burgos,San Martín de Rubiales,09339,2,2
San Martín de Trevejo,Cáceres,San Martín de Trevejo,10164,0,3
San Martín de Unx,Navarra,San Martín de Unx,31217,2,2
San Martín de Valdeiglesias,Madrid,San Martín de Valdeiglesias,28133,3,2
San Martín de Valderaduey,Zamora,San Martín de Valderaduey,49190,3,2
San Martín de Valvení,Valladolid,San Martín de Valvení,47144,3,0
San Martín del Castañar,Salamanca,San Martín del Castañar,37286,0,2
San Martín del Pimpollar,Ávila,San Martín del Pimpollar,05216,0,1
San Martín del Rey Aurelio,Asturias,San Martín del Rey Aurelio,33060,1,1
San Martín del Río,Teruel,San Martín del Río,44207,2,1
San Martín del Tesorillo,Cádiz,San Martín del Tesorillo,11903,1,0
San Martín y Mudrián,Segovia,San Martín y Mudrián,40182,3,1
San Mateo de Gállego,Zaragoza,San Mateo de Gállego,50235,2,1
San Miguel de Abona,Santa Cruz de Tenerife,San Miguel de Abona,38035,1,2
San Miguel de Aguayo,Cantabria,San Miguel de Aguayo,39070,1,1
San Miguel de Bernuy,Segovia,San Miguel de Bernuy,40183,3,1
San Miguel de Corneja,Ávila,San Miguel de Corneja,05217,0,1
San Miguel de la Ribera,Zamora,San Miguel de la Ribera,49191,3,2
San Miguel de Salinas,Alicante,San Miguel de Salinas,03120,1,3
San Miguel de Serrezuela,Ávila,San Miguel de Serrezuela,05218,0,1
San Miguel de Valero,Salamanca,San Miguel de Valero,37287,0,2
San Miguel del Arroyo,Valladolid,San Miguel del Arroyo,47145,3,0
San Miguel del Cinca,Huesca,San Miguel del Cinca,22903,2,1
San Miguel del Pino,Valladolid,San Miguel del Pino,47146,3,0
San Miguel del Robledo,Salamanca,San Miguel del Robledo,37036,0,2
San Miguel del Valle,Zamora,San Miguel del Valle,49192,3,2
San Millán de la Cogolla,La Rioja,San Millán de la Cogolla,26130,2,2
San Millán de Lara,Burgos,San Millán de Lara,09340,2,2
San Millán de los Caballeros,León,San Millán de los Caballeros,24149,2,1
San Millán de Yécora,La Rioja,San Millán de Yécora,26131,2,2
San Millán/Donemiliaga,Álava,San Millán/Donemiliaga,01053,2,2
San Morales,Salamanca,San Morales,37288,0,2
San Muñoz,Salamanca,San Muñoz,37289,0,2
San Nicolás del Puerto,Sevilla,San Nicolás del Puerto,41088,2,0
San Pablo de la Moraleja,Valladolid,San Pablo de la Moraleja,47147,3,0
San Pablo de los Montes,Toledo,San Pablo de los Montes,45153,0,2
San Pascual,Ávila,San Pascual,05219,0,1
San Pedro,Albacete,San Pedro,02071,2,2
San Pedro Bercianos,León,San Pedro Bercianos,24150,2,1
San Pedro de Ceque,Zamora,San Pedro de Ceque,49193,3,2
San Pedro de Gaíllos,Segovia,San Pedro de Gaíllos,40184,3,1
San Pedro de la Nave-Almendra,Zamora,San Pedro de la Nave-Almendra,49194,3,2
San Pedro de Latarce,Valladolid,San Pedro de Latarce,47148,3,0
San Pedro de Mérida,Badajoz,San Pedro de Mérida,06119,3,0
San Pedro de Rozados,Salamanca,San Pedro de Rozados,37291,0,2
San Pedro del Arroyo,Ávila,San Pedro del Arroyo,05220,0,1
San Pedro del Pinatar,Murcia,San Pedro del Pinatar,30036,1,2
San Pedro del Romeral,Cantabria,San Pedro del Romeral,39071,1,1
San Pedro del Valle,Salamanca,San Pedro del Valle,37290,0,2
San Pedro Manrique,Soria,San Pedro Manrique,42165,3,1
San Pedro Palmiches,Cuenca,San Pedro Palmiches,16193,2,2
San Pelayo,Valladolid,San Pelayo,47149,3,0
San Pelayo de Guareña,Salamanca,San Pelayo de Guareña,37292,0,2
San Rafael del Río,Castellón,San Rafael del Río,12101,1,2
San Román de Cameros,La Rioja,San Román de Cameros,26132,2,2
San Román de Hornija,Valladolid,San Román de Hornija,47150,3,0
San Román de la Cuba,Palencia,San Román de la Cuba,34165,2,2
San Román de los Montes,Toledo,San Román de los Montes,45154,0,2
San Roque,Cádiz,San Roque,11033,1,0
San Roque de Riomiera,Cantabria,San Roque de Riomiera,39072,1,1
San Sadurniño,A Coruña,San Sadurniño,15076,1,3
San Salvador,Valladolid,San Salvador,47151,3,0
San Sebastián de la Gomera,Santa Cruz de Tenerife,San Sebastián de la Gomera,38036,1,2
San Sebastián de los Ballesteros,Córdoba,San Sebastián de los Ballesteros,14059,2,2
San Sebastián de los Reyes,Madrid,San Sebastián de los Reyes,28134,3,2
San Silvestre de Guzmán,Huelva,San Silvestre de Guzmán,21066,1,0
San Tirso de Abres,Asturias,San Tirso de Abres,33063,1,1
San Torcuato,La Rioja,San Torcuato,26139,2,2
San Vicente de Alcántara,Badajoz,San Vicente de Alcántara,06123,3,0
San Vicente de Arévalo,Ávila,San Vicente de Arévalo,05231,0,1
San Vicente de la Barquera,Cantabria,San Vicente de la Barquera,39080,1,1
San Vicente de la Cabeza,Zamora,San Vicente de la Cabeza,49208,3,2
San Vicente de la Sonsierra,La Rioja,San Vicente de la Sonsierra,26142,2,2
San Vicente del Palacio,Valladolid,San Vicente del Palacio,47156,3,0
San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,San Vicente del Raspeig/Sant Vicent del Raspeig,03122,1,3
San Vicente del Valle,Burgos,San Vicente del Valle,09360,2,2
San Vitero,Zamora,San Vitero,49209,3,2
San Xoán de Río,Ourense,San Xoán de Río,32070,2,2
Sanaüja,Lleida,Sanaüja,25191,2,1
Sancedo,León,Sancedo,24143,2,1
Sanchidrián,Ávila,Sanchidrián,05204,0,1
Sanchón de la Ribera,Salamanca,Sanchón de la Ribera,37280,0,2
Sanchón de la Sagrada,Salamanca,Sanchón de la Sagrada,37281,0,2
Sanchonuño,Segovia,Sanchonuño,40179,3,1
Sanchorreja,Ávila,Sanchorreja,05205,0,1
Sanchotello,Salamanca,Sanchotello,37282,0,2
Sancti-Spíritus,Salamanca,Sancti-Spíritus,06118,0,2
Sancti-Spíritus,Badajoz,Sancti-Spíritus,37279,3,0
Sandiás,Ourense,Sandiás,32077,2,2
Sando,Salamanca,Sando,37283,0,2
Sanet y Negrals,Alicante,Sanet y Negrals,03117,1,3
Sangarcía,Segovia,Sangarcía,40180,3,1
Sangarrén,Huesca,Sangarrén,22206,2,1
Sangüesa/Zangoza,Navarra,Sangüesa/Zangoza,31216,2,2
Sanlúcar de Barrameda,Cádiz,Sanlúcar de Barrameda,11032,1,0
Sanlúcar de Guadiana,Huelva,Sanlúcar de Guadiana,21065,1,0
Sanlúcar la Mayor,Sevilla,Sanlúcar la Mayor,41087,2,0
Sansol,Navarra,Sansol,31219,2,2
Sant Adrià de Besòs,Barcelona,Sant Adrià de Besòs,08194,1,2
Sant Agustí de Lluçanès,Barcelona,Sant Agustí de Lluçanès,08195,1,2
Sant Andreu de la Barca,Barcelona,Sant Andreu de la Barca,08196,1,2
Sant Andreu de Llavaneres,Barcelona,Sant Andreu de Llavaneres,08197,1,2
Sant Andreu Salou,Girona,Sant Andreu Salou,17157,1,1
Sant Aniol de Finestres,Girona,Sant Aniol de Finestres,17183,1,1
Sant Antoni de Portmany,Illes Balears,Sant Antoni de Portmany,07046,1,2
Sant Antoni de Vilamajor,Barcelona,Sant Antoni de Vilamajor,08198,1,2
Sant Bartomeu del Grau,Barcelona,Sant Bartomeu del Grau,08199,1,2
Sant Boi de Llobregat,Barcelona,Sant Boi de Llobregat,08200,1,2
Sant Boi de Lluçanès,Barcelona,Sant Boi de Lluçanès,08201,1,2
Sant Carles de la Ràpita,Tarragona,Sant Carles de la Ràpita,43136,1,2
Sant Cebrià de Vallalta,Barcelona,Sant Cebrià de Vallalta,08203,1,2
Sant Celoni,Barcelona,Sant Celoni,08202,1,2
Sant Climent de Llobregat,Barcelona,Sant Climent de Llobregat,08204,1,2
Sant Climent Sescebes,Girona,Sant Climent Sescebes,17158,1,1
Sant Cugat del Vallès,Barcelona,Sant Cugat del Vallès,08205,1,2
Sant Cugat Sesgarrigues,Barcelona,Sant Cugat Sesgarrigues,08206,1,2
Sant Esteve de la Sarga,Lleida,Sant Esteve de la Sarga,25196,2,1
Sant Esteve de Palautordera,Barcelona,Sant Esteve de Palautordera,08207,1,2
Sant Esteve Sesrovires,Barcelona,Sant Esteve Sesrovires,08208,1,2
Sant Feliu de Buixalleu,Girona,Sant Feliu de Buixalleu,17159,1,1
Sant Feliu de Codines,Barcelona,Sant Feliu de Codines,08210,1,2
Sant Feliu de Guíxols,Girona,Sant Feliu de Guíxols,17160,1,1
Sant Feliu de Llobregat,Barcelona,Sant Feliu de Llobregat,08211,1,2
Sant Feliu de Pallerols,Girona,Sant Feliu de Pallerols,17161,1,1
Sant Feliu Sasserra,Barcelona,Sant Feliu Sasserra,08212,1,2
Sant Ferriol,Girona,Sant Ferriol,17162,1,1
Sant Fost de Campsentelles,Barcelona,Sant Fost de Campsentelles,08209,1,2
Sant Fruitós de Bages,Barcelona,Sant Fruitós de Bages,08213,1,2
Sant Gregori,Girona,Sant Gregori,17163,1,1
Sant Guim de Freixenet,Lleida,Sant Guim de Freixenet,25192,2,1
Sant Guim de la Plana,Lleida,Sant Guim de la Plana,25197,2,1
Sant Hilari Sacalm,Girona,Sant Hilari Sacalm,17164,1,1
Sant Hipòlit de Voltregà,Barcelona,Sant Hipòlit de Voltregà,08215,1,2
Sant Iscle de Vallalta,Barcelona,Sant Iscle de Vallalta,08193,1,2
Sant Jaume d'Enveja,Tarragona,Sant Jaume d'Enveja,43902,1,2
Sant Jaume de Frontanyà,Barcelona,Sant Jaume de Frontanyà,08216,1,2
Sant Jaume de Llierca,Girona,Sant Jaume de Llierca,17165,1,1
Sant Jaume dels Domenys,Tarragona,Sant Jaume dels Domenys,43137,1,2
Sant Joan,Illes Balears,Sant Joan,07049,1,2
Sant Joan d'Alacant,Alicante,Sant Joan d'Alacant,03119,1,3
Sant Joan de Labritja,Illes Balears,Sant Joan de Labritja,07050,1,2
Sant Joan de les Abadesses,Girona,Sant Joan de les Abadesses,17167,1,1
Sant Joan de Mollet,Girona,Sant Joan de Mollet,17168,1,1
Sant Joan de Moró,Castellón,Sant Joan de Moró,12902,1,2
Sant Joan de Vilatorrada,Barcelona,Sant Joan de Vilatorrada,08218,1,2
Sant Joan Despí,Barcelona,Sant Joan Despí,08217,1,2
Sant Joan les Fonts,Girona,Sant Joan les Fonts,17185,1,1
Sant Joanet,Valencia,Sant Joanet,46222,1,0
Sant Jordi Desvalls,Girona,Sant Jordi Desvalls,17166,1,1
Sant Jordi/San Jorge,Castellón,Sant Jordi/San Jorge,12099,1,2
Sant Josep de sa Talaia,Illes Balears,Sant Josep de sa Talaia,07048,1,2
Sant Julià de Cerdanyola,Barcelona,Sant Julià de Cerdanyola,08903,1,2
Sant Julià de Ramis,Girona,Sant Julià de Ramis,17169,1,1
Sant Julià de Vilatorta,Barcelona,Sant Julià de Vilatorta,08220,1,2
Sant Julià del Llor i Bonmatí,Girona,Sant Julià del Llor i Bonmatí,17903,1,1
Sant Just Desvern,Barcelona,Sant Just Desvern,08221,1,2
Sant Llorenç d'Hortons,Barcelona,Sant Llorenç d'Hortons,08222,1,2
Sant Llorenç de la Muga,Girona,Sant Llorenç de la Muga,17171,1,1
Sant Llorenç de Morunys,Lleida,Sant Llorenç de Morunys,25193,2,1
Sant Llorenç des Cardassar,Illes Balears,Sant Llorenç des Cardassar,07051,1,2
Sant Llorenç Savall,Barcelona,Sant Llorenç Savall,08223,1,2
Sant Lluís,Illes Balears,Sant Lluís,07052,1,2
Sant Martí d'Albars,Barcelona,Sant Martí d'Albars,08225,1,2
Sant Martí de Centelles,Barcelona,Sant Martí de Centelles,08224,1,2
Sant Martí de Llémena,Girona,Sant Martí de Llémena,17172,1,1
Sant Martí de Riucorb,Lleida,Sant Martí de Riucorb,25902,2,1
Sant Martí de Tous,Barcelona,Sant Martí de Tous,08226,1,2
Sant Martí Sarroca,Barcelona,Sant Martí Sarroca,08227,1,2
Sant Martí Sesgueioles,Barcelona,Sant Martí Sesgueioles,08228,1,2
Sant Martí Vell,Girona,Sant Martí Vell,17173,1,1
Sant Mateu,Castellón,Sant Mateu,12100,1,2
Sant Mateu de Bages,Barcelona,Sant Mateu de Bages,08229,1,2
Sant Miquel de Campmajor,Girona,Sant Miquel de Campmajor,17174,1,1
Sant Miquel de Fluvià,Girona,Sant Miquel de Fluvià,17175,1,1
Sant Mori,Girona,Sant Mori,17176,1,1
Sant Pau de Segúries,Girona,Sant Pau de Segúries,17177,1,1
Sant Pere de Ribes,Barcelona,Sant Pere de Ribes,08231,1,2
Sant Pere de Riudebitlles,Barcelona,Sant Pere de Riudebitlles,08232,1,2
Sant Pere de Torelló,Barcelona,Sant Pere de Torelló,08233,1,2
Sant Pere de Vilamajor,Barcelona,Sant Pere de Vilamajor,08234,1,2
Sant Pere Pescador,Girona,Sant Pere Pescador,17178,1,1
Sant Pere Sallavinera,Barcelona,Sant Pere Sallavinera,08189,1,2
Sant Pol de Mar,Barcelona,Sant Pol de Mar,08235,1,2
Sant Quintí de Mediona,Barcelona,Sant Quintí de Mediona,08236,1,2
Sant Quirze de Besora,Barcelona,Sant Quirze de Besora,08237,1,2
Sant Quirze del Vallès,Barcelona,Sant Quirze del Vallès,08238,1,2
Sant Quirze Safaja,Barcelona,Sant Quirze Safaja,08239,1,2
Sant Ramon,Lleida,Sant Ramon,25194,2,1
Sant Sadurní d'Anoia,Barcelona,Sant Sadurní d'Anoia,08240,1,2
Sant Sadurní d'Osormort,Barcelona,Sant Sadurní d'Osormort,08241,1,2
Sant Salvador de Guardiola,Barcelona,Sant Salvador de Guardiola,08098,1,2
Sant Vicenç de Castellet,Barcelona,Sant Vicenç de Castellet,08262,1,2
Sant Vicenç de Montalt,Barcelona,Sant Vicenç de Montalt,08264,1,2
Sant Vicenç de Torelló,Barcelona,Sant Vicenç de Torelló,08265,1,2
Sant Vicenç dels Horts,Barcelona,Sant Vicenç dels Horts,08263,1,2
Santa Amalia,Badajoz,Santa Amalia,06120,3,0
Santa Ana,Cáceres,Santa Ana,10165,0,3
Santa Ana de Pusa,Toledo,Santa Ana de Pusa,45155,0,2
Santa Ana la Real,Huelva,Santa Ana la Real,21067,1,0
Santa Bàrbara,Tarragona,Santa Bàrbara,43138,1,2
Santa Bárbara de Casa,Huelva,Santa Bárbara de Casa,21068,1,0
Santa Brígida,Las Palmas,Santa Brígida,35021,1,2
Santa Cecilia,Burgos,Santa Cecilia,09343,2,2
Santa Cecília de Voltregà,Barcelona,Santa Cecília de Voltregà,08243,1,2
Santa Cecilia del Alcor,Palencia,Santa Cecilia del Alcor,34167,2,2
Santa Cilia,Huesca,Santa Cilia,22208,2,1
Santa Clara de Avedillo,Zamora,Santa Clara de Avedillo,49197,3,2
Santa Coloma,La Rioja,Santa Coloma,26134,2,2
Santa Coloma de Cervelló,Barcelona,Santa Coloma de Cervelló,08244,1,2
Santa Coloma de Farners,Girona,Santa Coloma de Farners,17180,1,1
Santa Coloma de Gramenet,Barcelona,Santa Coloma de Gramenet,08245,1,2
Santa Coloma de Queralt,Tarragona,Santa Coloma de Queralt,43139,1,2
Santa Colomba de Curueño,León,Santa Colomba de Curueño,24151,2,1
Santa Colomba de las Monjas,Zamora,Santa Colomba de las Monjas,49199,3,2
Santa Colomba de Somoza,León,Santa Colomba de Somoza,24152,2,1
Santa Comba,A Coruña,Santa Comba,15077,1,3
Santa Cristina d'Aro,Girona,Santa Cristina d'Aro,17181,1,1
Santa Cristina de la Polvorosa,Zamora,Santa Cristina de la Polvorosa,49200,3,2
Santa Cristina de Valmadrigal,León,Santa Cristina de Valmadrigal,24153,2,1
Santa Croya de Tera,Zamora,Santa Croya de Tera,49201,3,2
Santa Cruz de Bezana,Cantabria,Santa Cruz de Bezana,39073,1,1
Santa Cruz de Boedo,Palencia,Santa Cruz de Boedo,34168,2,2
Santa Cruz de Grío,Zaragoza,Santa Cruz de Grío,50236,2,1
Santa Cruz de la Palma,Santa Cruz de Tenerife,Santa Cruz de la Palma,38037,1,2
Santa Cruz de la Salceda,Burgos,Santa Cruz de la Salceda,09345,2,2
Santa Cruz de la Serós,Huesca,Santa Cruz de la Serós,22209,2,1
Santa Cruz de la Sierra,Cáceres,Santa Cruz de la Sierra,10166,0,3
Santa Cruz de la Zarza,Toledo,Santa Cruz de la Zarza,45156,0,2
Santa Cruz de los Cáñamos,Ciudad Real,Santa Cruz de los Cáñamos,13076,3,2
Santa Cruz de Marchena,Almería,Santa Cruz de Marchena,04080,1,2
Santa Cruz de Moncayo,Zaragoza,Santa Cruz de Moncayo,50237,2,1
Santa Cruz de Moya,Cuenca,Santa Cruz de Moya,16194,2,2
Santa Cruz de Mudela,Ciudad Real,Santa Cruz de Mudela,13077,3,2
Santa Cruz de Nogueras,Teruel,Santa Cruz de Nogueras,44208,2,1
Santa Cruz de Paniagua,Cáceres,Santa Cruz de Paniagua,10167,0,3
Santa Cruz de Pinares,Ávila,Santa Cruz de Pinares,05222,0,1
Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife,38038,1,2
Santa Cruz de Yanguas,Soria,Santa Cruz de Yanguas,42166,3,1
Santa Cruz del Comercio,Granada,Santa Cruz del Comercio,18174,1,1
Santa Cruz del Retamar,Toledo,Santa Cruz del Retamar,45157,0,2
Santa Cruz del Valle,Ávila,Santa Cruz del Valle,05221,0,1
Santa Cruz del Valle Urbión,Burgos,Santa Cruz del Valle Urbión,09346,2,2
Santa Elena,Jaén,Santa Elena,23076,2,2
Santa Elena de Jamuz,León,Santa Elena de Jamuz,24154,2,1
Santa Engracia del Jubera,La Rioja,Santa Engracia del Jubera,26135,2,2
Santa Eufemia,Córdoba,Santa Eufemia,14061,2,2
Santa Eufemia del Arroyo,Valladolid,Santa Eufemia del Arroyo,47152,3,0
Santa Eufemia del Barco,Zamora,Santa Eufemia del Barco,49202,3,2
Santa Eugènia,Illes Balears,Santa Eugènia,07053,1,2
Santa Eugènia de Berga,Barcelona,Santa Eugènia de Berga,08246,1,2
Santa Eulalia,Teruel,Santa Eulalia,44209,2,1
Santa Eulalia Bajera,La Rioja,Santa Eulalia Bajera,26136,2,2
Santa Eulalia de Gállego,Zaragoza,Santa Eulalia de Gállego,50238,2,1
Santa Eulalia de Oscos,Asturias,Santa Eulalia de Oscos,33062,1,1
Santa Eulàlia de Riuprimer,Barcelona,Santa Eulàlia de Riuprimer,08247,1,2
Santa Eulàlia de Ronçana,Barcelona,Santa Eulàlia de Ronçana,08248,1,2
Santa Eulària des Riu,Illes Balears,Santa Eulària des Riu,07054,1,2
Santa Fe,Granada,Santa Fe,18175,1,1
Santa Fe de Mondújar,Almería,Santa Fe de Mondújar,04081,1,2
Santa Fe del Penedès,Barcelona,Santa Fe del Penedès,08249,1,2
Santa Gadea del Cid,Burgos,Santa Gadea del Cid,09347,2,2
Santa Inés,Burgos,Santa Inés,09348,2,2
Santa Llogaia d'Àlguema,Girona,Santa Llogaia d'Àlguema,17182,1,1
Santa Lucía de Tirajana,Las Palmas,Santa Lucía de Tirajana,35022,1,2
Santa Magdalena de Pulpis,Castellón,Santa Magdalena de Pulpis,12102,1,2
Santa Margalida,Illes Balears,Santa Margalida,07055,1,2
Santa Margarida de Montbui,Barcelona,Santa Margarida de Montbui,08250,1,2
Santa Margarida i els Monjos,Barcelona,Santa Margarida i els Monjos,08251,1,2
Santa Maria d'Oló,Barcelona,Santa Maria d'Oló,08258,1,2
Santa Maria de Besora,Barcelona,Santa Maria de Besora,08253,1,2
Santa María de Cayón,Cantabria,Santa María de Cayón,39074,1,1
Santa María de Dulcis,Huesca,Santa María de Dulcis,22906,2,1
Santa María de Guía de Gran Canaria,Las Palmas,Santa María de Guía de Gran Canaria,35023,1,2
Santa María de Huerta,Soria,Santa María de Huerta,42167,3,1
Santa María de la Alameda,Madrid,Santa María de la Alameda,28135,3,2
Santa María de la Isla,León,Santa María de la Isla,24155,2,1
Santa María de la Vega,Zamora,Santa María de la Vega,49203,3,2
Santa María de las Hoyas,Soria,Santa María de las Hoyas,42168,3,1
Santa María de los Caballeros,Ávila,Santa María de los Caballeros,05226,0,1
Santa María de los Llanos,Cuenca,Santa María de los Llanos,16196,2,2
Santa Maria de Martorelles,Barcelona,Santa Maria de Martorelles,08256,1,2
Santa Maria de Merlès,Barcelona,Santa Maria de Merlès,08255,1,2
Santa Maria de Miralles,Barcelona,Santa Maria de Miralles,08257,1,2
Santa María de Ordás,León,Santa María de Ordás,24158,2,1
Santa Maria de Palautordera,Barcelona,Santa Maria de Palautordera,08259,1,2
Santa María de Sando,Salamanca,Santa María de Sando,37293,0,2
Santa María de Valverde,Zamora,Santa María de Valverde,49204,3,2
Santa María del Arroyo,Ávila,Santa María del Arroyo,05224,0,1
Santa María del Berrocal,Ávila,Santa María del Berrocal,05225,0,1
Santa María del Camí,Illes Balears,Santa María del Camí,07056,1,2
Santa María del Campo,Burgos,Santa María del Campo,09350,2,2
Santa María del Campo Rus,Cuenca,Santa María del Campo Rus,16195,2,2
Santa María del Cubillo,Ávila,Santa María del Cubillo,05902,0,1
Santa María del Invierno,Burgos,Santa María del Invierno,09351,2,2
Santa María del Mercadillo,Burgos,Santa María del Mercadillo,09352,2,2
Santa María del Monte de Cea,León,Santa María del Monte de Cea,24156,2,1
Santa María del Páramo,León,Santa María del Páramo,24157,2,1
Santa María del Tiétar,Ávila,Santa María del Tiétar,05227,0,1
Santa María del Val,Cuenca,Santa María del Val,16197,2,2
Santa María la Real de Nieva,Segovia,Santa María la Real de Nieva,40185,3,1
Santa María Rivarredonda,Burgos,Santa María Rivarredonda,09353,2,2
Santa Marina del Rey,León,Santa Marina del Rey,24159,2,1
Santa Marta,Badajoz,Santa Marta,06121,3,0
Santa Marta de Magasca,Cáceres,Santa Marta de Magasca,10168,0,3
Santa Marta de Tormes,Salamanca,Santa Marta de Tormes,37294,0,2
Santa Marta del Cerro,Segovia,Santa Marta del Cerro,40186,3,1
Santa Olalla,Toledo,Santa Olalla,45158,0,2
Santa Olalla de Bureba,Burgos,Santa Olalla de Bureba,09354,2,2
Santa Olalla del Cala,Huelva,Santa Olalla del Cala,21069,1,0
Santa Oliva,Tarragona,Santa Oliva,43140,1,2
Santa Pau,Girona,Santa Pau,17184,1,1
Santa Perpètua de Mogoda,Barcelona,Santa Perpètua de Mogoda,08260,1,2
Santa Pola,Alicante,Santa Pola,03121,1,3
Santa Susanna,Barcelona,Santa Susanna,08261,1,2
Santa Úrsula,Santa Cruz de Tenerife,Santa Úrsula,38039,1,2
Santacara,Navarra,Santacara,31220,2,2
Santaella,Córdoba,Santaella,14060,2,2
Santaliestra y San Quílez,Huesca,Santaliestra y San Quílez,22212,2,1
Santander,Cantabria,Santander,39075,1,1
Santanyí,Illes Balears,Santanyí,07057,1,2
Santas Martas,León,Santas Martas,24160,2,1
Santed,Zaragoza,Santed,50239,2,1
Santervás de Campos,Valladolid,Santervás de Campos,47153,3,0
Santervás de la Vega,Palencia,Santervás de la Vega,34169,2,2
Santiago de Alcántara,Cáceres,Santiago de Alcántara,10169,0,3
Santiago de Calatrava,Jaén,Santiago de Calatrava,23077,2,2
Santiago de Compostela,A Coruña,Santiago de Compostela,15078,1,3
Santiago de la Puebla,Salamanca,Santiago de la Puebla,37296,0,2
Santiago del Campo,Cáceres,Santiago del Campo,10170,0,3
Santiago del Collado,Ávila,Santiago del Collado,05228,0,1
Santiago del Teide,Santa Cruz de Tenerife,Santiago del Teide,38040,1,2
Santiago del Tormes,Ávila,Santiago del Tormes,05904,0,1
Santiago Millas,León,Santiago Millas,24161,2,1
Santiago-Pontones,Jaén,Santiago-Pontones,23904,2,2
Santibáñez de Béjar,Salamanca,Santibáñez de Béjar,37297,0,2
Santibáñez de Ecla,Palencia,Santibáñez de Ecla,34170,2,2
Santibáñez de Esgueva,Burgos,Santibáñez de Esgueva,09355,2,2
Santibáñez de la Peña,Palencia,Santibáñez de la Peña,34171,2,2
Santibáñez de la Sierra,Salamanca,Santibáñez de la Sierra,37298,0,2
Santibáñez de Tera,Zamora,Santibáñez de Tera,49205,3,2
Santibáñez de Valcorba,Valladolid,Santibáñez de Valcorba,47154,3,0
Santibáñez de Vidriales,Zamora,Santibáñez de Vidriales,49206,3,2
Santibáñez del Val,Burgos,Santibáñez del Val,09356,2,2
Santibáñez el Alto,Cáceres,Santibáñez el Alto,10171,0,3
Santibáñez el Bajo,Cáceres,Santibáñez el Bajo,10172,0,3
Santillana del Mar,Cantabria,Santillana del Mar,39076,1,1
Santiponce,Sevilla,Santiponce,41089,2,0
Santiso,A Coruña,Santiso,15079,1,3
Santisteban del Puerto,Jaén,Santisteban del Puerto,23079,2,2
Santiurde de Reinosa,Cantabria,Santiurde de Reinosa,39077,1,1
Santiurde de Toranzo,Cantabria,Santiurde de Toranzo,39078,1,1
Santiuste,Guadalajara,Santiuste,19250,0,1
Santiuste de Pedraza,Segovia,Santiuste de Pedraza,40188,3,1
Santiuste de San Juan Bautista,Segovia,Santiuste de San Juan Bautista,40189,3,1
Santiz,Salamanca,Santiz,37299,0,2
Santo Adriano,Asturias,Santo Adriano,33064,1,1
Santo Domingo de la Calzada,La Rioja,Santo Domingo de la Calzada,26138,2,2
Santo Domingo de las Posadas,Ávila,Santo Domingo de las Posadas,05229,0,1
Santo Domingo de Pirón,Segovia,Santo Domingo de Pirón,40190,3,1
Santo Domingo de Silos,Burgos,Santo Domingo de Silos,09358,2,2
Santo Domingo-Caudilla,Toledo,Santo Domingo-Caudilla,45901,0,2
Santo Tomé,Jaén,Santo Tomé,23080,2,2
Santo Tomé de Zabarcos,Ávila,Santo Tomé de Zabarcos,05230,0,1
Santo Tomé del Puerto,Segovia,Santo Tomé del Puerto,40191,3,1
Santomera,Murcia,Santomera,30901,1,2
Santoña,Cantabria,Santoña,39079,1,1
Santorcaz,Madrid,Santorcaz,28136,3,2
Santos (Los),Salamanca,Los Santos,37300,0,2
