Provincia,Municipio,Localidad,Nombre,Ubicación
BADAJOZ,San Vicente de Alcántara,SAN VICENTE DE  ALCÁNTARA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN VICENTE DE  ALCÁNTARA
BADAJOZ,Santa Amalia,SANTA AMALIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA AMALIA
BADAJOZ,Santa Marta,SANTA MARTA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA MARTA
BADAJOZ,"Santos de Maimona, Los",SANTOS DE MAIMONA (LOS),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LOS SANTOS DE MAIMONA
BADAJOZ,Siruela,SIRUELA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SIRUELA
BADAJOZ,Talarrubias,TALARRUBIAS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TALARRUBIAS
BADAJOZ,Talavera la Real,TALAVERA LA REAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TALAVERA LA REAL
BADAJOZ,Valdecaballeros,VALDECABALLEROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VALDECABALLEROS
BADAJOZ,Valverde de Leganés,VALVERDE DE LEGANÉS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VALVERDE DE LEGANÉS
BADAJOZ,Villafranca de los Barros,VILLAFRANCA DE LOS BARROS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLAFRANCA DE LOS BARROS
BADAJOZ,Villanueva de la Serena,VILLANUEVA DE LA SERENA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLANUEVA DE LA SERENA II - SUR
BADAJOZ,Villanueva del Fresno,VILLANUEVA DEL FRESNO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD VILLANUEVA DEL FRESNO
BADAJOZ,Villarta de los Montes,VILLARTA DE LOS MONTES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL VILLARTA DE LOS MONTES
BADAJOZ,Zafra,ZAFRA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZAFRA I - II
BADAJOZ,Zahínos,ZAHÍNOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CONSULTORIO LOCAL ZAHÍNOS
BADAJOZ,Zalamea de la Serena,ZALAMEA DE LA SERENA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ZALAMEA DE LA SERENA
BADAJOZ,"Zarza, La",ZARZA (LA),PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD LA ZARZA
"BALEARS, ILLES",Alaior,ALAIOR,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ES BANYER (ALAIOR)
"BALEARS, ILLES",Alcúdia,ALCÚDIA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ALCÚDIA - ES SAFRÀ
"BALEARS, ILLES",Andratx,ANDRATX,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ANDRATX - PONENT
"BALEARS, ILLES",Artà,ARTÀ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARTÀ - NUREDDUNA
"BALEARS, ILLES",Binissalem,BINISSALEM,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BINISSALEM - ES RAIGUER
"BALEARS, ILLES",Calvià,CALVIÀ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CALVIÀ - SANTA PONÇA
"BALEARS, ILLES",Campos,CAMPOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAMPOS - XALOC
"BALEARS, ILLES",Capdepera,CAPDEPERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CAPDEPERA
"BALEARS, ILLES",Ciutadella de Menorca,CIUTADELLA DE MENORCA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD CANAL SALAT (CIUTADELLA)
"BALEARS, ILLES",Eivissa,EIVISSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ES VIVER
"BALEARS, ILLES",Eivissa,EIVISSA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD EXAIMPLE - CAN MISSES
"BALEARS, ILLES",Esporles,ESPORLES,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ESPORLES - TRAMUNTANA
"BALEARS, ILLES",Felanitx,FELANITX,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD FELANITX
"BALEARS, ILLES",Ferreries,FERRERIES,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD FERRERIES
"BALEARS, ILLES",Inca,INCA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ES BLANQUER
"BALEARS, ILLES",Llucmajor,LLUCMAJOR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MIGJORN - LLUCMAJOR
"BALEARS, ILLES",Manacor,MANACOR,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SA TORRE - MANACOR
"BALEARS, ILLES",Maó-Mahón,MAHÓN,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD DALT SAN JOAN (MAÓ)
"BALEARS, ILLES",Marratxí,MARRATXÍ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD PONT D'INCA - MARTÍ SERRA
"BALEARS, ILLES",Muro,MURO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD MURO - MARINES
"BALEARS, ILLES",Palma,PALMA DE MALLORCA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD SON PISÀ
"BALEARS, ILLES",Palma,PALMA DE MALLORCA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ESCORXADOR
"BALEARS, ILLES",Palma,PALMA DE MALLORCA,SERVICIO DE URGENCIAS DE ATENCIÓN PRIMARIA (SUAP),CENTRO SALUD ESCOLA GRADUADA
"BALEARS, ILLES",Palma,ARENAL,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD TRENCADORS (S'ARENAL-MARINA DE LLUCMAJOR)
"BALEARS, ILLES","Pobla, Sa",SA POBLA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SA POBLA - TORRENT DE SANT MIQUEL
"BALEARS, ILLES",Pollença,POLLENÇA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD POLLENÇA
"BALEARS, ILLES",Sant Antoni de Portmany,SANT ANTONI DE PORTMANY,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANT ANTONI
"BALEARS, ILLES",Santa Eulària des Riu,SANTA EULÀRIA DES RIU,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA EULÀRIA DES RIU
"BALEARS, ILLES",Santa María del Camí,SANTA MARIA DEL CAMÍ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTA MARÍA
"BALEARS, ILLES",Santanyí,SANTANYÍ,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SANTANYÍ
"BALEARS, ILLES",Sineu,SINEU,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SINEU - ES PLA
"BALEARS, ILLES",Sóller,SÓLLER,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SÓLLER - SERRA NORD
"BALEARS, ILLES",Son Servera,SON SERVERA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SON SERVERA - LLEVANT
"BALEARS, ILLES",Vilafranca de Bonany,VILAFRANCA DE BONANY,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SES ROQUES LLISES
BARCELONA,Abrera,ABRERA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ABRERA
BARCELONA,Arenys de Mar,ARENYS DE MAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ARENYS DE MAR
BARCELONA,Argentona,ARGENTONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DR. GONÇAL CALVO I QUERALTÓ
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA SALUT
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD GRAN SOL
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD NOVA LLOREDA - MONTIGALÀ
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD APENINS-MONTIGALÓ
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MORERA POMAR
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BUFALÀ-CANYET
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LLEFIÀ
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT ROC
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PROGRÈS-RAVAL
BARCELONA,Badalona,BADALONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MARTÍ I JULIÀ
BARCELONA,Badalona,BADALONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP BADALONA
BARCELONA,Badia del Vallès,BADIA DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BADIA DEL VALLÈS
BARCELONA,Barberà del Vallès,BARBERÀ DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ROSA DELS VENTS
BARCELONA,Barcelona,BARCELONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP - CENTRE INTEGRAL DE SALUT COTXERES
BARCELONA,Barcelona,BARCELONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP CENTRE PERACAMPS
BARCELONA,Barcelona,BARCELONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP - CENTRO SALUD ISABEL ROIG - CASERNES DE SANT ANDREU
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TRINITAT VELLA
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA PAU
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA MARINA
BARCELONA,Barcelona,BARCELONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP - CENTRE D'ATENCIO PEDIATRICA INTEGRAL BARCELONA ESQUERRA
BARCELONA,Barcelona,BARCELONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP HORTA
BARCELONA,Barcelona,BARCELONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP GRÀCIA
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT ANDREU
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD GUINEUETA
BARCELONA,Barcelona,BARCELONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD MANSO - POBLE SEC MONTJUÏC - SANT ANTONI - UNIVERSITAT - VIA ROMA
BARCELONA,Barcelona,BARCELONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CIUTAT MERIDIANA
BARCELONA,Barcelona,BARCELONA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP SANT MARTI DE PROVENÇALS
BARCELONA,Berga,BERGA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD BERGUEDA
BARCELONA,Calaf,CALAF,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CALAF
BARCELONA,Caldes de Montbui,CALDES DE MONTBUI,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD JOAN MIRAMBELL I FOLCH DE CALDES DE MONTBUI
BARCELONA,Calella,CALELLA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CALELLA
BARCELONA,Canet de Mar,CANET DE MAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CANET DE MAR
BARCELONA,Canovelles,CANOVELLES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CANOVELLES
BARCELONA,Capellades,CAPELLADES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CAPELLADES
BARCELONA,Cardedeu,CARDEDEU,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CAN CARDEDEU
BARCELONA,Cardona,CARDONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CARDONA
BARCELONA,Castellar del Vallès,CASTELLAR DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CASTELLAR DEL VALLÈS
BARCELONA,Castellbisbal,CASTELLBISBAL,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CASTELLBISBAL
BARCELONA,Castelldefels,CASTELLDEFELS,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD EL CASTELL
BARCELONA,Centelles,CENTELLES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CENTELLES
BARCELONA,Corbera de Llobregat,CORBERA DE LLOBREGAT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CORBERA DE LLOBREGAT
BARCELONA,Cornellà de Llobregat,CORNELLÀ DE LLOBREGAT,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP - CENTRO SALUD SANT ILDEFONS
BARCELONA,Cubelles,CUBELLES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CUBELLES
BARCELONA,Esparreguera,ESPARREGUERA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ESPARREGUERA
BARCELONA,Esplugues de Llobregat,ESPLUGUES DE LLOBREGAT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LLUÍS MILLET
BARCELONA,"Franqueses del Vallès, Les",FRANQUESES DEL VALLÈS (LES),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LES FRANQUESES DEL VALLÈS
BARCELONA,"Garriga, La",LA GARRIGA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA GARRIGA
BARCELONA,Gavà,GAVÀ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD GAVÀ 1
BARCELONA,Granollers,GRANOLLERS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD VALLÈS ORIENTAL
BARCELONA,Granollers,GRANOLLERS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT MIQUEL
BARCELONA,Granollers,GRANOLLERS,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP GRANOLLERS
BARCELONA,Guardiola de Berguedà,GUARDIOLA DE BERGUEDÀ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD GUARDIOLA DE BERGUEDÀ
BARCELONA,"Hospitalet de Llobregat, L'",HOSPITALET DE LLOBREGAT (L'),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA FLORIDA - NORD Y SUD
BARCELONA,"Hospitalet de Llobregat, L'",HOSPITALET DE LLOBREGAT (L'),CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO DE URGENCIAS CUAP - PURA FERNÁNDEZ
BARCELONA,Igualada,IGUALADA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP IGUALADA
BARCELONA,Igualada,IGUALADA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ANOIA RURAL - IGUALADA 1
BARCELONA,"Llagosta, La",LLAGOSTA (LA),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA LLAGOSTA
BARCELONA,Lliçà d'Amunt,LLIÇÀ D'AMUNT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA CRUÏLLA
BARCELONA,Llinars del Vallès,LLINARS DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LLINARS DEL VALLÈS
BARCELONA,Malgrat de Mar,MALGRAT DE MAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DR. JOSEP TORNER I FORS
BARCELONA,Manlleu,MANLLEU,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MANLLEU
BARCELONA,Manresa,MANRESA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP - CENTRO SALUD BAGES
BARCELONA,Martorell,MARTORELL,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MARTORELL
BARCELONA,"Masnou, El",MASNOU (EL),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD EL MASNOU
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CIRERA MOLINS
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ROCAFONDA-PALAU
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MARESME
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD RONDA CERDANYA
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD RONDA PRIM - LA RIERA
BARCELONA,Mataró,MATARÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MATARÓ-CENTRE
BARCELONA,Moià,MOIÀ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MOIÀ
BARCELONA,Molins de Rei,MOLINS DE REI,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA GRANJA
BARCELONA,Mollet del Vallès,MOLLET DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CAN PANTIQUET
BARCELONA,Montcada i Reixac,MONTCADA I REIXAC,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MONTCADA I REIXAC
BARCELONA,Montgat,MONTGAT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MONTGAT
BARCELONA,Montmeló,MONTMELÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MONTMELÓ
BARCELONA,Montornès del Vallès,MONTORNÈS DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MONTORNÈS DEL VALLÈS
BARCELONA,Navarcles,NAVARCLES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD NAVARCLES
BARCELONA,Navàs,NAVÀS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD NAVÀS
BARCELONA,Olesa de Montserrat,OLESA DE MONTSERRAT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD OLESA DE MONTSERRAT
BARCELONA,Palau-solità i Plegamans,PALAU (EL),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PALAU-SOLITÀ I PLEGAMANS
BARCELONA,Parets del Vallès,PARETS DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PARETS DEL VALLÈS
BARCELONA,Piera,PIERA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PIERA
BARCELONA,Pineda de Mar,PINEDA DE MAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PINEDA DE MAR
BARCELONA,"Prat de Llobregat, El",PRAT DE LLOBREGAT (EL),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD RAMONA VIA
BARCELONA,"Prat de Llobregat, El",PRAT DE LLOBREGAT (EL),CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD 17 DE SETEMBRE
BARCELONA,Premià de Mar,PREMIÀ DE MAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PREMIÁ DE MAR
BARCELONA,Puig-reig,PUIG-REIG,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD PUIG-REIG
BARCELONA,Ripollet,RIPOLLET,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP - CENTRO SALUD CERDANYOLA-RIPOLLET
BARCELONA,"Roca del Vallès, La",ROCA DEL VALLÈS (LA),CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DOCTOR VICENÇ PAPACEIT
BARCELONA,Rubí,RUBÍ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD MÚTUA RUBÍ
BARCELONA,Rubí,RUBÍ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ANTÓN DE BORJA
BARCELONA,Sabadell,SABADELL,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP - CENTRO SALUD SANT FÈLIX
BARCELONA,Sabadell,SABADELL,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD CA N'ORIAC
BARCELONA,Sallent,SALLENT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SALLENT
BARCELONA,Sant Adrià de Besòs,SANT ADRIÀ DE BESÒS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA MINA
BARCELONA,Sant Adrià de Besòs,SANT ADRIÀ DE BESÒS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DOCTOR BARRAQUER
BARCELONA,Sant Andreu de la Barca,SANT ANDREU DE LA BARCA,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP - CENTRO SALUD LA SOLANA
BARCELONA,Sant Andreu de Llavaneres,SANT ANDREU DE LLAVANERES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT ANDREU DE LLAVANERES
BARCELONA,Sant Celoni,SANT CELONI,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT CELONI
BARCELONA,Sant Cugat del Vallès,SANT CUGAT DEL VALLÈS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT CUGAT DEL VALLÈS
BARCELONA,Sant Feliu de Llobregat,SANT FELIU DE LLOBREGAT,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD EL PLA
BARCELONA,Sant Fost de Campsentelles,SANT FOST DE CAMPSENTELLES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT FOST DE CAMPSENTELLES
BARCELONA,Sant Joan de Vilatorrada,SANT JOAN DE VILATORRADA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT JOAN DE VILATORRADA
BARCELONA,Sant Pere de Ribes,SANT PERE DE RIBES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LES ROQUETES - SANT PERE DE RIBES
BARCELONA,Sant Sadurní d'Anoia,SANT SADURNÍ D'ANOIA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANT SADURNÍ D' ANOIA
BARCELONA,Sant Vicenç dels Horts,SANT VICENÇ DELS HORTS,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD EL SERRAL DE SANT VICENÇ DELS HORTS
BARCELONA,Santa Coloma de Gramenet,SANTA COLOMA DE GRAMENET,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CENTRO SALUD SANTA COLOMA DE GRAMENET
BARCELONA,Santa Margarida de Montbui,SANTA MARGARIDA DE MONTBUI,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SANTA MARGARIDA DE MONTBUI
BARCELONA,Santa Perpètua de Mogoda,SANTA PERPÈTUA DE MOGODA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD LA FLORIDA
BARCELONA,Sitges,SITGES,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD SITGES
BARCELONA,Súria,SÚRIA,CENTRO DE ATENCIÓN CONTINUADA (CAC),GORETTI BADIA DE SÚRIA
BARCELONA,Terrassa,TERRASSA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD ANTONI CREUS - CAN PARELLADA
BARCELONA,Terrassa,TERRASSA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TERRASSA NORD
BARCELONA,Terrassa,TERRASSA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD RAMBLA DE TERRASSA
BARCELONA,Tona,TONA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TONA
BARCELONA,Tordera,TORDERA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TORDERA
BARCELONA,Torelló,TORELLÓ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD TORELLÓ
BARCELONA,Vallirana,VALLIRANA,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD VALLIRANA
BARCELONA,Vic,VIC,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),CUAP VIC
BARCELONA,Vilafranca del Penedès,VILAFRANCA DEL PENEDÈS,CENTRO DE URGENCIAS DE ATENCIÓN PRIMARIA (CUAP),PAC ALT PENEDÈS
BARCELONA,Vilanova del Camí,VILANOVA DEL CAMÍ,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD VILANOVA DEL CAMÍ
BARCELONA,Vilassar de Mar,VILASSAR DE MAR,CENTRO DE ATENCIÓN CONTINUADA (CAC),CENTRO SALUD DR. GUILLERMO MASRIERA I GUARDIOLA
BURGOS,Aranda de Duero,ARANDA DE DUERO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD ARANDA SUR
BURGOS,Belorado,BELORADO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BELORADO
BURGOS,Briviesca,BRIVIESCA,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BRIVIESCA
BURGOS,Burgos,BURGOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD SAN AGUSTÍN
BURGOS,Burgos,BURGOS,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD BURGOS RURAL SUR
BURGOS,Condado de Treviño,CONDADO DE TREVIÑO,PUNTO DE ATENCIÓN CONTINUADA (PAC),CENTRO SALUD CONDADO DE TREVIÑO
